form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00215285,SB23.8523,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,P2024,,2023-12-12,1500.00,,contribution,011,C00706267,,,,,,,,H,IA,02,,,,,,,,
SB23,C00215285,SB23.8504,,,CCM,BICE FOR CONGRESS,,,,,,PO BOX 21315,,OKLAHOMA CITY,OK,73156,P2024,,2023-12-06,1000.00,,Contribution,011,C00703843,,,,,,,,H,OK,05,,,,,,,,
SB23,C00215285,SB23.8516,,,CCM,BILL FOSTER FOR CONGRESS,,,,,,PO BOX 9104,,AURORA,IL,60598,P2024,,2023-12-12,2000.00,,Contribution,011,C00435099,,,,,,,,H,IL,11,,,,,,,,
SB23,C00215285,SB23.8536,,,CCM,BLAKE MOORE FOR CONGRESS,,,,,,358 SOUTH 700 E,B505,SALT LAKE CITY,UT,84102,P2024,,2023-11-17,-2000.00,,Redesignate: Donation,011,C00738872,,,,,,,,H,UT,01,,,,,,,X,
SB23,C00215285,SB23.8537,,,CCM,BLAKE MOORE FOR CONGRESS,,,,,,358 SOUTH 700 E,B505,SALT LAKE CITY,UT,84102,C2024,Convention,2023-12-20,2000.00,,Redesignate:,,C00738872,BLAKE MOORE FOR CONGRESS,,,,,,,H,UT,01,,,,,,,X,
SB23,C00215285,SB23.8511,,,PAC,CEILING AND VISIBILITY UNLIMITED (CAVU PAC),,,,,,P.O. BOX 2811,,LAKELAND,FL,33806,,,2023-12-12,2500.00,,2023 Contribution,011,C00770701,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.8507,,,CCM,COURTNEY FOR CONGRESS,,,,,,PO BOX 1372,,VERNON,CT,06066,P2024,,2023-12-12,2500.00,,Contribution,011,C00410233,,,,,,,,H,CT,02,,,,,,,,
SB23,C00215285,SB23.8525,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 396,,BISMARCK,ND,58502,P2024,,2023-12-12,500.00,,Contribution,011,C00504704,,,,,,,,S,ND,01,,,,,,,,
SB23,C00215285,SB23.8527,,,PAC,DAKOTA PAC,,,,,,PO BOX 3206,,BISMARCK,ND,58502,,,2023-12-12,3500.00,,2023 Contribution,011,C00493072,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.8526,,,PAC,DIRIGO PAC,,,,,,PO BOX 1355,,ALEXANDRIA,VA,22313,,,2023-12-12,2000.00,,2023 Contribution,011,C00391797,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.8494,,,CCM,DONALD NORCROSS FOR CONGRESS,,,,,,PO BOX 160,,COLLINGSWOOD,NJ,08108,P2024,,2023-12-06,1500.00,,Contribution,011,C00558320,,,,,,,,H,NJ,01,,,,,,,,
SB23,C00215285,SB23.8490,,,PAC,FIRST IN FREEDOM PAC,,,,,,"824 S MILLEDGE AVE, STE 101",,ATHENS,GA,30605,,,2023-12-06,2500.00,,2023 Contribution,011,C00540146,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.8488,,,CCM,FRIENDS OF ROSA DELAURO,,,,,,340 ORANGE STREET,,NEW HAVEN,CT,06511,P2024,,2023-12-06,4000.00,,Contribution,011,C00238865,,,,,,,,H,CT,03,,,,,,,,
SB23,C00215285,SB23.8499,,,CCM,JAKE ELLZEY FOR CONGRESS,,,,,,1005 CONGRESS AVENUE,SUITE 400,AUSTIN,TX,78701,P2024,,2023-12-06,1000.00,,Contribution,011,C00770438,,,,,,,,H,TX,06,,,,,,,,
SB23,C00215285,SB23.8520,,,CCM,JERRY CARL FOR CONGRESS,,,,,,PO BOX 852138,,MOBILE,AL,36685,P2024,,2023-12-12,1000.00,,Contribution,011,C00697789,,,,,,,,H,AL,01,,,,,,,,
SB23,C00215285,SB23.8492,,,PAC,JOBS AND THE ECONOMY PAC,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,GA,30605,,,2023-12-06,2500.00,,2023 Contribution,011,C00752790,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.8489,,,PAC,JULIA LETLOW FOR CONGRESS,,,,,,PO BOX 539,,RAYVILLE,LA,71269,P2024,,2023-12-06,1500.00,,Contribution,011,C00766428,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.8501,,,PAC,MARIO PAC,,,,,,PO BOX 183,,HUDSON,WI,54016,,,2023-12-06,5000.00,,2023 Contribution,011,C00853531,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.8487,,,CCM,MICHAEL WALTZ FOR CONGRESS,,,,,,"1235 PROVIDENCE BLVD., STE R",PMB 502,DELTONA,FL,32725,P2024,,2023-12-06,1500.00,,Contribution,011,C00666396,,,,,,,,H,FL,06,,,,,,,,
SB23,C00215285,SB23.8518,,,CCM,MIKE GALLAGHER FOR WISCONSIN,,,,,,PO BOX 1027,,GREEN BAY,WI,54305,P2024,,2023-12-12,5000.00,,Contribution,011,C00610212,,,,,,,,H,WI,08,,,,,,,,
SB23,C00215285,SB23.8496,,,CCM,MIKE GARCIA FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,P2024,,2023-12-06,2500.00,,Contribution,011,C00701102,,,,,,,,H,CA,27,,,,,,,,
SB23,C00215285,SB23.8534,,,CCM,MIKE GARCIA FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE #150,,IRVINE,CA,92618,P2023,,2023-12-13,1500.00,,Contribution,011,C00701102,,,,,,,,H,CA,27,,,,,,,,
SB23,C00215285,SB23.8510,,,CCM,SCOTT FRANKLIN FOR CONGRESS,,,,,,P.O. BOX 2811,,LAKELAND,FL,33806,P2024,,2023-12-12,500.00,,Contribution,011,C00742247,,,,,,,,H,FL,18,,,,,,,,
SB23,C00215285,SB23.8486,,,PAC,SENATE EAGLE PAC,,,,,,PO BOX 50430,,NASHVILLE,TN,37205,,,2023-12-06,1000.00,,Contribution 2023,011,C00719971,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.8508,,,PAC,SOUTHERN STATES PAC,,,,,,POST OFFICE BOX 905,,TUPELO,MS,38802,,,2023-12-12,5000.00,,2023 Contribution,011,C00778308,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.8505,,,PAC,STAR PAC,,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,,,2023-12-12,2500.00,,Contribution 2023,011,C00636837,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.8497,,,PAC,STEER PAC,,,,,,111 S DURBIN ST,STE 300,CASPER,WY,82601,,,2023-12-06,1000.00,,2023 Contribution,011,C00762682,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.8485,,,PAC,SUPPORTING HOUSE PROBLEM SOLVERS - SHP PAC,,,,,,910 17TH ST NW STE 925,,WASHINGTON,DC,20006,,,2023-12-06,2500.00,,2023 Contribution,011,C00563601,,,,,,,,,,,,,,,,,,
SB23,C00215285,SB23.8524,,,CCM,VALADAO FOR CONGRESS,,,,,,5132 NORTH PALM AVENUE,#227,FRESNO,CA,93704,P2024,,2023-12-12,1500.00,,Contribution,011,C00499392,,,,,,,,H,CA,22,,,,,,,,
