form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00111880,B863797,,,CCM,Keith Bell Campaign,,,,,,PO Box 1178,,Forney,TX,75126,P2024,,2024-01-18,500.00,,P-2024 State House 4 TX,011,,,,Bell,Keith,,,,H,TX,04,,,,,,,,
SB29,C00111880,B863784,,,CCM,Brian Birdwell Campaign,,,,,,P.O. Box 1111,,Granbury,TX,76048,P2026,,2024-01-18,1250.00,,P-2026 State Senate 22 TX,011,,,,Birdwell,Brian,,,,S,TX,22,,,,,,,,
SB29,C00111880,B863796,,,CCM,Terry Canales Campaign,,,,,,310 S. Closner Blvd.,,Edinburg,TX,78539,P2024,,2024-01-18,750.00,,P-2024 State House 40 TX,011,,,,Canales,Terry,,,,H,TX,40,,,,,,,,
SB29,C00111880,B863788,,,CCM,Drew Darby Campaign,,,,,,P.O. Box 3284,,San Angelo,TX,76902,P2024,,2024-01-18,750.00,,P-2024 State House 72 TX,011,,,,Darby,Drew,,,,H,TX,72,,,,,,,,
SB29,C00111880,B863801,,,CCM,Mano DeAyala Campaign,,,,,,12335 Kingsride Lane #416,,Houston,TX,77024,P2024,,2024-01-18,750.00,,P-2024 State House 133 TX,011,,,,DeAyala,Mano,,,,H,TX,13,,,,,,,,
SB29,C00111880,B863795,,,CCM,Stan Gerdes Campaign,,,,,,606 Gresham Street,,Smithville,TX,78957,P2024,,2024-01-18,500.00,,P-2024 State House 17 TX,011,,,,Gerdes,Stanley,A,,,H,TX,17,,,,,,,,
SB29,C00111880,B863798,,,CCM,Jacey Jetton Campaign,,,,,,77 Sugar Creek Center Blvd St. 600,,Sugar Land,TX,77478,P2024,,2024-01-18,750.00,,P-2024 State House 26 TX,011,,,,Jetton,Jacey,,,,H,TX,26,,,,,,,,
SB29,C00111880,B863793,,,CCM,Venton Jones for Texas,,,,,,1075 Griffin Street West Suite 212,,Dallas,TX,75215,P2024,,2024-01-18,500.00,,P-2024 State House 100 TX,011,,,,Jones,Venton,,,,H,TX,10,,,,,,,,
SB29,C00111880,B863799,,,CCM,Stephanie Klick Campaign,,,,,,P.O. Box 7592,,Fort Worth,TX,76111,P2024,,2024-01-18,500.00,,P-2024 State House 91 TX,011,,,,Klick,Stephanie,,,,H,TX,91,,,,,,,,
SB29,C00111880,B863789,,,CCM,John Kuempel Campaign,,,,,,902 E. College St.,,Seguin,TX,78155,P2024,,2024-01-18,750.00,,P-2024 State House 44 TX,011,,,,Kuempel,John,,,,H,TX,44,,,,,,,,
SB29,C00111880,B863794,,,CCM,Brooks Landgraf Campaign,,,,,,5030 E. University Blvd. D-101,,Odessa,TX,79762,P2024,,2024-01-18,500.00,,P-2024 State House 81 TX,011,,,,Landgraf,Brooks,,,,H,TX,81,,,,,,,,
SB29,C00111880,B863800,,,CCM,Eddie Morales for State Representative,,,,,,352 Hillcrest Blvd.,,Eagle Pass,TX,78852,P2024,,2024-01-18,500.00,,P-2024 State House 74 TX,011,,,,Morales,Eddie,,,,H,TX,74,,,,,,,,
SB29,C00111880,B863791,,,CCM,Angelia Orr For Texas House,,,,,,P.O. Box 113,,Itasca,TX,76055,P2024,,2024-01-18,750.00,,P-2024 State House 13 TX,011,,,,Orr,Angela,,,,H,TX,13,,,,,,,,
SB29,C00111880,B863787,,,CCM,Dr. Charles Schwertner for State Senate,,,,,,P.O. Box 2448,,Georgetown,TX,78627,P2026,,2024-01-18,1250.00,,P-2026 State Senate 5 TX,011,,,,Schwertner,Charles,,,,S,TX,05,,,,,,,,
