form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00405555,SB23.10408,,,CCM,ADRIANO ESPAILLAT FOR CONGRESS,,,,,,P.O. BOX H,,NEW YORK,NY,10034,P2026,,2024-11-04,5000.00,,Campaign Contribution,011,C00701953,ADRIANO ESPAILLAT FOR CONGRESS,H2NY13096,ESPAILLAT,ADRIANO,,,,H,NY,13,,,,,,,,
SB23,C00405555,SB23.10356,,,CCM,ALEX PADILLA FOR SENATE,,,,,,777 S. FIGUEROA ST,SUITE 4050,LOS ANGELES,CA,90017,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00765164,ALEX PADILLA FOR SENATE,S2CA00955,PADILLA,ALEX,,,,S,CA,00,,,,,,,,
SB23,C00405555,SB23.10444,,,CCM,ALMA ADAMS FOR CONGRESS,,,,,,P.O. BOX 31473,,CHARLOTTE,NC,28231,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00546358,ALMA ADAMS FOR CONGRESS,H4NC12100,ADAMS,ALMA SHEALEY,,,,H,NC,12,,,,,,,,
SB23,C00405555,SB23.10342,,,CCM,ANGUS KING FOR US SENATE CAMPAIGN,,,,,,114 MAINE STREET SUITE 1A,PO BOX 368,BRUNSWICK,ME,04011,G2024,,2024-11-01,1000.00,,Campaign Contribution,011,C00516047,ANGUS KING FOR US SENATE CAMPAIGN,S2ME00109,KING,ANGUS STANLEY JR,,,,S,ME,00,,,,,,,,
SB23,C00405555,SB23.10429,,,CCM,AUSTIN SCOTT FOR CONGRESS INC,,,,,,PO BOX 2530,,TIFTON,GA,31793,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00482737,AUSTIN SCOTT FOR CONGRESS INC,H0GA08099,SCOTT,JAMES AUSTIN,,,,H,GA,08,,,,,,,,
SB23,C00405555,SB23.10446,,,CCM,BERA FOR CONGRESS,,,,,,PO BOX 582496,,ELK GROVE,CA,95758,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00461061,BERA FOR CONGRESS,H0CA03078,BERA,AMERISH,,,,H,CA,06,,,,,,,,
SB23,C00405555,SB23.10339,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,G2024,,2024-11-01,1000.00,,Campaign Contribution,011,C00431056,BOB CASEY FOR SENATE INC,S6PA00217,CASEY,ROBERT P JR,,,,S,PA,00,,,,,,,,
SB23,C00405555,SB23.10360,,,CCM,BOOZMAN FOR ARKANSAS,,,,,,PO BOX 671,,ROGERS,AR,72757,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00476317,BOOZMAN FOR ARKANSAS,S0AR00150,BOOZMAN,JOHN,,,,S,AR,00,,,,,,,,
SB23,C00405555,SB23.10378,,,CCM,BRITT FOR ALABAMA INC,,,,,,PO BOX 3759,,MONTGOMERY,AL,36109,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00781443,BRITT FOR ALABAMA INC,S2AL00145,BRITT,KATIE BOYD,,,,S,AL,00,,,,,,,,
SB23,C00405555,SB23.10439,,,CCM,CASTRO FOR CONGRESS,,,,,,PO BOX 544,,SAN ANTONIO,TX,78292,P2026,,2024-11-04,2500.00,,Campaign Contribution,011,C00497933,CASTRO FOR CONGRESS,H2TX35011,CASTRO,JOAQUIN,,,,H,TX,20,,,,,,,,
SB23,C00405555,SB23.10351,,,CCM,CATHERINE CORTEZ MASTO FOR SENATE,,,,,,8020 SOUTH RAINBOW BLVD,SUITE 100-112,LAS VEGAS,NV,89139,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00575548,CATHERINE CORTEZ MASTO FOR SENATE,S6NV00200,CORTEZ MASTO,CATHERINE,,,,S,NV,00,,,,,,,,
SB23,C00405555,SB23.10465,,,CCM,CHUCK EDWARDS FOR CONGRESS,,,,,,337 NORTH MAIN STREET,,HENDERSONVILLE,NC,28792,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00796433,CHUCK EDWARDS FOR CONGRESS,H2NC14050,EDWARDS,CHUCK,,,,H,NC,11,,,,,,,,
SB23,C00405555,SB23.10479,,,CCM,CLARKE FOR CONGRESS,,,,,,PO BOX 250200,,BROOKLYN,NY,11225,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00415331,CLARKE FOR CONGRESS,H4NY11138,CLARKE,YVETTE D,,,,H,NY,09,,,,,,,,
SB23,C00405555,SB23.10350,,,CCM,COLLINS FOR SENATOR,,,,,,PO BOX 1096,,BANGOR,ME,04402,P2026,,2024-11-04,1000.00,,Campaign Contribution,011,C00314575,COLLINS FOR SENATOR,S6ME00159,COLLINS,SUSAN,M,,,S,ME,00,,,,,,,,
