form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00299321,EB84078,,,COM,ALL FOR OUR COUNTRY LEADERSHIP PAC,,,,,,"611 PENNSYLVANIA AVE SE, #143",,Washington,DC,20003,,,2023-03-27,5000.00,,,011,C00629212,ALL FOR OUR COUNTRY LEADERSHIP PAC,,PAC,LEADERSHIP,,,,,,,,,,,,,,
SB23,C00299321,EB84081,,,CCM,AMODEI FOR NEVADA,,,,,,503 N DIVISION STREET,,Carson City,NV,89703,P2024,,2023-03-27,5000.00,,,011,C00496760,AMODEI FOR NEVADA,,AMODEI,MARK EUGENE,,,,H,NV,02,,,,,,,,
SB23,C00299321,EB84095,,,COM,BLUEGRASS COMMITTEE,,,,,,"228 S. WASHINGTON ST., SUITE 115",,Alexandria,VA,22314,,,2023-03-27,5000.00,,,011,C00235655,BLUEGRASS COMMITTEE,,PAC,LEADERSHIP,,,,,,,,,,,,,,
SB23,C00299321,EB84089,,,COM,CHC BOLD PAC,,,,,,PO BOX 33079,,Washington,DC,20033,,,2023-03-27,5000.00,,,011,C00365536,CHC BOLD PAC,,COMMITTEE,GENERAL PURPOSE,,,,,,,,,,,,,,
SB23,C00299321,EB84088,,,COM,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,PO BOX 33079,,Washington,DC,20033,,,2023-03-27,5000.00,,,011,C00147512,CONGRESSIONAL BLACK CAUCUS PAC,,COMMITTEE,GENERAL PURPOSE,,,,,,,,,,,,,,
SB23,C00299321,EB84090,,,COM,DCCC,,,,,,"430 SOUTH CAPITOL STREET, SE,",2ND FLOOR,WASHINGTON,DC,20003,,,2023-03-27,7500.00,,,011,C00000935,DCCC,,COMMITTEE,POLITICAL PARTY,,,,,,,,,,,,,,
SB23,C00299321,EB84092,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,9856 ARCHER LN,,Dublin,OH,43017,P2024,,2023-03-27,5000.00,,,011,C00527457,FRIENDS OF DAVE JOYCE,,JOYCE,DAVE,,,,H,OH,14,,,,,,,,
SB23,C00299321,EB84084,,,CCM,GLENN F. IVEY FOR CONGRESS,,,,,,PO BOX 85,,Bladensburg,MD,20710,P2024,,2023-03-27,2500.00,,,011,C00792283,GLENN F. IVEY FOR CONGRESS,,IVEY,GLENN,,,,H,MD,04,,,,,,,,
SB23,C00299321,EB84093,,,CCM,GUY FOR CONGRESS,,,,,,PO BOX 23177,,Pittsburgh,PA,15222,P2024,,2023-03-27,2500.00,,,011,C00657833,GUY FOR CONGRESS,,RESCHENTHALER,GUY,,,,H,PA,14,,,,,,,,
SB23,C00299321,EB84096,,,COM,LAHOOD FOR CONGRESS,,,,,,PO BOX 10735,,Peoria,IL,61612,P2024,,2023-03-27,2500.00,,,011,C00575050,LAHOOD FOR CONGRESS,,LAHOOD,DARIN MCKAY,,,,H,IL,16,,,,,,,,
SB23,C00299321,EB84094,,,COM,MCHENRY FOR CONGRESS,,,,,,PO BOX 2165,,Gastonia,NC,280532165,P2024,,2023-03-27,5000.00,,,011,C00393629,MCHENRY FOR CONGRESS,,MCHENRY,PATRICK,,,,H,NC,10,,,,,,,,
SB23,C00299321,EB84083,,,COM,NEVADANS FOR STEVEN HORSFORD,,,,,,PO BOX 336664,,North Las Vegas,NV,89033,P2024,,2023-03-27,5000.00,,,011,C00668228,NEVADANS FOR STEVEN HORSFORD,,HORSFORD,STEVEN ALEXANDER,,,,H,NV,04,,,,,,,,
SB23,C00299321,EB84091,,,COM,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2023-03-27,15000.00,,,011,C00075820,NRCC,,COMMTTEE,POLITICAL PARTY,,,,,,,,,,,,,,
SB23,C00299321,EB84087,,,CCM,RICHARD E. NEAL FOR CONGRESS COMMITTEE,,,,,,76 MAGNOLIA TERRACE,,Springfield,MA,01108,P2024,,2023-03-27,2500.00,,,011,C00226522,RICHARD E. NEAL FOR CONGRESS COMMITTEE,,NEAL,RICHARD E.,,,,H,MA,01,,,,,,,,
SB23,C00299321,EB84079,,,CCM,ROSEN FOR NEVADA,,,,,,P.O. BOX 27195,,LAS VEGAS,NV,89126,G2024,,2023-03-27,5000.00,,,011,C00606939,ROSEN FOR NEVADA,,ROSEN,JACKY,,,,S,NV,,,,,,,,,
SB23,C00299321,EB84085,,,CCM,SHONTEL BROWN FOR CONGRESS,,,,,,545 E. TOWN ST.,,Columbus,OH,43215,P2024,,2023-03-27,2500.00,,,011,C00764381,SHONTEL BROWN FOR CONGRESS,,BROWN,SHONTEL,,,,H,OH,11,,,,,,,,
SB23,C00299321,EB84086,,,CCM,SHRI FOR CONGRESS,,,,,,19460 LOWELL DR.,,Detroit,MI,48203,P2024,,2023-03-27,1000.00,,,011,C00798132,SHRI FOR CONGRESS,,THANEDAR,SHRI,,,,H,MI,13,,,,,,,,
SB23,C00299321,EB84082,,,COM,SUSIE LEE FOR CONGRESS,,,,,,"5130 S. FORT APACHE ROAD, SUITE 21",,Las Vegas,NV,89148,P2024,,2023-03-27,5000.00,,,011,C00655613,SUSIE LEE FOR CONGRESS,,LEE,SUSIE,,,,H,NV,03,,,,,,,,
SB23,C00299321,EB84080,,,CCM,TITUS FOR CONGRESS,,,,,,P.O. BOX 72454,,Las Vegas,NV,89170,P2024,,2023-03-27,5000.00,,,011,C00499467,TITUS FOR CONGRESS,,TITUS,DINA,,,,H,NV,01,,,,,,,,
SB23,C00299321,EB84532,,,CCM,COMMITTEE TO ELECT MIKE EZELL,,,,,,P.O. BOX 1842,,Gulfport,MS,39502,P2024,,2023-06-27,2500.00,,,011,C00776393,COMMITTEE TO ELECT MIKE EZELL,,EZELL,MIKE,,,,H,MS,04,,,,,,,,
SB23,C00299321,EB84531,,,COM,FAIR SHOT PAC,,,,,,600 PENNSYLVANIA AVE SE #15180,,Washington,DC,20003,,,2023-06-27,1000.00,,,011,C00574970,FAIR SHOT PAC,,PAC,LEADERSHIP,,,,,,,,,,,,,,
SB23,C00299321,EB84534,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,Cape Girardeau,MO,63702,P2024,,2023-06-27,2500.00,,,011,C00541862,JASON SMITH FOR CONGRESS,,SMITH,JASON,,,,H,MO,08,,,,,,,,
SB23,C00299321,EB84533,,,COM,THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE,,,,,,PO BOX 9891,,Arlington,VA,22219,,,2023-06-27,5000.00,,,011,C00467431,THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE,,PAC,LEADERSHIP,,,,,,,,,,,,,,
