form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002766,20299781,,,ORG,Alliance for a Better Indiana,,,,,,133 W. Market Street,#272,Indianapolis,IN,46204,,,2024-08-05,10000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20299959,,,PTY,New York State Democratic Assembly Campaign Comm,,,,,,107 Washington Avenue,Suite 1LL,Albany,NY,12210,,,2024-08-06,2500.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20299960,,,COM,Friends of Michael Durso,,,,,,PO Box 66,,Massapequa Park,NY,11762,,,2024-08-06,750.00,0.00,Non-Federal Contribution,011,,,,Durso,Michael,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20300168,,,COM,Friends of Dave Coulter,,,,,,PO Box 201073,,Ferndale,MI,48220,,,2024-08-07,500.00,0.00,Non-Federal Contribution,011,,,,Coulter,Dave,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20300197,,,PTY,Democratic Party of Oregon (Nonfed),,,,,,1220 SW Morrison Street,Suite 910,Portland,OR,97205,,,2024-08-07,75000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20300218,,,CCM,Teran for Congress,,,,,,PO Box 1041,,Glendale,AZ,85311,E2024,Recount2024,2024-08-07,5000.00,0.00,Contribution - Recount,,C00836890,,H4AZ03117,Teran,Raquel,,,,,,,,,,,,,,Contribution - Recount
SB29,C00002766,20300267,,,COM,Hoosiers for Terry Goodin,,,,,,PO Box 24,,Austin,IN,47102,,,2024-08-08,8000.00,0.00,Non-Federal Contribution,011,,,,Goodin,Terry,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20300284,,,COM,Boulton for Senate,,,,,,3127 Thompson Avenue,,Des Moines,IA,50317,,,2024-08-08,1000.00,0.00,Non-Federal Contribution,011,,,,Boulton,Nate,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20300287,,,PTY,"Iowa Federation of Labor, AFL-CIO",,,,,,2000 Walker Street,Suite A,Des Moines,IA,50317,,,2024-08-08,1000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20314868,,,COM,Arturo Jimenez for Pomona School Board,,,,,,728 West Edna Place,,Covina,CA,91722,,,2024-08-09,2500.00,0.00,Non-Federal Contribution,011,,,,Jimenez,Arturo,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20314869,,,COM,Alexander for SJECCD,,,,,,c/o Political Reporting Plus,"1W Manchester Blvd., Suite 700",Inglewood,CA,90301,,,2024-08-09,500.00,0.00,Non-Federal Contribution,011,,,,Alexander,Tony,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20314870,,,PTY,United Democratic Hdqrts of Pasadena,,,,,,155 Cordova Street,Unit 302,Pasadena,CA,91105,,,2024-08-09,2500.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20314871,,,COM,Robert Garcia for State Assembly,,,,,,10950 Arrow Rte #1174,,Rancho Cucamonga,CA,91729,,,2024-08-09,3000.00,0.00,Non-Federal Contribution,011,,,,Garcia,Robert,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20314872,,,COM,Committee to Elect John Nolte for Pomona City Council 2024,,,,,,1037 Arroyo Park Drive,,Pomona,CA,91768,,,2024-08-09,2000.00,0.00,Non-Federal Contribution,011,,,,Nolte,John,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20315734,,,ORG,Building Bridges PAC,,,,,,PO Box 12056,,Lansing,MI,48901,,,2024-08-12,50000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20321054,,,ORG,Building Bridges PAC,,,,,,PO Box 12056,,Lansing,MI,48901,,,2024-08-12,100000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20321055,,,COM,PA Senate Democratic Campaign Committee,,,,,,PO Box 5193,,Harrisburg,PA,17110,,,2024-08-12,10000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20321056,,,COM,Jay Costa for State Senate,,,,,,314 Newport Road,,Pittsburgh,PA,15221,,,2024-08-12,10000.00,0.00,Non-Federal Contribution,011,,,,Costa,Jay,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20321057,,,COM,Citizens for Hughes,,,,,,PO Box 13031,,Philadelphia,PA,19101,,,2024-08-12,10000.00,0.00,Non-Federal Contribution,011,,,,Hughes,Vincent,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20321058,,,COM,Friends of Patty Kim,,,,,,3418 North Second Street,,Harrisburg,PA,17110,,,2024-08-12,10000.00,0.00,Non-Federal Contribution,011,,,,Kim,Patty,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20321148,,,COM,Friends of Nick Pisciottano,,,,,,PO Box 338,,West Mifflin,PA,15122,,,2024-08-12,10000.00,0.00,Non-Federal Contribution,011,,,,Pisciottano,Nick,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20321312,,,COM,DePasquale for AG,,,,,,PO Box 53043,,Pittsburgh,PA,15219,,,2024-08-12,10000.00,0.00,Non-Federal Contribution,011,,,,DePasquale,Eugene,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,20321313,,,COM,Malcolm for PA PAC,,,,,,PO Box 3307,,Philadelphia,PA,19130,,,2024-08-12,10000.00,0.00,Non-Federal Contribution,011,,,,Kenyatta,Malcolm,,,,,,,,,,,,,,Non-Federal Contribution
