form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002089,500024526,,,CCM,ADAM SMITH FOR CONGRESS COMMITTEE,,,,,,PO Box 578,,Renton,WA,980570578,P2024,,2023-12-12,5000.00,0.00,Federal Candidate Contribution,011,C00304709,,,SMITH,ADAM,,,,H,WA,09,,,,,,,,
SB23,C00002089,500024533,,,CCM,ALTMAN FOR CONGRESS,,,,,,PO Box 267,,Lambertville,NJ,085300267,R2023,Runoff,2023-12-12,5000.00,0.00,Federal Candidate Contribution,011,C00841643,,,COPIUS ALTMAN,SUSAN,,,,H,NJ,07,,,,,,,,
SB23,C00002089,500024515,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2023-12-12,2500.00,0.00,Federal Candidate Contribution,011,C00575209,,,CRAIG,ANGELA,,,,H,MN,02,,,,,,,,
SB23,C00002089,500024521,,,CCM,Bowman For Congress,,,,,,81 Pondfield Rd,Ste D35,Bronxville,NY,107083818,P2024,,2023-12-07,5000.00,0.00,Federal Candidate Contribution,011,C00709196,,,Bowman,Jamaal,,,,H,NY,16,,,,,,,,
SB23,C00002089,500024529,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO Box 953,,Eastlake,CO,806140953,P2024,,2023-12-07,2500.00,0.00,Federal Candidate Contribution,011,C00787788,,,CARAVEO,YADIRA,,,,H,CO,08,,,,,,,,
SB23,C00002089,500024512,,,CCM,FRIENDS OF BENNIE THOMPSON,,,,,,PO Box 100,,Bolton,MS,390410100,P2024,,2023-12-14,5000.00,0.00,Federal Candidate Contribution,011,C00279851,,,THOMPSON,BENNIE,G,,,H,MS,02,,,,,,,,
SB23,C00002089,500024523,,,CCM,FRIENDS OF MAZIE HIRONO,,,,,,PO Box 677,,Honolulu,HI,968090677,P2024,,2023-12-19,5000.00,0.00,Federal Candidate Contribution,011,C00420760,,,HIRONO,MAZIE,,Mrs.,,H,HI,02,,,,,,,,
SB23,C00002089,500024508,,,CCM,FRIENDS OF ROSA DELAURO,,,,,,340 Orange St,,New Haven,CT,065116425,G2024,,2023-12-14,5000.00,0.00,Federal Candidate Contribution,011,C00238865,,,DELAURO,ROSA,L,,,H,CT,03,,,,,,,,
SB23,C00002089,500024524,,,CCM,Ilhan for Congress,,,,,,PO Box 80545,,Minneapolis,MN,554088545,P2024,,2023-12-14,5000.00,0.00,Federal Candidate Contribution,011,C00680934,,,Omar,Ilhan,,,,H,MN,05,,,,,,,,
SB23,C00002089,500024505,,,PAC,IMPACT,,,,,,509 Madison Ave,Rm 1902,New York,NY,100225523,,,2023-12-07,5000.00,0.00,Federal Committee Contribution,011,C00348607,IMPACT,,,,,,,,,,,,,,,,,
