form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00607556,SB21B.I16679,,,ORG,BSB SOLUTIONS,,,,,,3538 SOUTH WAKEFIELD STREET,,ARLINGTON,VA,22206,,,2024-10-01,1000.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16678,,,ORG,THE TOWNSEND GROUP,,,,,,2308 MT VERNON AVE,,ALEXANDRIA,VA,22301,,,2024-10-01,2072.00,,FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16680,,,ORG,WELLS FARGO,,,,,,1700 FERN STREET,,ALEXANDRIA,VA,22302,,,2024-10-01,25.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16681,,,ORG,WELLS FARGO,,,,,,1700 FERN STREET,,ALEXANDRIA,VA,22302,,,2024-10-01,25.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16684,,,ORG,ADOBE INC,,,,,,100-014 FIFTH AVE,,NEW YORK,NY,10011,,,2024-10-02,19.99,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16683,,,ORG,FEDERAL EXPRESS,,,,,,685 N WASHINGTON STREET,,ALEXANDRIA,VA,22314,,,2024-10-02,23.09,,SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16682,,,ORG,GOOGLE SERVICES,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2024-10-02,202.25,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16685,,,ORG,GRADUATE HOTEL,,,,,,133 EVERGREEN AVE,,EAST LANSING,MI,48823,,,2024-10-03,551.29,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16686,,,ORG,GRADUATE HOTEL,,,,,,133 EVERGREEN AVE,,EAST LANSING,MI,48823,,,2024-10-03,722.29,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16687,,,ORG,UNITED AIRLINES,,,,,,233 SOUTH WACKER DRIVE,,CHICAGO,IL,60606,,,2024-10-04,472.97,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16692,,,ORG,FAIRFIELD INN,,,,,,130 SOUTH NICOLET RD,,APPLETON,WI,54914,,,2024-10-07,231.23,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16689,,,ORG,ADOBE INC,,,,,,100-014 FIFTH AVE,,NEW YORK,NY,10011,,,2024-10-08,59.99,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16688,,,ORG,ISTOCKPHOTO,,,,,,605 5TH AVE S,,SEATTLE,WA,98104,,,2024-10-08,99.00,,PHOTOS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16690,,,ORG,MAILCHIMP,,,,,,675 PONCE DE LEON AVE NE,,ATLANTA,GA,30308,,,2024-10-08,1225.00,,EMAIL SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00607556,SB21B.I16691,,,ORG,QUICKBOOKS,,,,,,2632 MARINE WAY,,MOUNTAIN VIEW,CA,94043,,,2024-10-15,164.00,,ACCOUNTING SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
