form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00882233,B-34431,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-12-05,5642.44,,Payroll Fees,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-34436,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-12-05,1253.56,,Payroll Taxes,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-34437,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-12-06,14.83,,Payroll Fees,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-34438,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-12-13,132.17,,Payroll Fees,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-34439,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-12-19,5642.44,,PAYROLL,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-34444,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-12-19,1240.06,,Payroll Taxes,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-34445,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-12-20,14.83,,Payroll Fees,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-34446,,,ORG,"ADP, Inc",,,,,,5451 East Williams Boulevard,,Tucson,AZ,85711,G2024,,2024-12-27,16.00,,Payroll Fees,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-34464,,,ORG,American Airlines,,,,,,1 Skyview Drive,,Fort Worth,TX,76155,G2024,,2024-12-18,962.01,,TRAVEL,001,,,,,,,,,,,,,,,,,,,
SB29,C00882233,B-34435,B-34431,,ORG,Blueprint Capital Services,,,,,,1226 Greenridge Avenue,,Lithonia,GA,30058,G2024,,2024-12-05,1500.00,,CONTRACTOR - PAYROLL,001,,,,,,,,,,,,,,,,,,X,"MEMO: Subvendor of-ADP, Inc"
