form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00491951,11640453,,,CCM,Blaine For Congress,,,,,,PO Box 1025,,Jefferson City,MO,65102,G2024,,2023-09-21,2500.00,0.00,,011,C00458679,Blaine For Congress,H8MO09153,Luetkemeyer,Blaine,,Rep.,,H,MO,03,,,,,,,,
SB23,C00491951,11640455,,,CCM,Kustoff For Congress,,,,,,1661 Aaron Brenner Dr,Ste 300,Memphis,TN,38120,G2024,,2023-09-21,2500.00,0.00,,011,C00614826,Kustoff For Congress,H2TN07103,Kustoff,David,,Rep.,,H,TN,08,,,,,,,,
SB23,C00491951,11640456,,,PAC,Building America's Republican Representation (BARR PAC),,,,,,,,,,,,,2023-09-21,1000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00491951,11640461,,,CCM,Bill Foster For Congress,,,,,,P.O. Box 9104,,Aurora,IL,60598,G2024,,2023-09-21,1000.00,0.00,,011,C00435099,Bill Foster For Congress,H8IL14067,Foster,Bill,,Rep.,,H,IL,14,,,,,,,,
SB23,C00491951,11640462,,,PAC,NEW DEMOCRAT COALITION POLITICAL ACTION COMMITTEE AKA NDC PAC,,,,,,"700 13th Street, NW",Suite 600,Washington,DC,20005,,,2023-09-21,5000.00,0.00,,011,C00409730,,,,,,,,,,,,,,,,,,
SB23,C00491951,11640463,,,CCM,Torres For Congress,,,,,,PO Box 580303,,Bronx,NY,10458,G2024,,2023-09-21,1000.00,0.00,,011,C00699744,Torres For Congress,H0NY15160,Torres,Ritchie,,Rep.,,H,NY,15,,,,,,,,
SB23,C00491951,11640465,,,CCM,French Hill For Arkansas,,,,,,PO Box 7841,,Little Rock,AR,72217,G2024,,2023-09-26,2500.00,0.00,,011,C00551275,French Hill For Arkansas,H4AR02141,Hill,French,,Rep.,,H,AR,02,,,,,,,,
SB23,C00491951,11640466,,,CCM,Ann Wagner For Congress,,,,,,PO Box 50,,Ballwin,MO,63022,G2024,,2023-09-26,1000.00,0.00,,011,C00495846,Ann Wagner For Congress,H2MO02102,Wagner,Ann,,Rep.,,H,MO,02,,,,,,,,
SB23,C00491951,11640467,,,CCM,Friends Of Dan Kildee,,,,,,P.O. Box 248,,Flint,MI,48501,G2024,,2023-09-27,1000.00,0.00,,011,C00499947,Friends Of Dan Kildee,H2MI05119,Kildee,Dan,,Rep.,,H,MI,08,,,,,,,,
SB23,C00491951,11640468,,,CCM,Wiley Nickel For Congress,,,,,,514 Daniels St,#286,Raleigh,NC,27605,G2024,,2023-09-27,1000.00,0.00,,011,C00763045,Wiley Nickel For Congress,H2NC14019,Nickel,Wiley,,Rep.,,H,NC,13,,,,,,,,
