form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00853366,500175342,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO Box 58746,,Philadelphia,PA,191028746,,,2024-10-22,3300.00,0.00,Transfer,,C00431056,,,CASEY,ROBERT,,,JR.,S,PA,00,,,,,,,,
SB22,C00853366,500175343,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO Box 58746,,Philadelphia,PA,191028746,,,2024-10-29,3540.00,0.00,Transfer,,C00431056,,,CASEY,ROBERT,,,JR.,S,PA,00,,,,,,,,
SB22,C00853366,500175344,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO Box 58746,,Philadelphia,PA,191028746,,,2024-11-12,1557.30,0.00,Transfer,,C00431056,,,CASEY,ROBERT,,,JR.,S,PA,00,,,,,,,,
SB22,C00853366,500175339,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-10-22,2400.00,0.00,Transfer,,C00264697,,,BROWN,SHERROD,,,,S,OH,00,,,,,,,,
SB22,C00853366,500175340,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-10-29,3320.00,0.00,Transfer,,C00264697,,,BROWN,SHERROD,,,,S,OH,00,,,,,,,,
SB22,C00853366,500175341,,,CCM,FRIENDS OF SHERROD BROWN,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,200037508,,,2024-11-12,1576.21,0.00,Transfer,,C00264697,,,BROWN,SHERROD,,,,S,OH,00,,,,,,,,
SB22,C00853366,500175350,,,PTY,MONTANA DEMOCRATIC PARTY,,,,,,PO Box 802,,Helena,MT,596240802,,,2024-10-29,1075.00,0.00,Transfer,,C00010033,,,,,,,,,,,,,,,,,,
SB22,C00853366,500175345,,,CCM,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,,,2024-10-22,2300.00,0.00,Transfer,,C00412304,,,TESTER,R.,JON,,,S,MT,00,,,,,,,,
SB22,C00853366,500175346,,,CCM,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,,,2024-10-29,545.00,0.00,Transfer,,C00412304,,,TESTER,R.,JON,,,S,MT,00,,,,,,,,
SB22,C00853366,500175347,,,CCM,MONTANANS FOR TESTER,,,,,,PO Box 1135,,Helena,MT,596241135,,,2024-11-12,1572.27,0.00,Transfer,,C00412304,,,TESTER,R.,JON,,,S,MT,00,,,,,,,,
SB22,C00853366,500175348,,,PTY,OHIO DEMOCRATIC PARTY - FEDERAL,,,,,,697 E Broad St,Ste 101,Columbus,OH,432153948,,,2024-10-29,2530.00,0.00,Transfer,,C00016899,,,,,,,,,,,,,,,,,,
SB22,C00853366,500175351,,,PTY,PENNSYLVANIA DEMOCRATIC PARTY,,,,,,229 State St,,Harrisburg,PA,171011110,,,2024-10-22,7600.00,0.00,Transfer,,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00853366,500175349,,,PTY,PENNSYLVANIA DEMOCRATIC PARTY,,,,,,229 State St,,Harrisburg,PA,171011110,,,2024-10-29,2380.00,0.00,Transfer,,C00167130,,,,,,,,,,,,,,,,,,
