form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00850321,B-108547,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-10-17,152.60,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-108552,,,ORG,SUPERIOR EVENT SERVICES,,,,,,5255 SOUTH DECATUR BOULEVARD,,LAS VEGAS,NV,89118,,,2024-10-17,38.81,,CATERING,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-111324,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-10-18,281.57,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-111356,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-10-20,341.20,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-111358,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-10-21,100.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-112421,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-10-21,286.55,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-111380,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-10-22,107.63,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-117588,,,IND,,CHERRY,DANIELLE,,,,9545 STONY HILL,,RENO,NV,89521,,,2024-10-22,20427.60,,FUNDRAISING SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-117589,,,IND,,CHERRY,DANIELLE,,,,9545 STONY HILL,,RENO,NV,89521,,,2024-10-22,564.37,,POSTAGE,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-117587,,,ORG,FMM CONSULTING,,,,,,8651 JOHN J KINGMAN ROAD,,FORT BELVOIR,VA,22060,,,2024-10-22,19827.10,,FUNDRAISING SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-117591,,,ORG,GR PRO LLC,,,,,,316 NORTHWEST 61ST STREET,,OKLAHOMA CITY,OK,73118,,,2024-10-22,2830.00,,FUNDRAISING SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-117590,,,ORG,JERAMIELU PHOTOGRAPHY,,,,,,3052 BRISTOL DRIVE,,RENO,NV,89521,,,2024-10-22,515.00,,PHOTOGRAPHY SERVICES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-111388,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-10-23,12.62,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-112422,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-10-23,1367.88,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-112429,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-10-24,40.30,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-112438,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-10-25,482.78,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-116076,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-10-25,919.15,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-112453,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-10-28,1118.40,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-116077,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-10-28,632.05,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-115598,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-10-29,136.60,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-116083,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-10-30,10.91,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-118985,,,ORG,WINRED TECHNICAL SERVICES LLC,,,,,,1776 WILSON BOULEVARD #530,,ARLINGTON,VA,22209,,,2024-10-30,3378.86,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00850321,B-117597,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET #1770,,NEW ORLEANS,LA,70113,,,2024-10-31,44.60,,MERCHANT PROCESSING FEES,,,,,,,,,,,,,,,,,,,,
