form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00850321,B-111334,,,PAC,DUTY FIRST PAC,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,NV,30605,,,2024-10-18,19301.73,,TRANSFER OF NET PROCEEDS,,C00819888,DUTY FIRST PAC,,,,,,,,,,,,,,,,,
SB22,C00850321,B-111335,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-10-18,164279.88,,TRANSFER OF NET PROCEEDS,,C00027466,NRSC,,,,,,,,,,,,,,,,,
SB22,C00850321,B-111336,,,CCM,SAM BROWN FOR NEVADA,,,,,,PO BOX 750844,,LAS VEGAS,NV,89136,,,2024-10-18,69977.26,,TRANSFER OF NET PROCEEDS,,C00845032,SAM BROWN FOR NEVADA,S4NV00288,BROWN,SAM,,,,S,NV,00,,,,,,,,
SB22,C00850321,B-115593,,,PAC,DUTY FIRST PAC,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,NV,30605,,,2024-10-29,53562.29,,TRANSFER OF NET PROCEEDS,,C00819888,DUTY FIRST PAC,,,,,,,,,,,,,,,,,
SB22,C00850321,B-115594,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-10-29,42885.74,,TRANSFER OF NET PROCEEDS,,C00027466,NRSC,,,,,,,,,,,,,,,,,
SB22,C00850321,B-115595,,,CCM,SAM BROWN FOR NEVADA,,,,,,PO BOX 750844,,LAS VEGAS,NV,89136,,,2024-10-29,130957.69,,TRANSFER OF NET PROCEEDS,,C00845032,SAM BROWN FOR NEVADA,S4NV00288,BROWN,SAM,,,,S,NV,00,,,,,,,,
SB22,C00850321,B-117592,,,PAC,DUTY FIRST PAC,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,NV,30605,,,2024-10-30,10082.42,,TRANSFER OF NET PROCEEDS,,C00819888,DUTY FIRST PAC,,,,,,,,,,,,,,,,,
SB22,C00850321,B-117593,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-10-30,1466.39,,TRANSFER OF NET PROCEEDS,,C00027466,NRSC,,,,,,,,,,,,,,,,,
SB22,C00850321,B-117594,,,CCM,SAM BROWN FOR NEVADA,,,,,,PO BOX 750844,,LAS VEGAS,NV,89136,,,2024-10-30,28077.28,,TRANSFER OF NET PROCEEDS,,C00845032,SAM BROWN FOR NEVADA,S4NV00288,BROWN,SAM,,,,S,NV,00,,,,,,,,
SB22,C00850321,B-123158,,,PAC,DUTY FIRST PAC,,,,,,824 S MILLEDGE AVE,STE 101,ATHENS,NV,30605,,,2024-11-04,811.53,,TRANSFER OF NET PROCEEDS,,C00819888,DUTY FIRST PAC,,,,,,,,,,,,,,,,,
SB22,C00850321,B-123159,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-11-04,553.53,,TRANSFER OF NET PROCEEDS,,C00027466,NRSC,,,,,,,,,,,,,,,,,
SB22,C00850321,B-123160,,,CCM,SAM BROWN FOR NEVADA,,,,,,PO BOX 750844,,LAS VEGAS,NV,89136,,,2024-11-04,79267.72,,TRANSFER OF NET PROCEEDS,,C00845032,SAM BROWN FOR NEVADA,S4NV00288,BROWN,SAM,,,,S,NV,00,,,,,,,,
