form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00028787,11540780,,,CCM,Daniel Webster For Congress,,,,,,P. O. Box 1007,,Webster,FL,33597,P2024,,2023-06-02,2500.00,0.00,,011,C00481911,Daniel Webster For Congress,H0FL08208,Webster,Daniel,,Rep.,,H,FL,11,,,,,,,,
SB23,C00028787,11540781,,,CCM,Kat For Congress,,,,,,5200 Nw 43rd St Ste 102-180,,Gainesville,FL,32606,G2024,,2023-06-02,5000.00,0.00,,011,C00730895,Kat For Congress,H0FL03175,Cammack,Kat,,,,H,FL,03,,,,,,,,
SB23,C00028787,11540782,,,CCM,Austin Scott For Congress Inc,,,,,,PO Box 2530,,Tifton,GA,31793,G2024,,2023-06-02,5000.00,0.00,,011,C00482737,Austin Scott For Congress Inc,H0GA08099,Scott,Austin,,Rep.,,H,GA,08,,,,,,,,
SB23,C00028787,11544396,,,CCM,Mike Bost For Congress Committee,,,,,,PO Box 1212,,Murphysboro,IL,62966,P2024,,2023-06-12,5000.00,0.00,,011,C00546499,Mike Bost For Congress Committee,H4IL12060,Bost,Mike,,Rep.,,H,IL,12,,,,,,,,
SB23,C00028787,11546425,,,CCM,Womack For Congress Committee,,,,,,PO Box 508,,Rogers,AR,72757,P2024,,2023-06-19,5000.00,0.00,,011,C00477745,Womack For Congress Committee,H0AR03055,Womack,Stephen,A.,Rep.,,H,AR,03,,,,,,,,
SB23,C00028787,11546426,,,CCM,Greg Pence For Congress,,,,,,PO Box 275,,Taylorsville,IN,47280,P2024,,2023-06-19,5000.00,0.00,,011,C00658401,Greg Pence For Congress,H8IN06129,Pence,Gregory,,,,H,IN,06,,,,,,,,
SB23,C00028787,11546427,,,CCM,Aaron Bean for Congress,,,,,,2640 A Witcham Dtive,,Tallahassee,FL,32308,P2024,,2023-06-19,2500.00,0.00,,011,C00816983,Aaron Bean for Congress,,Bean,Aaron,,,,H,FL,04,,,,,,,,
SB23,C00028787,11546429,,,CCM,David Rouzer For Congress,,,,,,PO Box 3142,,Wilmington,NC,28406,P2024,,2023-06-19,5000.00,0.00,,011,C00501643,David Rouzer For Congress,H2NC07096,Rouzer,David,,Rep.,,H,NC,07,,,,,,,,
SB23,C00028787,11547816,,,CCM,Kansans For Laturner,,,,,,PO Box 67237,,Topeka,KS,66667,P2024,,2023-06-22,5000.00,0.00,,011,C00718346,Kansans For Laturner,H0KS02188,Laturner,Jake,,,,H,KS,02,,,,,,,,
SB23,C00028787,11547817,,,CCM,Fischbach For Congress,,,,,,PO Box 190,,Litchfield,MN,55355,P2024,,2023-06-22,5000.00,0.00,,011,C00717959,Fischbach For Congress,H0MN07091,Fischbach,Michelle,,Rep.,,H,MN,07,,,,,,,,
