form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00174847,SB29.5967,,,ORG,Citizens for Dan Williams,,,,,,P.O. Box 72162,,Thorndale,PA,193720162,,,2024-07-29,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5960,,,ORG,Committee to Elect Erin McClelland,,,,,,924 Painter Avenue,,Natrona Heights,PA,15065,,,2024-07-11,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5956,,,ORG,Deeley 15,,,,,,PO Box 42288,,Philadelphia,PA,19101,,,2024-07-11,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5955,,,ORG,Democratic Campaign Committee of Philadelphia,,,,,,219 Spring Garden Street,,Philadelphia,PA,19123,,,2024-07-11,750.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5968,,,ORG,DePasquale for AG,,,,,,PO Box 53043,,Pittsburgh,PA,15219,,,2024-07-29,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5973,,,ORG,Dillon for Senate,,,,,,P.O. Box 63136,,Philadelphia,PA,19154,,,2024-09-07,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5966,,,ORG,Friends of Chris Pielli,,,,,,P.O. Box 2051,,West Chester,PA,19380,,,2024-07-29,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5979,,,ORG,Friends of Danilo Burgos,,,,,,P.O. Box 60601,,Philadelphia,PA,19133,,,2024-09-07,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5965,,,ORG,Friends of Joanna McClinton,,,,,,P.O. Box 16668,,Philadelphia,PA,19139,,,2024-07-29,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5962,,,ORG,Friends of Kendra Brooks,,,,,,1420 South Hicks Street,,Philadelphia,PA,19146,,,2024-07-11,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5972,,,ORG,Friends of Mary Isaacson,,,,,,714 N 3rd Street,,Philadelphia,PA,19123,,,2024-09-07,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5958,,,ORG,Friends of Pat Gallagher,,,,,,P.O. Box 6093,,Philadelphia,PA,19114,,,2024-07-11,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5959,,,ORG,Friends of Tim Brennan,,,,,,102 Shewell Avenue,,Doylestown,PA,18901,,,2024-07-11,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5970,,,ORG,Harrity for Council,,,,,,722 E. Willard Street,,Philadelphia,PA,19134,,,2024-07-12,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5964,,,ORG,Montgomery County Democratic Committee,,,,,,21 E. Airy Street,,Norristown,PA,19401,,,2024-07-11,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5976,,,ORG,Nicetown Community Development Corp,,,,,,1621 W. Jefferson St,,Philadelphia,PA,19121,,,2024-09-07,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5957,,,ORG,Republican City Cttee,,,,,,PO Box 16329,,Philadelphia,PA,19114,,,2024-07-11,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5978,,,ORG,Squilla for Council,,,,,,P.O. Box 37332,,Philadelphia,PA,19148,,,2024-09-07,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00174847,SB29.5974,,,ORG,Vera Cole for PA,,,,,,PO Box 52,,Milford Square,PA,18935,,,2024-09-07,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
