form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00236034,SB23.6840,,,CCM,CRAWFORD FOR CONGRESS,,,,,,PO BOX 16956,,JONESBORO,AR,72403,,,2023-07-10,2000.00,,Political Contribution,011,C00462374,,,,,,,,H,AR,01,,,,,,,,
SB23,C00236034,SB23.6864,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,,,2023-09-25,1000.00,,Political Contribution,011,C00575167,,,,,,,,H,NE,02,,,,,,,,
SB23,C00236034,SB23.6865,,,CCM,FISCHER VICTORY FUND,,,,,,228 S. WASHINGTON STREET,SUITE 115,ALEXANDRIA,VA,22314,,,2023-11-01,2500.00,,Political Contribution,011,C00678367,,,,,,,,S,,,,,,,,,,
SB23,C00236034,SB23.6859,,,CCM,JEFF DUNCAN FOR CONGRESS,,,,,,PO BOX 845,,LAURENS,SC,29360,,,2023-09-19,1000.00,,Political Contribution,011,C00460550,,,,,,,,H,SC,03,,,,,,,,
SB23,C00236034,SB23.6858,,,CCM,JOBS OPPORTUNITY AND NEW IDEAS PAC,,,,,,PO BOX 93441,,DES MOINES,IA,50393,,,2023-09-19,2000.00,,Political Contribution,011,C00566851,,,,,,,,,,,,,,,,,,
SB23,C00236034,SB23.6867,,,CCM,SCALISE LEADERSHIP FUND,,,,,,320 FIRST ST SE,,WASHINGTON,DC,20003,,,2023-11-27,2500.00,,Political Contribution,011,C00568162,,,,,,,,H,LA,01,,,,,,,,
SB23,C00236034,SB23.6869,,,CCM,Senator John Thune,,,,,,PO Box 841,,Sioux Falls,SD,57101,,,2023-11-27,1500.00,,Political Contribution,011,C00409581,,,,,,,,,SD,,,,,,,,,
SB23,C00236034,SB23.6863,,,CCM,TED CRUZ FOR SENATE,,,,,,PO BOX 25376,,HOUSTON,TX,77265,,,2023-09-19,1000.00,,Political Contribution,011,C00492785,,,,,,,,,TX,,,,,,,,,
SB23,C00236034,SB23.6866,,,CCM,TIA PAC,,,,,,,,,,,,,2023-11-21,2500.00,,Political Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00236034,SB23.6846,,,CCM,TRUCKING POLITICAL ACTION COMMITTEE OF THE AMERICAN TRUCKING ASSOCIATIONS INC.,,,,,,430 FIRST STREET SE,,WASHINGTON,DC,20003,,,2023-07-17,5000.00,,Political Contribution,011,C00002881,,,,,,,,,,,,,,,,,,
