form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00758433,SB21B.5096,,,ORG,Barclays,,,,,,PO Box 60517,,City of Industry,CA,91716,O2024,Other,2024-07-02,4455.70,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00758433,SB21B.5096.0,SB21B.5096,SB21B,ORG,Capitol Hill Hotel,,,,,,200 C St SE,,Washington,DC,20003,,,2024-05-01,2472.58,,Hotel,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5096.2,SB21B.5096,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,,,2024-05-31,171.17,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5096.3,SB21B.5096,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,,,2024-05-31,553.63,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5096.5,SB21B.5096,SB21B,ORG,The Otesage,,,,,,60 Lake St,,Cooperstown,NY,13326,,,2024-05-31,969.00,,Hotel,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5122,,,ORG,Capital One,,,,,,PO Box 60519,,City of Industry,CA,91716,O2024,Other,2024-07-22,2556.99,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
SB21B,C00758433,SB21B.5122.0,SB21B.5122,SB21B,ORG,Marriott Hotel,,,,,,7111 Washington Ave,,Racine,WI,53406,O2024,Other,2024-06-29,1632.85,,Hotel,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5122.1,SB21B.5122,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2024,Other,2024-06-30,839.68,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5122.2,SB21B.5122,SB21B,ORG,Capitol Hill Club,,,,,,300 First St SE,,Washington,DC,20003,O2024,Other,2024-06-30,84.46,,Food/Beverage,,,,,,,,,,,,,,,,,,,X,
SB21B,C00758433,SB21B.5162,,,ORG,Cardmember Service,,,,,,PO Box 1423,,Charlotte,NC,28201,O2024,Other,2024-08-14,4998.35,,Credit Card Payment,001,,,,,,,,,,,,,,,,,,,
