form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00455923,SE.29965,,,ORG,American Target Advertising,,,,,,9625 Surveyor Court,Suite 400,Manassas,VA,20110,G2024,,2024-07-10,13744.72,,35766.34,Postage (Estimate),004,C00455923,S,P80001571,TRUMP,DONALD J.,,,,P,,,Testa,Donna,Doe,,,2024-10-15,X
SE,C00455923,SE.31358,,,ORG,American Target Advertising,,,,,,9625 Surveyor Court,Suite 400,Manassas,VA,20110,G2024,,2024-07-23,3785.00,,47722.68,Postage (Estimate),004,C00455923,S,P80001571,TRUMP,DONALD J.,,,,P,,,Testa,Donna,Doe,,,2024-10-15,X
SE,C00455923,SE.31359,,,ORG,American Target Advertising,,,,,,9625 Surveyor Court,Suite 400,Manassas,VA,20110,G2024,,2024-08-05,2669.39,,54519.51,Postage (Estimate),004,C00455923,S,P80001571,TRUMP,DONALD J.,,,,P,,,Testa,Donna,Doe,,,2024-10-15,X
SE,C00455923,SE.31987,,,ORG,American Target Advertising,,,,,,9625 Surveyor Court,Suite 400,Manassas,VA,20110,G2024,,2024-09-11,1994.63,,60857.38,Postage (Estimate),004,C00455923,S,P80001571,TRUMP,DONALD J.,,,,P,,,Testa,Donna,Doe,,,2024-10-15,X
SE,C00455923,SE.31989,,,ORG,American Target Advertising,,,,,,9625 Surveyor Court,Suite 400,Manassas,VA,20110,G2024,,2024-09-11,475.00,,63261.65,Content Production (Estimate),004,C00455923,S,P80001571,TRUMP,DONALD J.,,,,P,,,Testa,Donna,Doe,,,2024-10-15,X
SE,C00455923,SE.31993,,,ORG,American Target Advertising,,,,,,9625 Surveyor Court,Suite 400,Manassas,VA,20110,G2024,,2024-09-17,4520.08,,74806.20,Postage (Estimate),004,C00455923,S,P80001571,TRUMP,DONALD J.,,,,P,,,Testa,Donna,Doe,,,2024-10-15,X
SE,C00455923,SE.31995,,,ORG,American Target Advertising,,,,,,9625 Surveyor Court,Suite 400,Manassas,VA,20110,G2024,,2024-09-17,475.00,,75281.20,Content Production (Estimate),004,C00455923,S,P80001571,TRUMP,DONALD J.,,,,P,,,Testa,Donna,Doe,,,2024-10-15,X
SE,C00455923,SE.31999,,,ORG,American Target Advertising,,,,,,9625 Surveyor Court,Suite 400,Manassas,VA,20110,G2024,,2024-09-17,303.53,,76032.41,Dgital Copy and Production (Estimate),004,C00455923,S,P80001571,TRUMP,DONALD J.,,,,P,,,Testa,Donna,Doe,,,2024-10-15,X
SE,C00455923,SE.29968,,,ORG,CP Direct LLC,,,,,,4600A Boston Way,,Lanham,MD,20706,G2024,,2024-07-10,2179.92,,37946.26,Printing (Estimate),004,C00455923,S,P80001571,TRUMP,DONALD J.,,,,P,,,Testa,Donna,Doe,,,2024-10-15,X
SE,C00455923,SE.31990,,,ORG,Data Management Inc.,,,,,,PO Box 846,,Stoneville,NC,27048,G2024,,2024-09-11,250.00,,63511.65,Data Processing (Estimate),004,C00455923,S,P80001571,TRUMP,DONALD J.,,,,P,,,Testa,Donna,Doe,,,2024-10-15,X
SE,C00455923,SE.31997,,,ORG,Data Management Inc.,,,,,,PO Box 846,,Stoneville,NC,27048,G2024,,2024-09-17,250.00,,75531.20,Data Processing (Estimate),004,C00455923,S,P80001571,TRUMP,DONALD J.,,,,P,,,Testa,Donna,Doe,,,2024-10-15,X
SE,C00455923,SE.31360,,,ORG,Dupli Envelopes and Graphics,,,,,,2533 Yellow Springs Road,,Malvern,PA,19355,G2024,,2024-07-23,1530.80,,49253.48,Printing (Estimate),004,C00455923,S,P80001571,TRUMP,DONALD J.,,,,P,,,Testa,Donna,Doe,,,2024-10-15,X
