form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00674697,500003448,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-30,25.50,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00674697,500003449,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-01,2.12,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00674697,500003450,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-08,9.92,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00674697,500003451,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-15,9.09,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00674697,500003452,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-22,5.03,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00674697,500003453,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-29,31.69,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00674697,500003454,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-31,4.07,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00674697,500003322,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-11-27,122.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00674697,500003420,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-12-30,138.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00674697,500003423,,,ORG,"Lata F, LLC",,,,,,16 Gautier Ave,,Jersey City,NJ,073066612,,,2024-12-19,3874.97,0.00,Digital Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00674697,500003421,,,ORG,Quickbooks,,,,,,2632 Marine Way,,Mountain View,CA,940431126,,,2024-12-02,249.10,0.00,Software,,,,,,,,,,,,,,,,,,,,
SB21B,C00674697,500003422,,,ORG,RSM US,,,,,,30 S Wacker Dr,Ste 3300,Chicago,IL,606067481,,,2024-12-16,250.00,0.00,Accounting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00674697,500003418,,,IND,,Vertuccio,Vincent,,,,,,Sayville,NY,11782,,,2024-11-27,252.44,0.00,Reimbursement - Travel Expenses,,,,,,,,,,,,,,,,,,,,
