form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00762591,SB21B.943582,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2023-05-10,7890.80,,COLLATERAL: SIGNS & FREIGHT
SB21B,C00762591,SB21B.936633,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2023-02-16,4932.61,,COLLATERAL: CAPS & FREIGHT
SB21B,C00762591,SB21B.946639,,,ORG,ACUMEN SOLUTIONS GROUP LLC,,,,,,600 BROADHOLLOW ROAD SUITE 200,,MELVILLE,NY,11747,,,2023-05-31,4693.28,,INSURANCE
SB21B,C00762591,SB21B.934946,,,ORG,ACUMEN SOLUTIONS GROUP LLC,,,,,,600 BROADHOLLOW ROAD SUITE 200,,MELVILLE,NY,11747,,,2023-01-25,2500.00,,INSURANCE
SB21B,C00762591,SB21B.947475,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2023-06-07,7392.90,,CREDIT CARD PAYMENT: SEE ITEMIZATION(S) IF REQUIRED
SB21B,C00762591,SB21B.947475.1,SB21B.947475,SB21B,ORG,ADOBE,,,,,,151 S ALMADEN BLVD,,SAN JOSE,CA,95838,,,2023-05-03,13.80,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00762591,SB21B.947475.2,SB21B.947475,SB21B,ORG,ADOBE,,,,,,151 S ALMADEN BLVD,,SAN JOSE,CA,95838,,,2023-05-22,18.05,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00762591,SB21B.947475.3,SB21B.947475,SB21B,ORG,AMAZON,,,,,,440 TERRY AVE. NORTH,,SEATTLE,WA,98109,,,2023-05-05,30.33,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB21B,C00762591,SB21B.947475.4,SB21B.947475,SB21B,ORG,AMAZON,,,,,,440 TERRY AVE. NORTH,,SEATTLE,WA,98109,,,2023-05-03,78.12,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB21B,C00762591,SB21B.947475.5,SB21B.947475,SB21B,ORG,AMAZON,,,,,,440 TERRY AVE. NORTH,,SEATTLE,WA,98109,,,2023-05-05,29.95,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB21B,C00762591,SB21B.947475.6,SB21B.947475,SB21B,ORG,AMAZON,,,,,,440 TERRY AVE. NORTH,,SEATTLE,WA,98109,,,2023-05-03,33.80,,OFFICE SUPPLIES,,,,,,,,,,,,,,,,,,,X
SB21B,C00762591,SB21B.947475.7,SB21B.947475,SB21B,ORG,AMERICAN AIRLINES,,,,,,4333 AMON CARTER BLVD,,FORT WORTH,TX,76155,,,2023-05-24,446.70,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB21B,C00762591,SB21B.947475.8,SB21B.947475,SB21B,ORG,AMERICAN AIRLINES,,,,,,4333 AMON CARTER BLVD,,FORT WORTH,TX,76155,,,2023-04-29,462.80,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB21B,C00762591,SB21B.947475.9,SB21B.947475,SB21B,ORG,ARIZONA REPUBLIC,,,,,,200 E VAN BUREN STREET,,PHOENIX,AZ,85004,,,2023-05-25,9.99,,SUBSCRIPTIONS,,,,,,,,,,,,,,,,,,,X
SB21B,C00762591,SB21B.947475.10,SB21B.947475,SB21B,ORG,ASSOCIATED PRESS,,,,,,200 LIBERTY ST,,NEW YORK,NY,10281,,,2023-05-10,875.00,,SUBSCRIPTIONS,,,,,,,,,,,,,,,,,,,X
