form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00609388,500684040,,,ORG,Good Fight Political Inc,,,,,,1310 Gates Pl,,South Pasadena,CA,910303623,G2024,,2024-10-11,1250.00,2024-10-11,12725997.10,Text Messages,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-24,
SE,C00609388,500685016,,,ORG,Good Fight Political Inc,,,,,,1310 Gates Pl,,South Pasadena,CA,910303623,G2024,,2024-10-11,1250.00,2024-10-11,905625.00,Text Messages,,,S,S4MI00470,Slotkin,Elissa,,,,S,,MI,Shropshire,Adrianne,R.,,,2024-10-24,
SE,C00609388,500685017,,,ORG,Good Fight Political Inc,,,,,,1310 Gates Pl,,South Pasadena,CA,910303623,G2024,,2024-10-11,1250.00,2024-10-11,12725997.10,Text Messages,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-24,
SE,C00609388,500685018,,,ORG,Good Fight Political Inc,,,,,,1310 Gates Pl,,South Pasadena,CA,910303623,G2024,,2024-10-11,1250.00,2024-10-11,900750.00,Text Messages,,,S,S6PA00217,Casey,Robert,P.,,Jr.,S,,PA,Shropshire,Adrianne,R.,,,2024-10-24,
SE,C00609388,500683862,,,ORG,"Ground Game Innovation, LLC",,,,,,1922 S Martin Luther King Jr Dr,# 228,Winston Salem,NC,271071361,G2024,,2024-10-09,250000.00,2024-10-09,12725997.10,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-24,
SE,C00609388,500682730,,,ORG,OTG Strategies,,,,,,"8651 Highway N,",Ste 214,Lake St. Louis,MO,63367,G2024,,2024-10-04,62500.00,2024-10-03,12725997.10,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-24,
SE,C00609388,500682731,,,ORG,OTG Strategies,,,,,,"8651 Highway N,",Ste 214,Lake St. Louis,MO,63367,G2024,,2024-10-04,62500.00,2024-10-03,412000.00,Canvassing,,,S,S6OH00163,Brown,Sherrod,,,,S,,OH,Shropshire,Adrianne,R.,,,2024-10-24,
SE,C00609388,500682734,,,ORG,OTG Strategies,,,,,,"8651 Highway N,",Ste 214,Lake St. Louis,MO,63367,G2024,,2024-10-04,125000.00,2024-10-03,12725997.10,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-24,
SE,C00609388,500682735,,,ORG,OTG Strategies,,,,,,"8651 Highway N,",Ste 214,Lake St. Louis,MO,63367,G2024,,2024-10-04,125000.00,2024-10-03,905625.00,Canvassing,,,S,S4MI00470,Slotkin,Elissa,,,,S,,MI,Shropshire,Adrianne,R.,,,2024-10-24,
SE,C00609388,500682738,,,ORG,OTG Strategies,,,,,,"8651 Highway N,",Ste 214,Lake St. Louis,MO,63367,G2024,,2024-10-04,125000.00,2024-10-03,12725997.10,Canvassing,,,S,P00009423,Harris,Kamala,,,,P,,,Shropshire,Adrianne,R.,,,2024-10-24,
