form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00455048,SB29.8619,,,CCM,AMY NIELSEN FOR IOWA,,,,,,168 LOCKMOOR CR,,NORTH LIBERTY,IA,52317,P2024,,2023-12-05,300.00,,DONATION,012,,AMY NIELSEN FOR IOWA,,,,,,,H,IA,77,,,,,,,,
SB29,C00455048,SB29.8608,,,CCM,BERGAN FOR IOWA HOUSE 2320,,,,,,1204 NORTH BEAR ROAD,,DORCHESTER,IA,52140,P2024,,2023-12-05,1200.00,,DONATION,012,,BERGAN FOR IOWA HOUSE 2320,,,,,,,H,IA,55,,,,,,,,
SB29,C00455048,SB29.8603,,,CCM,BOUSSELOT FOR IOWA,,,,,,4003 SW 4TH ST,,ANKENY,IA,50023,P2024,,2023-12-05,600.00,,DONATION,012,,BOUSSELOT FOR IOWA,,,,,,,S,IA,21,,,,,,,,
SB29,C00455048,SB29.8604,,,CCM,CITIZENS FOR MOMMSEN,,,,,,2308  15TH STREET CT,,DEWITT,IA,52742,P2024,,2023-12-05,750.00,,DONATION,012,,CITIZENS FOR MOMMSEN,,,,,,,H,IA,97,,,,,,,,
SB29,C00455048,SB29.8605,,,CCM,CITIZENS FOR SIECK,,,,,,1710 TIMBER LN,,GLENWOOD,IA,51534,P2024,,2023-12-05,600.00,,DONATION,012,,CITIZENS FOR SIECK,,,,,,,H,IA,23,,,,,,,,
SB29,C00455048,SB29.8602,,,CCM,DAWN DROSCOLL FOR STATE SENATE,,,,,,2405 K AVE,,WILLIAMSBURG,IA,52361,P2024,,2023-12-05,600.00,,DONATION,012,,DAWN DROSCOLL FOR STATE SENATE,,,,,,,S,IA,38,,,,,,,,
SB29,C00455048,SB29.8610,,,CCM,"DETERMANN FOR IOWA HOUSE, ID SWGA50127",,,,,,1411 EDENS AVENUE,,CAMANCHE,IA,52730,P2024,,2023-12-05,300.00,,DONATION,012,,"DETERMANN FOR IOWA HOUSE, ID SWGA50127",,,,,,,H,IA,69,,,,,,,,
SB29,C00455048,SB29.8613,,,CCM,FRIENDS OF BRIAN LOHSE,,,,,,1500 NE MORGAN DRIVE,,BONDURANT,IA,50035,P2024,,2023-12-05,300.00,,DONATION,012,,FRIENDS OF BRIAN LOHSE,,,,,,,H,IA,45,,,,,,,,
SB29,C00455048,SB29.8607,,,CCM,FRIENDS OF JON DUNWELL,,,,,,912 S 11TH AVE W,,NEWTON,IA,50208,P2024,,2023-12-05,600.00,,DONATION,012,,FRIENDS OF JON DUNWELL,,,,,,,H,IA,29,,,,,,,,
SB29,C00455048,SB29.8598,,,CCM,FRIENDS OF WHITVER,,,,,,4019 NE BELLAGIO CIRCLE,,ANKENY,IA,50023,S2024,Special-Primary,2023-12-05,1200.00,,DONATION,012,,FRIENDS OF WHITVER,,,,,,,S,IA,19,,,,,,,,
SB29,C00455048,SB29.8606,,,CCM,INGELS FOR IOWA HOUSE,,,,,,13298  130TH ST,,RANDALIA,IA,52164,P2024,,2023-12-05,1200.00,,DONATION,012,,INGELS FOR IOWA HOUSE,,,,,,,H,IA,68,,,,,,,,
SB29,C00455048,SB29.8621,,,CCM,"IOWANS FOR COOLING, ID 2700",,,,,,5512 MAYFAIR STREET SW,,CEDAR RAPIDS,IA,52404,P2024,,2023-12-05,300.00,,DONATION,012,,"IOWANS FOR COOLING, ID 2700",,,,,,,H,IA,77,,,,,,,,
SB29,C00455048,SB29.8620,,,CCM,IOWANS FOR ROSS WILBURN,,,,,,3314 POLARIS DRIVE,UNIT 2,AMES,IA,50010,P2024,,2023-12-05,300.00,,DONATION,012,,IOWANS FOR ROSS WILBURN,,,,,,,H,IA,46,,,,,,,,
SB29,C00455048,SB29.8616,,,CCM,"KEN CARLSON FOR IOWA HOUSE, SWGA50050",,,,,,17802 190TH STREET,,ONAWA,IA,51040,P2024,,2023-12-05,300.00,,DONATION,012,,"KEN CARLSON FOR IOWA HOUSE, SWGA50050",,,,,,,H,IA,13,,,,,,,,
SB29,C00455048,SB29.8609,,,CCM,SIEGRIST FOR IOWA HOUSE,,,,,,204 LORI LANE,,COUNCIL BLUFFS,IA,51503,P2024,,2023-12-05,300.00,,DONATION,012,,SIEGRIST FOR IOWA HOUSE,,,,,,,H,IA,16,,,,,,,,
SB29,C00455048,SB29.8599,,,CCM,SINCLAIR FOR IOWA,,,,,,1255 KING ROAD,,ALLERTON,IA,50008,P2024,,2023-12-05,900.00,,DONATION,012,,SINCLAIR FOR IOWA,,,,,,,S,IA,14,,,,,,,,
SB29,C00455048,SB29.8601,,,CCM,SWEENEY FOR SENATE,,,,,,21547 HWY S27,,ALDEN,IA,50006,P2024,,2023-12-05,600.00,,DONATION,012,,SWEENEY FOR SENATE,,,,,,,,,,,,,,,,,
SB29,C00455048,SB29.8600,,,CCM,WAYLON BROWN FOR STATE SENATE 2237,,,,,,109 SOUTH SUMMER STREET,,SAINT ANSGAR,IA,50472,P2024,,2023-12-05,2400.00,,DONATION,012,,WAYLON BROWN FOR STATE SENATE 2237,,,,,,,S,IA,26,,,,,,,,
