form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00302232,SB29.7334,,,CCM,Citizens for McColley,,,,,,15 Lemons Drive,,Napoleon,OH,43545,G2024,,2024-09-18,1000.00,,Republican/OH/Senate/District 1/General,011,,,,,,,,,S,OH,01,,,,,,,,
SB29,C00302232,SB29.7350,,,CCM,Citizens for Stephanie Kunze,,,,,,865 Macon Alley,,Columbus,OH,43206,G2024,,2024-09-22,1000.00,,Republican/OH/House/District 11/General,011,,,,,,,,,S,OH,16,,,,,,,,
SB29,C00302232,SB29.7347,,,CCM,Friends of Allen Landis,,,,,,4570 Harrold St NW,,Dover,OH,44622,G2024,,2024-09-22,500.00,,Republican/OH/Senate/District 31/General,011,,,,,,,,,S,OH,31,,,,,,,,
SB29,C00302232,SB29.7351,,,CCM,Friends of Dave Thomas,,,,,,8695 Troutman Rd,,Orwell,OH,44076,G2024,,2024-09-22,250.00,,Republican/OH/House/Candidate District 65/General,011,,,,,,,,,H,OH,65,,,,,,,,
SB29,C00302232,SB29.7345,,,CCM,Friends of Meredith Craig,,,,,,P.O Box 94,,Smithville,OH,44677,G2024,,2024-09-22,500.00,,Republican/OH/House/Candidate District 77/General,011,,,,,,,,,H,OH,77,,,,,,,,
SB29,C00302232,SB29.7335,,,CCM,LaRe for Ohio,,,,,,5738 McNeven Court,,Dublin,OH,43017,G2024,,2024-08-01,500.00,,Republican/OH/House/District 73/General,011,,,,,,,,,H,OH,73,,,,,,,,
SB29,C00302232,SB29.7344,,,CCM,LaRe for Ohio,,,,,,5738 McNeven Court,,Dublin,OH,43017,G2024,,2024-09-25,1000.00,,Republican/OH/House/District 73/General,011,,,,,,,,,H,OH,73,,,,,,,,
SB29,C00302232,SB29.7343,,,COM,Matt Huffman for Ohio,,,,,,540 West Market,,Lima,OH,45801,G2024,,2024-09-18,1500.00,,Republican/OH/Senate/District 12/General,011,,,,,,,,,,,,,,,,,,,
SB29,C00302232,SB29.7349,,,IND,,Miller for Ohio,Kevin,,,,145 East Rich Street,Suite 100,Columbus,OH,43215,G2024,,2024-09-22,500.00,,Republican/OH/Representative/District 69/General,011,,,,,,,,,,,,,,,,,,,
SB29,C00302232,SB29.7340,,,CCM,Plummer for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2024,,2024-09-18,1000.00,,Republican/OH/House/District39/General,011,,Plummer for Ohio,,,,,,,H,OH,39,,,,,,,,
SB29,C00302232,SB29.7333,,,COM,Tim Barhorst for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2024,,2024-07-10,1000.00,,Republican/OH/House/District 85,011,,,,,,,,,,,,,,,,,,,
