form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00480228,SB21B.I17428,,,IND,,CASSIDY,WILLIAM,M.,,,P.O. BOX 80505,,BATON ROUGE,LA,708980505,,,2024-07-05,1008.40,,REIMBURSEMENT,002,,,S4LA00107,CASSIDY,WILLIAM,M.,,,S,LA,,  ,,,,,,,
SB21B,C00480228,SB21B.I17429,SB21B.I17428,SB21B,ORG,AMERICAN AIRLINES,,,,,,P.O. BOX 619616,SUITE 600,DFW AIRPORT,TX,75261,,,2024-05-26,504.20,,AIRFARE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17430,SB21B.I17428,SB21B,ORG,AMERICAN AIRLINES,,,,,,P.O. BOX 619616,SUITE 600,DFW AIRPORT,TX,75261,,,2024-05-26,504.20,,AIRFARE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17409,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 650448,,DALLAS,TX,752650448,,,2024-07-05,1227.82,,CREDIT CARD PAYMENT,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17437,SB21B.I17409,SB21B,ORG,CIRCA,,,,,,99 M STREET SOUTHEAST,,WASHINGTON,DC,20003,,,2024-06-04,139.90,,FOOD/BEVERAGE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17438,SB21B.I17409,SB21B,ORG,"THE BEKERY, LLC",,,,,,206 WEST 11TH STREET,,LAKE CHARLES,LA,70601,,,2024-06-06,348.30,,FOOD/BEVERAGE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17433,SB21B.I17409,SB21B,ORG,WE THE PIZZA,,,,,,305 PENNSYLVANIA AVE. SE,,WASHINGTON,DC,200031148,,,2024-05-14,600.02,,FOOD/BEVERAGE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17411,,,ORG,AMERICAN EXPRESS,,,,,,PO BOX 650448,,DALLAS,TX,752650448,,,2024-07-05,2553.67,,CREDIT CARD PAYMENT,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00480228,SB21B.I17519,SB21B.I17411,SB21B,ORG,AMERICAN AIRLINES,,,,,,P.O. BOX 619616,SUITE 600,DFW AIRPORT,TX,75261,,,2024-06-05,45.00,,AIRFARE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17520,SB21B.I17411,SB21B,ORG,AMERICAN AIRLINES,,,,,,P.O. BOX 619616,SUITE 600,DFW AIRPORT,TX,75261,,,2024-06-03,89.38,,AIRFARE,002,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17511,SB21B.I17411,SB21B,ORG,AMERICAN EXPRESS,,,,,,PO BOX 650448,,DALLAS,TX,752650448,,,2024-06-28,695.00,,BANK FEE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17513,SB21B.I17411,SB21B,ORG,BISTRO CACAO,,,,,,320 MASSACHUSETTS AVE NE,,WASHINGTON,DC,20002,,,2024-06-18,62.12,,FOOD/BEVERAGE,001,,,,,,,,,,,,  ,,,,,,X,
SB21B,C00480228,SB21B.I17512,SB21B.I17411,SB21B,ORG,DEL MAR,,,,,,791 WHARF STREET SOUTHWEST,,WASHINGTON,DC,20024,,,2024-06-19,152.10,,FOOD/BEVERAGE,001,,,,,,,,,,,,  ,,,,,,X,
