form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00544908,0014801,,,COM,Moran Victory Committee,,,,,,PO Box 541,,Belleville,KS,66935,P2024,,2024-07-11,5000.00,,Contribution,011,C00616268,Moran Victory Committee,,,,,,,,,,,,,,,,,
SB23,C00544908,0014802,,,COM,Team Rick Scott,,,,,,PO Box 76024,,Washington,DC,20002,G2024,,2024-07-23,5000.00,,Contribution,011,C00692343,Team Rick Scott,,,,,,,,,,,,,,,,,
SB23,C00544908,0014803,,,COM,Cole Combined Committee,,,,,,12176 Chancery Station Circle,,Reston,VA,20190,G2024,,2024-08-15,2500.00,,Contribution,011,C00438481,Cole Combined Committee,,,,,,,,,,,,,,,,,
SB23,C00544908,0014804,,,CCM,Friends of John Barrasso,,,,,,PO Box 52008,,Casper,WY,82605,P2024,,2024-08-15,5000.00,,Contribution,011,C00436386,Friends of John Barrasso,S6WY00068,Barrasso,John,,,,S,WY,00,,,,,,,,
SB23,C00544908,0014805,,,ORG,Our Democracy PC,,,,,,1742 W. Flagler Street,,Miami,FL,33135,G2024,,2024-08-16,2500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00544908,0014806,,,CCM,Darren Soto for Congress,,,,,,338 N Magnolia Ave,Suite D,Orlando,FL,32801,G2024,,2024-09-09,5000.00,,Contribution,011,,,H6FL09179,Soto,Darren,,,,H,FL,09,,,,,,,,
SB23,C00544908,0014807,,,ORG,Florida Democratic Party,,,,,,201 South Monroe Street,,Tallahassee,FL,32301,P2024,,2024-09-09,5000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00544908,0014808,,,CCM,Nevadans for Steven Horsford,,,,,,PO Box 336664,,North Las Vegas,NV,89033,G2024,,2024-09-18,1000.00,,Contribution,011,C00668228,Nevadans for Steven Horsford,H2NV04011,Horsford,Steven,,,,H,NV,04,,,,,,,,
SB23,C00544908,0014809,,,CCM,Susie Lee for Congress,,,,,,5130 S. Fort Apache Road,,Las Vegas,NV,89148,G2024,,2024-09-18,1000.00,,Contribution,011,C00655613,Susie Lee for Congress,H6NV04020,Lee,Susie,,,,H,NV,03,,,,,,,,
SB23,C00544908,0014810,,,CCM,Titus for Congress,,,,,,PO Box 72454,,Las Vegas,NV,89170,G2024,,2024-09-19,1000.00,,Contribution,011,C00499467,Titus for Congress,H8NV03036,Titus,Dina,,,,H,NV,00,,,,,,,,
