form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00010470,B838465,,,PTY,Association of American Railroads PAC,,,,,,425 3rd  Street S..W. Suite 1000,,Washington,DC,20024,O2023,Not Applicable,2023-01-09,5000.00,,Contribution,011,C00280743,,,,,,,,,, ,,,,,,,,
SB23,C00010470,B838468,,,PTY,DCCC,,,,,,430 S. Capitol St. SE 2nd Fl.,,Washington,DC,20003,O2023,Not Applicable,2023-01-09,15000.00,,Contribution,011,C00000935,,,,,,,,,, ,,,,,,,,
SB23,C00010470,B838469,,,PTY,DSCC,,,,,,120 Maryland Ave. NE,,Washington,DC,20002,O2023,Not Applicable,2023-01-09,15000.00,,Contribution,011,C00042366,,,,,,,,,, ,,,,,,,,
SB23,C00010470,B838466,,,PTY,NRCC,,,,,,320 1st St. SE,,Washington,DC,20003,O2023,Not Applicable,2023-01-09,15000.00,,Contribution,011,C00075820,,,,,,,,,, ,,,,,,,,
SB23,C00010470,B838467,,,PTY,NRSC,,,,,,425 Second Street NE,,Washington,DC,20002,O2023,Not Applicable,2023-01-09,15000.00,,Contribution,011,C00027466,,,,,,,,,, ,,,,,,,,
SB23,C00010470,B838643,,,CCM,Cathy McMorris Rodgers for Congress,,,,,,Box 137,,Spokane,WA,99210,P2024,,2023-01-17,5000.00,,Contribution,011,C00390476,,H4WA05077,McMorris Rodgers,Cathy,,,,H,WA,05,,,,,,,,
SB23,C00010470,B838642,,,CCM,Mike Flood for Congress,,,,,,PO Box 81041,,Lincoln,NE,68501,P2024,,2023-01-17,2000.00,,Contribution,011,C00801241,,H2NE01118,Flood,Mike,,,,H,NE,01,,,,,,,,
SB23,C00010470,B838644,,,CCM,Wicker for Senate,,,,,,PO Box 64,,Jackson,MS,39205,P2024,,2023-01-17,5000.00,,Contribution,011,C00443218,,S8MS00196,Wicker,Roger,,,,S,MS, ,,,,,,,,
SB23,C00010470,B836760,,,CCM,Mike Flood for Congress,,,,,,PO Box 81041,,Lincoln,NE,68501,O2022,Debt Ret General,2023-01-23,-5000.00,,Contribution,011,C00801241,,H2NE01118,Flood,Mike,,,,H,NE,01,,,,,,,,Voided: Original check dated 11/17/22
SB23,C00010470,B839108,,,CCM,Mike Flood for Congress,,,,,,PO Box 81041,,Lincoln,NE,68501,O2022,Debt Ret General,2023-01-24,5000.00,,Contribution,011,C00801241,,H2NE01118,Flood,Mike,,,,H,NE,01,,,,,,,,
SB23,C00010470,B839325,,,CCM,Nehls For Congress,,,,,,PO Box 16968,,Sugar Land,TX,77496,P2024,,2023-01-27,1000.00,,Contribution,011,C00730150,,H0TX22302,Nehls,Troy,,,,H,TX,22,,,,,,,,
