form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00011114,500029525,,,CCM,Adam Gray for Congress,,,,,,"400 Capitol Mall, Suite 1545",,Sacramento,CA,958144434,G2024,,2024-07-12,5000.00,0.00,Contribution,011,C00801431,,,GRAY,ADAM,C.,Rep.,,H,CA,13,,,,,,,,
SB23,C00011114,500029558,,,CCM,ANDREI FOR ARIZONA,,,,,,P.O. Box 33079,,Washington,DC,200330079,P2024,,2024-07-18,5000.00,0.00,Contribution,011,C00837062,,,CHERNY,ANDREI,,,,H,AZ,09,,,,,,,,
SB23,C00011114,500029484,,,CCM,BARBARA LEE FOR US SENATE,,,,,,P.O. Box 6787,,Oakland,CA,946030787,P2024,,2024-07-02,5000.00,0.00,2024 Primary Debt,011,C00833608,,,LEE,BARBARA,,,,S,CA,,,,,,,,,
SB23,C00011114,500029485,,,CCM,BARBARA LEE FOR US SENATE,,,,,,P.O. Box 6787,,Oakland,CA,946030787,O2024,Special Primary,2024-07-02,5000.00,0.00,2024 Special Primary Debt,011,C00833608,,,LEE,BARBARA,,,,S,CA,,,,,,,,,
SB23,C00011114,500029559,,,CCM,GALLEGO FOR ARIZONA,,,,,,P.O. Box 1710,,Phoenix,AZ,850011710,P2024,,2024-07-18,5000.00,0.00,Contribution,011,C00558627,,,Gallego,Ruben,,Rep.,,S,AZ,00,,,,,,,,
SB23,C00011114,500029527,,,CCM,GEORGE WHITESIDES FOR CONGRESS,,,,,,P.O. Box 221776,,Newhall,CA,913221776,G2024,,2024-07-12,5000.00,0.00,Contribution,011,C00834028,,,WHITESIDES,GEORGE,,,,H,CA,27,,,,,,,,
SB23,C00011114,500029246,,,CCM,HUFFMAN FOR CONGRESS,,,,,,P.O. Box 664,,Petaluma,CA,949530664,G2024,,2024-07-10,2500.00,0.00,Contribution,011,C00536680,,,Huffman,Jared,,Rep.,,H,CA,02,,,,,,,,
SB23,C00011114,500029668,,,CCM,LUCAS KUNCE FOR MISSOURI,,,,,,P.O. Box 1240,,Independence,MO,640510740,P2024,,2024-07-18,5000.00,0.00,Contribution,011,C00771972,,,KUNCE,LUCAS,,,,S,MO,00,,,,,,,,
SB23,C00011114,500029526,,,CCM,MORRISON FOR CONGRESS,,,,,,P.O. Box 684,,Wayzata,MN,553910684,P2024,,2024-07-12,5000.00,0.00,Contribution,011,C00856062,,,MORRISON,KELLY,LOUISE,,,H,MN,03,,,,,,,,
SB23,C00011114,500029269,,,CCM,SCHNEIDER FOR CONGRESS,,,,,,P.O. Box 1318,,Deerfield,IL,600156005,G2024,,2024-07-09,2500.00,0.00,Contribution,011,C00495952,,,Schneider,Brad,,Rep.,,H,IL,10,,,,,,,,
