form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00225342,SB29.7629,,,CCM,Briscoe Cain Campaign,,,,,,P.O. Box 7,,Deer Park,TX,77536,,,2024-01-12,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7643,,,CCM,Christian 'Manuel' Hayes Campaign,,,,,,3801 Turtlecreek Drive,,Port Arthur,TX,77642,,,2024-01-30,250.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7630,,,CCM,Claudia Ordaz Perez Campaign,,,,,,P.O. Box 71738,,El Paso,TX,79917,,,2024-01-18,250.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7616,,,CCM,Cole Hefner for State Representative,,,,,,P.O. Box 167,,Mount Pleasant,TX,75456,,,2024-01-12,250.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7593,,,CCM,Consumers for Tom Umbert,,,,,,249 E. Ocean Blvd.,#670,Long Beach,CA,90802,,,2024-01-10,-1500.00,,Void Check #1002331; dated 7/20/23,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7617,,,CCM,DeWayne Burns for State Representative,,,,,,703 Stonelake Drive,,Cleburne,TX,76033,,,2024-01-12,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7634,,,CCM,Diego Bernal Campaign,,,,,,P.O. Box 15677,,San Antonio,TX,78212,,,2024-01-26,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7620,,,CCM,Drew Darby Campaign,,,,,,36 W. Beauregard,Suite 517,San Angelo,TX,76903,,,2024-01-12,1000.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7608,,,CCM,Dustin Burrows Campaign,,,,,,10507 Quaker Avenue,Suite 103,Lubbock,TX,79424,,,2024-01-12,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7623,,,CCM,Erin Zwiener Campaign,,,,,,P.O. Box 184,,Driftwood,TX,78619,,,2024-01-12,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7610,,,CCM,Ernest Bailes Campaign,,,,,,1000 Bailes Dairy Road,,Sheperd,TX,77371,,,2024-01-12,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7609,,,CCM,Frederick Frazier Campaign,,,,,,321 Bachman Creek Drive,,Mc Kinney,TX,75072,,,2024-01-12,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7598,,,CCM,Friends of Angie Guerrero-Cuellar,,,,,,6500 S. Pulaski,,Chicago,IL,60629,,,2024-01-11,250.00,,Non-federal contribution; IL House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7597,,,CCM,Friends of Anthony Brown,,,,,,218 East Lexington Street,,Baltimore,MD,21202,,,2024-01-08,500.00,,Non-federal contribution; Maryland AG,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7613,,,CCM,Friends of Donna Campbell,,,,,,1 E. Greenway Plaza,Suite 225,Houston,TX,77046,,,2024-01-12,500.00,,Non-federal contribution; TX Senate,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7600,,,CCM,Friends of Kam Buckner,,,,,,P.O. Box 53528,,Chicago,IL,60653,,,2024-01-22,1000.00,,Non-federal contribution; IL House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7602,,,CCM,Friends of Ruth Cruz,,,,,,2831 N Moody Avenue,,Chicago,IL,60634,,,2024-01-22,250.00,,Non-federal contribution; Chicago Alderperson,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7615,,,CCM,Gary VanDeaver Campaign,,,,,,1101 Highway 98,,New Boston,TX,75570,,,2024-01-12,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7636,,,CCM,Giovanni Capriglione Campaign,,,,,,1205 South White Chapel Blvd.,,Southlake,TX,76092,,,2024-01-29,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7621,,,CCM,Glenn Rogers Campaign,,,,,,1832 Grassy Ridge Road,,Graford,TX,76449,,,2024-01-12,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7611,,,CCM,Greg Bonnen Campaign,,,,,,P.O. Box 1183,,Friendswood,TX,77549,,,2024-01-12,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7635,,,CCM,Harold Dutton Campaign,,,,,,8799 North Loop East,Suite 305,Houston,TX,77029,,,2024-01-29,250.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7624,,,CCM,Hatch Smith Campaign,,,,,,603 E. Ellis Street,,Llano,TX,78643,,,2024-01-12,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
SB29,C00225342,SB29.7632,,,CCM,Hugh Shine Campaign,,,,,,P.O. Box 793,,Temple,TX,76503,,,2024-01-18,500.00,,Non-federal contribution; TX House,,,,,,,,,,,,,,,,,,,,
