form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00001636,SB23.79051,,,CCM,A Whole Lot of People for Grijalva,,,,,,PO Box 33079,,Washington,DC,20033,P2024,,2024-02-15,2500.00,,"House, AZ, 7 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79069,,,PAC,Cantwell Victory Fund 2024,,,,,,401 2nd Ave South Suite 303,,Seattle,WA,98104,,,2024-02-29,1000.00,,Senator Cantwell Victory Fund,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79066,,,CCM,Casten for Congress,,,,,,P.O. Box 132,,Downers Grove,IL,605150132,G2024,,2024-02-29,1000.00,,"House, IL, 6 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79059,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2024-02-26,1500.00,,"House, NY, 4 dst",,C00809426,,,,,,,,H,NY,04,,,,,,,,
SB23,C00001636,SB23.79047,,,CCM,Donald M. Payne Jr. for Congress,,,,,,"413 New Jersey Ave, SE",,Washington,DC,20003,G2024,,2024-02-15,1500.00,,"House, NJ, 10 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79014,,,CCM,Garbarino for Congress,,,,,,3410 Alabama Avenue,,Alexandria,VA,22305,G2024,,2024-02-01,2500.00,,"House, NY, 2 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79050,,,CCM,Gerry Connolly for Congress,,,,,,P.O. Box 563,,Merrifield,VA,22116,G2024,,2024-02-15,2500.00,,"House, VA, 11 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79027,,,CCM,Jake Auchincloss for Congress,,,,,,"415 New Jersey Ave. SE, Unit 1",,Washington,DC,20003,P2024,,2024-02-08,1500.00,,"House, MA, 4 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79015,,,CCM,Jamie Raskin for Congress,,,,,,PO Box 5418,,Takoma Park,MD,20913,G2024,,2024-02-01,1000.00,,"House, MD, 8 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79065,,,CCM,Jamie Raskin for Congress,,,,,,PO Box 5418,,Takoma Park,MD,20913,G2024,,2024-02-29,1000.00,,"House, MD, 8 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79057,,,CCM,Kaine for Virginia,,,,,,1490-5A Quarterpath Rd #272,,Williamsburg,VA,23185,P2024,,2024-02-26,2500.00,,"Senate, VA",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79049,,,CCM,MIKE O'BRIEN FOR PA,,,,,,PO BOX 60707,,HARRISBURG,PA,17106,G2024,,2024-02-15,5000.00,,"House, PA, 10 dst",,C00849851,,,,,,,,H,PA,10,,,,,,,,
SB23,C00001636,SB23.79045,,,CCM,MONTANANS FOR TESTER,,,,,,PO BOX 1135,,HELENA,MT,59624,P2024,,2024-02-15,2500.00,,"Senate, MT",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79046,,,CCM,MONTANANS FOR TESTER,,,,,,PO BOX 1135,,HELENA,MT,59624,G2024,,2024-02-15,3000.00,,"Senate, MT",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79026,,,PAC,Motor City PAC,,,,,,P.O. Box 15854,,Washington,DC,20003,,,2024-02-08,5000.00,,Senator Peters Leadership PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79025,,,CCM,Moulton for Congress,,,,,,P.O. Box 2013,,Salem,MA,01970,P2024,,2024-02-08,1000.00,,"House, MA, 6 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79011,,,PAC,Republican Main Street Partnership PAC,,,,,,"411 New Jersey Ave, SE",,Washington,DC,20003,,,2024-02-01,5000.00,,Republican Main Street Partnership PAC,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79010,,,CCM,Strickland for Washington,,,,,,401 2nd Avenue S. Suite 303,,Seattle,WA,98104,G2024,,2024-02-01,1000.00,,"House, WA, 10 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79067,,,CCM,TAMMY FOR ILLINOIS,,,,,,PO BOX 10793,,CHICAGO,IL,60610,P2028,,2024-02-29,2500.00,,"Senate, IL",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.79013,,,PAC,Winning for America PAC,,,,,,"1101 30th Street NW, Suite 390",,Washington,DC,20007,,,2024-02-01,2500.00,,Winning for America Leadership PAC Sen. Schmitt,,,,,,,,,,,,,,,,,,,,
