form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00562777,SB29.8711,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-06-04,0.48,,"Credit Card Processing Fees, Non-contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8712,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-06-11,0.40,,"Credit Card Processing Fees, Non-contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8713,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-06-18,0.80,,"Credit Card Processing Fees, Non-contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8714,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-06-25,2.59,,"Credit Card Processing Fees, Non-contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8715,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-06-30,0.56,,"Credit Card Processing Fees, Non-contribution Account",,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8642,,,ORG,Capital One N.A.,,,,,,1200 F Street NW,,Washington,DC,20004,,,2023-06-23,25.00,,Bank Fee-Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8652,,,ORG,Daily Consulting,,,,,,9701 Burleson Dr,,Dallas,TX,75243,,,2023-06-20,6300.00,,Fundraising Consultant Services-Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8658,,,CCM,Elizabeth Guzman for VA,,,,,,4982 Landover Ct,,Woodbridge,VA,22193,G2023,,2023-06-09,5000.00,,Contribution-Non-Contribution Account,,,,,,,,,,S,VA,,,,,,,,,
SB29,C00562777,SB29.8654,,,COM,Friends of Andres for Supervisor,,,,,,3119 Juniper Lane,,Falls Church,VA,22044,P2023,,2023-06-13,500.00,,Contribution-Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8659,,,CCM,Hala For State Senate,,,,,,2896 Burgundy Pl,,Woodbridge,VA,22192,G2023,,2023-06-09,5000.00,,Contribution-Non-Contribution Account,,,,,,,,,,S,VA,33,,,,,,,,
SB29,C00562777,SB29.8648,,,ORG,Latino Victory Project,,,,,,PO Box 34104,,Washington,DC,20005,,,2023-06-23,150000.00,,Contribution-Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8660,,,ORG,Paragon Solutions,,,,,,2141 E Broadway Rd ,Ste 202,Tempe,AZ,85282,,,2023-06-02,20.00,,Credit Card Processing Fees-Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8653,,,ORG,The Money Wheel LLC,,,,,,1325 W Holly St,,Phoenix,AZ,85007,,,2023-06-13,2500.00,,Compliance Services-Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00562777,SB29.8643,,,ORG,The Money Wheel LLC,,,,,,1325 W Holly St,,Phoenix,AZ,85007,,,2023-06-23,500.00,,Compliance Services-Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
