form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00081273,SB29.14895,,,COM,Barb Kniff McCulla for Iowa,,,,,,1309 Elmridge Dr,,Pella,IA,50219,,,2023-11-17,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14876,,,CCM,Bird for Iowa,,,,,,PO Box 7,,Dexter,IA,50070,,,2023-12-04,2500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14848,,,CCM,Bisignano for Senate,,,,,,2618 E Leach Ave.,,Des Moines,IA,50320,,,2023-10-05,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14893,,,COM,Boulton for Senate,,,,,,3127 Thompson Ave,,Des Moines,IA,50317,,,2023-10-23,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14842,,,CCM,Bousselot for Iowa,,,,,,4003 SW 4th St.,,Ankeny,IA,50023,,,2023-10-04,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14863,,,CCM,Citizens for Jesse Greene,,,,,,116 McPherson St.,,Boone,IA,50036,,,2023-11-17,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14858,,,CCM,Citizens for Pat Grassley,,,,,,30601 Deer Trail Drive,,New Hartford,IA,50660,,,2023-11-15,4000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14875,,,CCM,Citizens for Sexton,,,,,,2202 Ogden Ave.,,Rockwell City,IA,50579,,,2023-12-04,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14868,,,CCM,Citizens of Sieck,,,,,,1710 Timber Lane,,Glenwood,IA,51534,,,2023-11-17,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14874,,,CCM,Committee to Elect Rick Olson,,,,,,3012 E. 31st Ave,,Des Moines,IA,50317,,,2023-12-04,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14910,,,COM,Costello for Iowa Senate,,,,,,37265 Rains Ave,,Imogene,IA,51645,,,2023-11-17,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14854,,,CCM,Dan Dawson for State Senate,,,,,,213 Upland Drive,,Council Bluffs,IA,51503,,,2023-10-27,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14872,,,CCM,Dan Zumbach for Senate,,,,,,2618 - 140th Ave.,,Ryan,IA,52330,,,2023-12-04,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14845,,,CCM,Dawn Driscoll for State Senate,,,,,,2405 K Ave.,,Williamsburg,IA,52361,,,2023-10-05,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14871,,,CCM,Elect Zach Wahls,,,,,,1507 Winterpark Drive,,Coralville,IA,52241,,,2023-12-04,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14844,,,CCM,Eric Giddens for Iowa,,,,,,1416 Madison St,,Cedar Falls,IA,50613,,,2023-10-04,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14859,,,CCM,Friends for Brian Lohse,,,,,,1500 NE Morgan Dr,,Bondurant,IA,50035,,,2023-11-17,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14856,,,CCM,Friends of Jacob Bossman,,,,,,2650 S. Cedar St,,Sioux City,IA,51106,,,2023-11-01,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14892,,,COM,Friends of Jon Dunwell,,,,,,912 S 11th Ave W,,Newton,IA,50208,,,2023-10-09,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14900,,,COM,Friends of Klimesh,,,,,,PO Box 111,,Spillville,IA,52168,,,2023-12-04,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14891,,,CCM,Friends of Lindsay James,,,,,,2494 Pearl St,,Dubuque,IA,52001,,,2023-10-05,-1000.00,,Check Uncashed,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14860,,,CCM,Friends of Whitver,,,,,,4019 NE Bellagio Circle,,Ankeny,IA,50023,,,2023-11-17,4000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14843,,,CCM,Gary Mohr for State House,,,,,,PO Box 1556,,Bettendorf,IA,52722,,,2023-09-27,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14888,,,COM,Izaah Knox for Iowa Senate,,,,,,695 Hichman Road,,Des Moines,IA,50314,,,2023-10-04,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14873,,,CCM,Jones for Iowa,,,,,,4470 Hwy 71,,Sioux Rapids,IA,50585,,,2023-12-04,1000.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00081273,SB29.14899,,,COM,Joshua Meggers for Iowa House,,,,,,1517 Cantebury Cir,,Grundy Center,IA,50638,,,2023-11-29,250.00,,Contribution,,,,,,,,,,,,,,,,,,,,
