form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00001636,SB29.77559,,,CAN,,Adams,Rex,,,,116 Douglas Street,P.O. Box 37,Blue Springs,NE,68318,P2024,,2024-01-25,1000.00,,"Gage County Supervisor, NE, 6 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77531,,,COM,Ash Kalra for Assembly 2024,,,,,,"1121 L Street, Suite 211",,Sacramento,CA,95814,P2024,,2024-01-22,3000.00,,"State Assembly, CA, 25 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77556,,,COM,Assembly Democrats Campaign Committee,,,,,,P.O. Box 814,,Madison,WI,53701,G2024,,2024-01-25,1000.00,,"Assembly Democrats Campaign Committee, WI",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77490,,,PTY,California Democratic Party,,,,,,Assembly Democratic Caucus,"1225 8th Street, Suite 250",Sacramento,CA,95814,G2024,,2024-01-04,10000.00,,"California Democratic Party, CA",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77527,,,COM,Citizens for Lightford,,,,,,PO Box 7824,,Westchester,IL,60154,P2024,,2024-01-18,500.00,,"Senate, IL, 4 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77502,,,COM,Committee to Elect Al Williams,,,,,,9041 East Oglethorpe Hwy,,Midway,GA,31320,P2024,,2024-01-05,250.00,,"House, GA, 168 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77499,,,COM,Committee to Elect Steven Sainz,,,,,,2712 Osborne Rd,,St. Mary's,GA,31558,P2024,,2024-01-05,300.00,,"House, GA, 180 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77546,,,COM,CTE Jasper Martus,,,,,,P.O. Box 165,,Flushing,MI,48433,P2024,,2024-01-25,1000.00,,"House, MI, 69 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77544,,,COM,CTE Samantha Steckloff,,,,,,31176 Country Way,,Farmington Hills,MI,48331,P2024,,2024-01-25,1000.00,,"House, MI, 19 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.77492,,,COM,Dave Cortese for Senate 2024,,,,,,"1100 O Street, Suite 200",,Sacramento,CA,95814,P2024,,2024-01-04,1000.00,,"State Senate, CA, 15 dst",,,,,,,,,,,,,,,,,,,,
