form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00782847,SB21B.4286,,,ORG,"AxCapital, LLC",,,,,,800 W 47th St,Ste 200,Kansas City,MO,64112,,,2024-07-30,500.00,,Compliance Consulting,001,C00782847,Keeping America Strong PAC,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4287,,,ORG,"AxCapital, LLC",,,,,,800 W 47th St,Ste 200,Kansas City,MO,64112,,,2024-07-30,500.00,,Compliance Consulting,001,C00782847,Keeping America Strong PAC,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4285,,,ORG,"AxCapital, LLC",,,,,,800 W 47th St,Ste 200,Kansas City,MO,64112,,,2024-08-02,550.00,,Compliance Consulting,001,C00782847,Keeping America Strong PAC,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4291,,,ORG,"AxCapital, LLC",,,,,,800 W 47th St,Ste 200,Kansas City,MO,64112,,,2024-08-22,1800.00,,Compliance Consulting,001,C00782847,Keeping America Strong PAC,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4290,,,ORG,"AxCapital, LLC",,,,,,800 W 47th St,Ste 200,Kansas City,MO,64112,,,2024-09-01,550.00,,Compliance Consulting,001,C00782847,Keeping America Strong PAC,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4253,,,ORG,Chain Bridge Bank NA,,,,,,1445A Laighlin Ave,,McLean,VA,22101,,,2024-08-02,25.00,,Bank Fees,001,C00782847,Keeping America Strong PAC,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4281,,,ORG,Chain Bridge Bank NA,,,,,,1445A Laighlin Ave,,McLean,VA,22101,,,2024-08-05,25.00,,Bank Fees,001,C00782847,Keeping America Strong PAC,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4282,,,ORG,Chain Bridge Bank NA,,,,,,1445A Laighlin Ave,,McLean,VA,22101,,,2024-08-05,25.00,,Bank Fees,001,C00782847,Keeping America Strong PAC,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4283,,,ORG,Chain Bridge Bank NA,,,,,,1445A Laighlin Ave,,McLean,VA,22101,,,2024-08-05,25.00,,Bank Fees,001,C00782847,Keeping America Strong PAC,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4284,,,ORG,Chain Bridge Bank NA,,,,,,1445A Laighlin Ave,,McLean,VA,22101,,,2024-08-05,25.00,,Bank Fees,001,C00782847,Keeping America Strong PAC,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4280,,,ORG,Chain Bridge Bank NA,,,,,,1445A Laighlin Ave,,McLean,VA,22101,,,2024-08-13,25.00,,Bank Fees,001,C00782847,Keeping America Strong PAC,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4222,,,ORG,"CL Services, INC",,,,,,N172 South Park Dr,,Appleton,WI,54914,,,2024-07-22,2584.75,,Printing,001,C00782847,Keeping America Strong PAC,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4224,,,ORG,Remington Research Group,,,,,,800 W 47th St,Ste 200,Kansas City,MO,64112,,,2024-07-25,6500.00,,Polling,001,C00782847,Keeping America Strong PAC,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4275,,,ORG,Same Day Processing,,,,,,502 6th St,,Hudson,WI,54016,,,2024-08-08,500.00,,Caging,,,,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4288,,,ORG,Same Day Processing,,,,,,502 6th St,,Hudson,WI,54016,,,2024-09-05,500.00,,Caging,001,,,,,,,,,,,,,,,,,,,
SB21B,C00782847,SB21B.4289,,,ORG,Same Day Processing,,,,,,502 6th St,,Hudson,WI,54016,,,2024-09-10,1500.00,,Compliance Consulting,001,C00782847,Keeping America Strong PAC,,,,,,,,,,,,,,,,,
