form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00383463,B838757,,,CCM,Friends of Neal Dunn,,,,,,12176 Chancery Station Circle,,Reston,VA,20190,P2024,,2023-01-25,1000.00,,Contribution,011,C00582304,,H6FL02208,Dunn,Neal,,,,H,FL,02,,,,,,,,
SB23,C00383463,B840411,,,PAC,Dirigo PAC,,,,,,1020 N. Fairfax St. Suite 201,,Alexandria,VA,22314,O2023,Not Applicable,2023-02-27,1000.00,,Contribution,011,C00391797,,,,,,,,,, ,,,,,,,,
SB23,C00383463,B839682,,,CCM,Marsha for Senate,,,,,,410 1st Street SE Second Floor,,Washington,DC,20003,P2024,,2023-02-27,2000.00,,Contribution,011,C00376939,,S8TN00337,Blackburn,Marsha,,,,S,TN, ,,,,,,,,
SB23,C00383463,B841747,,,CCM,Angie Craig for Congress,,,,,,6129 Long Meadow Rd,,McLean,VA,22101,P2024,,2023-03-28,2500.00,,Contribution,011,C00575209,,H6MN02131,Craig,Angie,,,,H,MN,02,,,,,,,,
SB23,C00383463,B844313,,,CCM,McCarthy Victory Fund,,,,,,439 New Jersey Ave SE,,Washington,DC,20003,O2023,Not Applicable,2023-03-28,2500.00,,Contribution,011,C00541011,,,,,,,,,,,,,,,,,,
SB23,C00383463,B843919,,,CCM,Mike Gallagher for Congress,,,,,,5827 Colfax Avenue,,Alexandria,VA,22311,P2024,,2023-03-28,1000.00,,Contribution,011,C00610212,,H6WI08155,Gallagher,Mike,,,,H,WI,08,,,,,,,,
SB23,C00383463,B846020,,,CCM,Texans for Jodey Arrington,,,,,,PO Box 6687,,Lubbock,TX,79493,P2024,,2023-05-03,1000.00,,Contribution,011,C00588657,,H6TX19099,Arrington,Jodey,,,,H,TX,19,,,,,,,,
SB23,C00383463,B846884,,,CCM,Diana for Congress,,,,,,410 1st Street SE Second Floor,,Washington,DC,20003,P2024,,2023-05-17,1500.00,,Contribution,011,C00741090,,H0TN01118,Harshbarger,Diana,,,,H,TN,01,,,,,,,,
SB23,C00383463,B846750,,,CCM,Kuster for Congress,,,,,,P.O. Box 1498,,Concord,NH,03302,P2024,,2023-05-17,2500.00,,Contribution,011,C00462861,,H0NH02181,Kuster,Ann McClane,,,,H,NH,02,,,,,,,,
SB23,C00383463,B846749,,,CCM,Pallone for Congress,,,,,,495 Broadway,,Long Branch,NJ,07740,P2024,,2023-05-17,1000.00,,Contribution,011,C00226928,,H8NJ03073,Pallone,Frank,,,Jr.,H,NJ,06,,,,,,,,
SB23,C00383463,B848195,,,CCM,Jim Jordan For Congress,,,,,,PO Box 368,,Falls Church,VA,22040,P2024,,2023-06-06,2000.00,,Contribution,011,C00416594,,H6OH04082,Jordan,Jim,,,,H,OH,04,,,,,,,,
SB23,C00383463,B848196,,,CCM,Team McHenry,,,,,,228 South Washington Street Ste. 1,,Alexandria,VA,22314,P2024,,2023-06-06,1000.00,,Contribution,011,C00393629,,H4NC10047,McHenry,Patrick,,,,H,NC,10,,,,,,,,
