form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00383950,SB23.201722,,,PAC,A NEW DIRECTION PAC,,,,,,PO BOX 33079,,WASHINGTON,DC,20033,P2024,,2024-05-23,2500.00,,Campaign Contribution,011,C00458570,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.201736,,,CCM,ANGUS KING FOR U.S. SENATE CAMPAIGN,,,,,,PO BOX 368,"114 MAINE STREET, SUITE 1",BRUNSWICK,ME,04011,P2024,,2024-05-23,2500.00,,Campaign Contribution,011,C00516047,ANGUS KING FOR U.S. SENATE CAMPAIGN,S2ME00109,KING,ANGUS S. JR.,,,,S,ME,00,,,,,,,,
SB23,C00383950,SB23.201732,,,PAC,AS MAINE GOES PAC,,,,,,PO BOX 7108,,LEWISTON,ME,04240,P2024,,2024-05-23,2500.00,,Campaign Contribution,011,C00834101,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.201712,,,PAC,BEYOND THOUGHTS AND PRAYERS PAC,,,,,,PO BOX 600698,,NEWTONVILLE,MA,02460,P2024,,2024-05-23,2500.00,,Campaign Contribution,011,C00786392,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.195384,,,CCM,CANTWELL VICTORY 2024,,,,,,401 2ND AVENUE SOUTH,SUITE 303,SEATTLE,WA,98104,G2024,,2024-04-08,5000.00,,Campaign Contribution,011,C00723189,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.201758,,,CCM,CAREY FOR CONGRESS,,,,,,PO BOX 16032,,COLUMBUS,OH,43216,G2024,,2024-06-04,1500.00,,Campaign Contribution,011,C00779603,CAREY FOR CONGRESS,H2OH15228,CAREY,MIKE,,,,H,OH,15,,,,,,,,
SB23,C00383950,SB23.201671,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 1805,,PLAINS,PA,18705,G2024,,2024-05-14,2500.00,,Campaign Contribution,011,C00509968,CARTWRIGHT FOR CONGRESS,H2PA17079,CARTWRIGHT,MATTHEW A.,,,,H,PA,08,,,,,,,,
SB23,C00383950,SB23.201690,,,CCM,CASTEN FOR CONGRESS,,,,,,PO BOX 132,,DOWNERS GROVE,IL,60515,G2024,,2024-05-16,5000.00,,Campaign Contribution,011,C00648493,CASTEN FOR CONGRESS,H8IL06139,CASTEN,SEAN,,,,H,IL,06,,,,,,,,
SB23,C00383950,SB23.201668,,,CCM,CITIZENS FOR TURNER,,,,,,120 W 2ND STREET,SUITE 1510,DAYTON,OH,45402,G2024,,2024-05-14,2500.00,,Campaign Contribution,011,C00373001,CITIZENS FOR TURNER,H2OH03067,TURNER,MICHAEL R REP.,,,,H,OH,10,,,,,,,,
SB23,C00383950,SB23.201650,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,PO BOX 378,,VICTOR,NY,14564,P2024,,2024-05-14,2500.00,,Campaign Contribution,011,C00632828,CLAUDIA TENNEY FOR CONGRESS,H4NY22051,TENNEY,CLAUDIA,,,,H,NY,24,,,,,,,,
SB23,C00383950,SB23.201730,,,PAC,COURAGE PAC,,,,,,P.O. BOX 291,,BURLINGTON,VT,05402,P2024,,2024-05-23,2500.00,,Campaign Contribution,011,C00836304,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.201625,,,CCM,DEBORAH ROSS FOR CONGRESS,,,,,,PO BOX 28258,,RALEIGH,NC,27611,G2024,,2024-05-14,5000.00,,Campaign Contribution,011,C00729277,DEBORAH ROSS FOR CONGRESS,H0NC02125,ROSS,DEBORAH,,,,H,NC,02,,,,,,,,
SB23,C00383950,SB23.201606,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2024-05-14,2500.00,,Campaign Contribution,011,C00809426,DESPOSITO FOR NEW YORK,H2NY04277,DESPOSITO,ANTHONY P,,,,H,NY,04,,,,,,,,
SB23,C00383950,SB23.201588,,,CCM,DONALD NORCROSS FOR CONGRESS,,,,,,PO BOX 160,,COLLINGSWOOD,NJ,08108,G2024,,2024-04-25,2500.00,,Campaign contribution,011,C00558320,DONALD NORCROSS FOR CONGRESS,H4NJ01084,NORCROSS,DONALD W,,,,H,NJ,01,,,,,,,,
SB23,C00383950,SB23.201714,,,PAC,EDUCATE AND INNOVATE PAC,,,,,,PO BOX 69,,MEDFORD,MA,02155,P2024,,2024-05-23,2500.00,,Campaign Contribution,011,C00564187,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.201635,,,CCM,EMMER FOR CONGRESS,,,,,,PO BOX 279,,ELK RIVER,MN,55330,P2024,,2024-05-14,5000.00,,Campaign Contribution,011,C00545749,EMMER FOR CONGRESS,H4MN06087,EMMER,THOMAS EARL JR.,,,,H,MN,06,,,,,,,,
SB23,C00383950,SB23.201702,,,PAC,FAIR SHOT PAC,,,,,,600 PENNSYLVANIA AVE SE #15180,,WASHINGTON,DC,20003,P2024,,2024-05-23,2500.00,,Campaign Contribution,011,C00574970,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.201771,,,PAC,Fair Shot Texas PAC,,,,,,1106 Lavaca,Suite 200,Austin,TX,78701,P2024,,2024-06-05,5000.00,,Campaign Contributions,011,,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.201734,,,PAC,FARM TO TABLE PAC,,,,,,PO BOX 17613,,PORTLAND,ME,04112,P2024,,2024-05-23,2500.00,,Campaign Contribution,011,C00840918,,,,,,,,,,,,,,,,,,
SB23,C00383950,SB23.201610,,,CCM,FRIENDS OF CHRIS SMITH,,,,,,PO BOX 1266,,TOMS RIVER,NJ,08754,P2024,,2024-05-14,5000.00,,Campaign Contribution,011,C00096412,FRIENDS OF CHRIS SMITH,H8NJ04014,SMITH,CHRISTOPHER H,,,,H,NJ,04,,,,,,,,
SB23,C00383950,SB23.201751,,,CCM,FRIENDS OF HILARY FRANZ,,,,,,PO BOX 7437,,TACOMA,WA,98417,P2024,,2024-06-04,5000.00,,Campaign Contribution,011,C00856344,FRIENDS OF HILARY FRANZ,H4WA06109,FRANZ,HILARY,,,,H,WA,06,,,,,,,,
SB23,C00383950,SB23.201618,,,CCM,GABE AMO FOR CONGRESS,,,,,,PO BOX 40457,,PROVIDENCE,RI,02940,P2024,,2024-05-14,5000.00,,Campaign Contribution,011,C00838060,GABE AMO FOR CONGRESS,H4RI01265,AMO,GABRIEL F,,,,H,RI,01,,,,,,,,
