form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00525055,18250724,,,COM,Friends of Bill Hansell,,,,,,101 Southeast 3rd Street,,Pendleton,OR,97801,,,2024-08-27,500.00,0.00,"Bill Hansell, STATE SENATE 29th OR",011,,,,Hansell,Bill,,OR Sen.,,,,,,,,,,,,"Bill Hansell, STATE SENATE 29th OR"
SB29,C00525055,18250725,,,COM,Lynn Findley for State Senate,,,,,,150 Longfellow St. N,,Vale,OR,97918,,,2024-08-27,500.00,0.00,"Lynn Findley, STATE SENATE 30th OR",011,,,,Findley,Lynn,P.,OR Sen.,,,,,,,,,,,,"Lynn Findley, STATE SENATE 30th OR"
SB29,C00525055,18302641,,,COM,Committee to Elect J.B. McCuskey,,,,,,1440 Louden Heights Road,,Charleston,WV,25314,,,2024-08-05,1000.00,0.00,"John McCuskey, ATTORNEY GENERAL  WV",011,,,,McCuskey,John,Bohen,Mr.,,,,,,,,,,,,"John McCuskey, ATTORNEY GENERAL  WV"
SB29,C00525055,18345044,,,PTY,North Dakota Senate Republican Caucus,,,,,,4378 Estate Dr S,,Fargo,ND,58104,,,2024-08-20,300.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00525055,18346026,,,COM,Brett Geymann Campaign,,,,,,2615 Bushnell Road,,Lake Charles,LA,70611,,,2024-08-22,1000.00,0.00,"Brett Geymann, STATE HOUSE 35th LA",011,,,,Geymann,Brett,,LA Rep.,,,,,,,,,,,,"Brett Geymann, STATE HOUSE 35th LA"
SB29,C00525055,18346027,,,COM,Joseph Orgeron Committee,,,,,,PO Box 130,,Golden Meadow,LA,70357,,,2024-08-22,1000.00,0.00,"Joseph Orgeron, STATE HOUSE 54th LA",011,,,,Orgeron,Joseph,Anthony,LA Rep.,,,,,,,,,,,,"Joseph Orgeron, STATE HOUSE 54th LA"
SB29,C00525055,18346028,,,COM,RISER PAC,,,,,,PO Box 117,,Columbia,LA,71418,,,2024-08-22,1000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00525055,18346030,,,COM,Armstrong for Governor,,,,,,1515 Burnt Boat Drive,"Suite C, Box 112",Bismarck,ND,58503,,,2024-08-22,200.00,0.00,"Kelly Armstrong, GOVERNOR  ND",011,,,,Armstrong,Kelly,,,,,,,,,,,,,,"Kelly Armstrong, GOVERNOR  ND"
SB29,C00525055,18346031,,,COM,Friends of Josh Boschee,,,,,,736 Elm Street N #8,,Fargo,ND,58102,,,2024-08-22,200.00,0.00,"Joshua Boschee, STATE SENATE 44th ND",011,,,,Boschee,Joshua,,ND Rep.,,,,,,,,,,,,"Joshua Boschee, STATE SENATE 44th ND"
SB29,C00525055,18346032,,,COM,Robin Weisz for House,,,,,,2639 1st Street SE,,Hurdsfield,ND,58451,,,2024-08-22,200.00,0.00,"Robin Weisz, STATE HOUSE 14th ND",011,,,,Weisz,Robin,,ND Rep.,,,,,,,,,,,,"Robin Weisz, STATE HOUSE 14th ND"
SB29,C00525055,18346033,,,COM,KEVPAC,,,,,,1115 Halle Park Circle,,Collierville,TN,38017,,,2024-08-22,1500.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB29,C00525055,18348306,,,COM,Friends of Lonnie Paxton 2024,,,,,,PO Box 7,,Tuttle,OK,73089,,,2024-08-30,500.00,0.00,"Lonnie Paxton, STATE SENATE 23rd OK",011,,,,Paxton,Lonnie,J.,OK Sen.,,,,,,,,,,,,"Lonnie Paxton, STATE SENATE 23rd OK"
SB29,C00525055,18348307,,,COM,Friends of Kyle Hilbert 2024,,,,,,509 E Grant Pl,,Bristow,OK,74010,,,2024-08-30,500.00,0.00,"Kyle Hilbert, STATE HOUSE 29th OK",011,,,,Hilbert,Kyle,,OK Rep.,,,,,,,,,,,,"Kyle Hilbert, STATE HOUSE 29th OK"
SB29,C00525055,18348359,,,COM,Friends of Matt Pinnell 2022,,,,,,PO Box 2082,,Oklahoma City,OK,73101,,,2024-08-30,500.00,0.00,"Matt Pinnell, LT. GOVERNOR  OK",011,,,,Pinnell,Matt,,OK Lt. Gov,,,,,,,,,,,,"Matt Pinnell, LT. GOVERNOR  OK"
SB29,C00525055,18348360,,,COM,Friends of Gentner Drummond 2022,,,,,,"15 W 6th Street, Suite 1700",,Tulsa,OK,74119,,,2024-08-30,1000.00,0.00,"Gentner Drummond, ATTORNEY GENERAL  OK",011,,,,Drummond,Gentner,,OK At. Gen,,,,,,,,,,,,"Gentner Drummond, ATTORNEY GENERAL  OK"
