form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00146605,SB23.11807,,,PTY,Agricultural Council of California PAC,,,,,,1121 L Street,,Sacramento,CA,95814,G2023,,2023-03-28,550.00,,Fundraiser,,,,,,,,,,,,,,,,,,,,
SB23,C00146605,SB23.11787,,,CCM,ALEX PADILLA FOR SENATE,,,,,,777 S. FIGUEROA ST,SUITE 4050,LOS ANGELES,CA,90017,G2023,,2023-03-01,1500.00,,Fundraiser,,C00765164,ALEX PADILLA FOR SENATE,,,,,,,S,CA,00,,,,,,,,
SB23,C00146605,SB23.11798,,,PAC,ARKANSAS FOR LEADERSHIP POLITICAL ACTION COMMITTEE (ARKPAC),,,,,,PO BOX 1672,,ALEXANDRIA,VA,22313,G2023,,2023-03-24,5000.00,,Fundraiser,,C00413948,ARKANSAS FOR LEADERSHIP POLITICAL ACTION COMMITTEE (ARKPAC),,,,,,,,,,,,,,,,,
SB23,C00146605,SB23.11797,,,CCM,CALIFORNIA RICE FUND,,,,,,1231 I Street # 205,,Sacramento,CA,95814,G2023,,2023-03-21,1400.00,,Fundraiser,,,CALIFORNIA RICE FUND,,,,,,,,,,,,,,,,,
SB23,C00146605,SB23.11791,,,CCM,COMMITTEE TO ELECT MIKE EZELL,,,,,,P.O. BOX 1842,,GULFPORT,MS,39502,G2023,,2023-03-01,1000.00,,Fundraiser,,C00776393,COMMITTEE TO ELECT MIKE EZELL,,,,,,,H,MS,04,,,,,,,,
SB23,C00146605,SB23.11805,,,CCM,FRESHMAN AGRICULTURAL REPUBLICAN MEMBERS TRUST AKA FARM TRUST,,,,,,PO BOX 30844,,BETHESDA,MD,20824,G2023,,2023-03-24,5000.00,,Fundraiser,,C00493783,FRESHMAN AGRICULTURAL REPUBLICAN MEMBERS TRUST AKA FARM TRUST,,,,,,,H,AL,02,,,,,,,,
SB23,C00146605,SB23.11802,,,CCM,KAT FOR CONGRESS,,,,,,5200 NW 43RD ST STE 102-180,,GAINESVILLE,FL,32606,G2023,,2023-03-24,5000.00,,Fundraiser,,C00730895,KAT FOR CONGRESS,,,,,,,H,FL,03,,,,,,,,
SB23,C00146605,SB23.11871,,,CCM,MANN FOR CONGRESS,,,,,,PO BOX 1084,,SALINA,KS,67402,G2023,,2023-03-24,5000.00,,Fundraiser,,C00460659,MANN FOR CONGRESS,,,,,,,H,KS,01,,,,,,,,
SB23,C00146605,SB23.11793,,,CCM,"MARK ALFORD FOR CONGRESS, INC.",,,,,,PO BOX 1428,,RAYMORE,MO,64083,G2023,,2023-03-01,1000.00,,Fundraiser,,C00792598,"MARK ALFORD FOR CONGRESS, INC.",,,,,,,H,MO,04,,,,,,,,
SB23,C00146605,SB23.11795,,,CCM,"MCCAUL FOR CONGRESS, INC",,,,,,1108 LAVACA ST,SUITE 110-402,AUSTIN,TX,78701,G2023,,2023-03-01,1000.00,,Fundraiser,,C00392688,"MCCAUL FOR CONGRESS, INC",,FUNDRAISER,,,,,,,,,,,,,,,
SB23,C00146605,SB23.11785,,,CCM,MIKE THOMPSON FOR CONGRESS,,,,,,5429 Madison Avenue,,Sacramento,CA,95841,G2023,,2023-03-01,1500.00,,Fundraiser,,C00326363,MIKE THOMPSON FOR CONGRESS,,,,,,,H,CA,01,,,,,,,,
SB23,C00146605,SB23.11803,,,CCM,TEAM MARSHALL II,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,G2023,,2023-03-24,1500.00,,Fundraiser,,C00755074,TEAM MARSHALL II,,,,,,,,,,,,,,,,,
