form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00563254,SB21B.9141,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-07-09,81.38,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9146,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-07-30,5.93,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9153,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-08-13,31.41,,service fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9156,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-08-20,73.08,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9178,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-08-27,187.28,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9222,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-08-31,333.39,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9235,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-09-03,86.83,,service fees,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9266,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-09-10,193.49,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9306,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-09-17,157.55,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9340,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-09-24,180.68,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9383,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-09-30,323.92,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9387,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-10-01,3.09,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9418,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-10-08,140.42,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9425,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-10-15,42.66,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9427,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-10-22,2.37,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9433,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-10-29,21.33,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9436,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-10-31,78.21,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9448,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-11-05,50.10,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9453,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-11-12,9.29,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9455,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-11-19,2.37,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9457,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-12-03,0.72,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9463,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-12-10,14.23,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9467,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-12-24,3.13,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9469,,,ORG,ActBlue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,,,2023-12-31,1.19,,service fee,003,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9510,,,ORG,campaigner,,,,,,2 Gurdwara Road,3rd floor,Ottawa,ZZ,K2E 1A2,,,2023-07-15,115.81,,marketing,004,,,,,,,,,,,,,,,,,,,
SB21B,C00563254,SB21B.9531,,,ORG,campaigner,,,,,,2 Gurdwara Road,3rd floor,Ottawa,ZZ,K2E 1A2,,,2023-08-15,115.81,,marketing,004,,,,,,,,,,,,,,,,,,,
