form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00691972,SB23.5648,,,PAC,AMERICAN SECURITY PAC,,,,,,167 WEST MANOR LANE,,ALEXANDRIA,AL,36250,,,2024-09-12,5000.00,,Contribution,,C00439521,,,,,,,,,,,,,,,,,,
SB23,C00691972,SB23.5663,,,CCM,ANDRE CARSON FOR CONGRESS,,,,,,P.O. BOX 1863,,INDIANAPOLIS,IN,46206,G2024,,2024-09-12,5000.00,,Contribution,,C00442921,ANDRE CARSON FOR CONGRESS,H8IN07184,CARSON,ANDRE,,,,H,IN,07,,,,,,,,
SB23,C00691972,SB23.5651,,,PAC,ELECTING REPUBLICANS INDIANA PAC,,,,,,PO BOX 234,,SALEM,IN,47167,,,2024-09-12,3500.00,,Contribution,,C00816389,,,,,,,,,,,,,,,,,,
SB23,C00691972,SB23.5650,,,CCM,HOUCHIN FOR CONGRESS,,,,,,PO BOX 234,,SALEM,IN,47167,G2024,,2024-09-12,1500.00,,Contribution,,C00800649,HOUCHIN FOR CONGRESS,H6IN09143,HOUCHIN,ERIN,,,,H,IN,09,,,,,,,,
SB23,C00691972,SB23.5657,,,CCM,KUSTOFF FOR CONGRESS,,,,,,PO BOX 58823,,NASHVILLE,TN,37205,G2024,,2024-09-12,5000.00,,Contribution,,C00614826,KUSTOFF FOR CONGRESS,H2TN07103,KUSTOFF,DAVID,,,,H,TN,08,,,,,,,,
SB23,C00691972,SB23.5656,,,CCM,MIKE KELLY FOR CONGRESS,,,,,,PO BOX 476,,LYNDORA,PA,16045,G2024,,2024-09-12,5000.00,,Contribution,,C00474189,MIKE KELLY FOR CONGRESS,H4PA03117,KELLY,MIKE,,,,H,PA,16,,,,,,,,
SB23,C00691972,SB23.5647,,,PAC,OORAH! POLITICAL ACTION COMMITTEE,,,,,,PO BOX 3743,,CARMEL,IN,46082,,,2024-09-11,4000.00,,Contribution,,C00551853,,,,,,,,,,,,,,,,,,
SB23,C00691972,SB23.5653,,,CCM,RUDY FOR INDIANA,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,G2024,,2024-09-12,2500.00,,Contribution,,C00822767,RUDY FOR INDIANA,H2IN02295,YAKYM,RUDY,,,,H,IN,02,,,,,,,,
SB23,C00691972,SB23.5654,,,CCM,RUDY VICTORY FUND,,,,,,PO BOX 26141,,ALEXANDRIA,VA,22313,,,2024-09-12,2500.00,,Contribution,,C00823997,RUDY VICTORY FUND,H2IN02295,YAKYM,RUDY,,,,H,IN,02,,,,,,,,
SB23,C00691972,SB23.5660,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,PO BOX 6687,,LUBBOCK,TX,79493,G2024,,2024-09-12,5000.00,,Contribution,,C00588657,TEXANS FOR JODEY ARRINGTON,H6TX19099,ARRINGTON,JODEY,,,,H,TX,19,,,,,,,,
SB23,C00691972,SB23.5664,,,PAC,TURQUOISE PAC,,,,,,611 PENNSYLVANIA AVE SE,#143,WASHINGTON,DC,20003,,,2024-09-10,5000.00,,Contribution,,C00517235,,,,,,,,,,,,,,,,,,
