form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00843110,500695982,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-08,451.53,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500697382,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-15,347.52,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500699664,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-22,250.06,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500702982,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-29,263.49,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500703327,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-30,0.20,0.00,Credit Card Processing Fees - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500703509,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-09-26,12.00,0.00,Bank Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500703512,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-09-26,107.00,0.00,Bank Fee - Non-Contribution Account,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500699679,,,ORG,Averie for All,,,,,,819 W Arapaho Rd,Ste 24B,Richardson,TX,750805040,G2024,,2024-09-23,250000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Averie Bishop - TX HD-112
SB29,C00843110,500701700,,,ORG,Florida House Democratic Campaign Committee,,,,,,2618 Centennial Pl,,Tallahassee,FL,323080572,O2024,Other,2024-09-20,200000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500701701,,,ORG,Florida House Democratic Campaign Committee,,,,,,2618 Centennial Pl,,Tallahassee,FL,323080572,O2024,Other,2024-09-26,200000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500703492,,,COM,Kristian Carranza for Texas,,,,,,PO Box 831436,,San Antonio,TX,782831436,G2024,,2024-09-30,275000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,Kristian Carranza - TX HD-118
SB29,C00843110,500709088,,,ORG,Leaders We Deserve Non-Federal Florida,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,O2024,Other,2024-09-06,10000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500674705,,,ORG,Leaders We Deserve,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,,,2024-09-27,191250.34,0.00,Allocation of administrative expenses from non-contribution account for April - June 2024,,,,,,,,,,,,,,,,,,,X,*
SB29,C00843110,500711784,,,ORG,Leaders We Deserve,,,,,,611 Pennsylvania Ave SE,# 192,Washington,DC,200034303,,,2024-09-27,151734.71,0.00,Allocation of administrative expenses from non-contribution account for April - June 2024,,,,,,,,,,,,,,,,,,,X,*
SB29,C00843110,500695917,,,ORG,Miami Dade Democratic Executive Committee,,,,,,1825 Ponce De Leon Blvd,# 489,Coral Gables,FL,331344418,O2024,Other,2024-09-09,5000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500703501,,,ORG,Orange County Democratic Executive Committee,,,,,,PO Box 1648,,Orlando,FL,328021648,O2024,Other,2024-09-23,5000.00,0.00,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00843110,500696132,,,ORG,Z to A Research LLC,,,,,,2650 15th St NW,Apt 2,Washington,DC,200095794,G2024,,2024-09-09,17050.00,0.00,In-Kind; Polling,,,,,,,,,,,,,,,,,,,,Kristian Carranza - TX HD-118
