form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00843110,500696210,,,ORG,Accelerate Political Advisors,,,,,,11706 Lytle St,,Silver Spring,MD,209022217,,,2024-09-04,10000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00843110,500692860,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-01,498.63,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00843110,500695981,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-08,9400.58,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00843110,500697381,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-15,7726.30,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00843110,500699663,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-22,6319.62,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00843110,500702980,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-29,6679.74,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00843110,500703326,,,ORG,Actblue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-09-30,2421.67,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00843110,500700530,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-09-13,15.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00843110,500703494,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-09-26,222.20,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00843110,500703506,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-09-26,12.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00843110,500696149,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,,,2024-09-05,11828.42,0.00,Credit Card Payment - See Below,,,,,,,,,,,,,,,,,,,,
SB21B,C00843110,500702372,500696149,SB21B,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,,,2024-09-05,-508.47,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702373,500696149,SB21B,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,,,2024-09-05,-335.97,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702374,500696149,SB21B,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,,,2024-09-05,-335.97,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702375,500696149,SB21B,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,,,2024-09-05,508.47,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702376,500696149,SB21B,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,,,2024-09-05,335.97,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702377,500696149,SB21B,ORG,American Airlines,,,,,,1 Skyview Dr,,Fort Worth,TX,761551801,,,2024-09-05,335.97,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702378,500696149,SB21B,ORG,Amtrak,,,,,,60 Massachusetts Ave NE,,Washington,DC,200024285,,,2024-09-05,-31.00,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702379,500696149,SB21B,ORG,Amtrak,,,,,,60 Massachusetts Ave NE,,Washington,DC,200024285,,,2024-09-05,95.00,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702383,500696149,SB21B,ORG,Canva,,,,,,200 E 6th St,,Austin,TX,787013696,,,2024-09-05,29.99,0.00,Computer Software,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702218,500696149,SB21B,ORG,Clear Secure,,,,,,85 10th Ave,Fl 9,New York,NY,100114768,,,2024-09-05,-169.00,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702219,500696149,SB21B,ORG,Clear Secure,,,,,,85 10th Ave,Fl 9,New York,NY,100114768,,,2024-09-05,169.00,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702221,500696149,SB21B,ORG,Comcast Corporation,,,,,,1701 John F Kennedy Blvd,,Philadelphia,PA,191032833,,,2024-09-05,283.49,0.00,Internet Services,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702229,500696149,SB21B,ORG,"Delta Air Lines, Inc.",,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-09-05,-340.97,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702230,500696149,SB21B,ORG,"Delta Air Lines, Inc.",,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-09-05,340.97,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702231,500696149,SB21B,ORG,"Delta Air Lines, Inc.",,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-09-05,-587.98,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702232,500696149,SB21B,ORG,"Delta Air Lines, Inc.",,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-09-05,587.98,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702233,500696149,SB21B,ORG,"Delta Air Lines, Inc.",,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-09-05,-538.47,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702234,500696149,SB21B,ORG,"Delta Air Lines, Inc.",,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-09-05,538.47,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702235,500696149,SB21B,ORG,"Delta Air Lines, Inc.",,,,,,1030 Delta Blvd,,Atlanta,GA,303541989,,,2024-09-05,538.47,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702236,500696149,SB21B,ORG,DoorDash,,,,,,303 2nd St,Ste 800,San Francisco,CA,941071366,,,2024-09-05,31.37,0.00,Meals,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702237,500696149,SB21B,ORG,DoorDash,,,,,,303 2nd St,Ste 800,San Francisco,CA,941071366,,,2024-09-05,41.69,0.00,Meals,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702238,500696149,SB21B,ORG,DoorDash,,,,,,303 2nd St,Ste 800,San Francisco,CA,941071366,,,2024-09-05,46.25,0.00,Meals,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702239,500696149,SB21B,ORG,DoorDash,,,,,,303 2nd St,Ste 800,San Francisco,CA,941071366,,,2024-09-05,26.24,0.00,Meals,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702243,500696149,SB21B,ORG,Hilton Worldwide,,,,,,7930 Jones Branch Dr,,Mclean,VA,221023388,,,2024-09-05,153.93,0.00,Lodging,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702244,500696149,SB21B,ORG,Hilton Worldwide,,,,,,7930 Jones Branch Dr,,Mclean,VA,221023388,,,2024-09-05,-153.93,0.00,Lodging,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00843110,500702251,500696149,SB21B,ORG,Lou Malnati's Pizzeria,,,,,,900 Busch Pkwy,,Buffalo Grove,IL,600894503,,,2024-09-05,216.41,0.00,Meals,,,,,,,,,,,,,,,,,,,X,*
