form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00081414,SB23.5781,,,CAN,,Aderholt,Robert,B,,,PO Box 1158,,Haleyville,AL,35565,P2024,,2023-03-28,5000.00,,Campaign Contribution,,,,H6AL04098,,,,,,H,AL,04,,,,,,,,
SB23,C00081414,SB23.5793,,,CAN,,Alford,Mark,,,,PO Box 1428,,Raymore,MO,64083,P2024,,2023-03-28,2000.00,,Campaign Contribution,,,,H2MO04207,,,,,,H,MO,04,,,,,,,,
SB23,C00081414,SB23.5789,,,CAN,,Armstrong,Kelly,,,,1515 Burnt Boat Dr,"Suite C, Box 112",Bismarck,ND,58503,P2024,,2023-03-28,2000.00,,Campaign Contribution,,,,H8ND00096,,,,,,H,ND,00,,,,,,,,
SB23,C00081414,SB23.5802,,,CAN,,Baird,James,,Dr.,,PO Box 203,,Greencastle,IN,46235,P2024,,2023-03-28,2000.00,,Campaign Contribution,,,,H8IN04199,,,,,,H,IN,04,,,,,,,,
SB23,C00081414,SB23.5738,,,CAN,,Bentz,Cliff,,,,660 Morgan Ave,,Ontario,OR,97914,P2024,,2023-03-28,2000.00,,Campaign Contribution,,,,H0OR02127,,,,,,H,OR,02,,,,,,,,
SB23,C00081414,SB23.5764,,,CAN,,Beyer,Donald,S,,Jr.,801 Duke St,,Alexandria,VA,22314,P2024,,2023-03-28,3000.00,,Campaign Contribution,,,,H4VA08224,,,,,,H,VA,08,,,,,,,,
SB23,C00081414,SB23.5817,,,CAN,,Bishop,Sanford,D,,Jr.,PO BOX 909,,Columbus,GA,31902,P2024,,2023-03-28,2000.00,,Campaign Contribution,,,,H2GA02031,,,,,,H,GA,02,,,,,,,,
SB23,C00081414,SB23.5808,,,CAN,,Boebert,Lauren,,,,PO Box 752,,Rifle,UT,81652,P2024,,2023-03-28,2000.00,,Campaign Contribution,,,,H0CO03165,,,,,,H,CO,03,,,,,,,,
SB23,C00081414,SB23.5812,,,CAN,,Brown,M Shontel,,,,4660 Belfiore Rd,,Warrensville Heigh,OH,44128,P2024,,2023-03-28,2000.00,,Campaign Contribution,,,,H2OH11169,,,,,,H,OH,11,,,,,,,,
SB23,C00081414,SB23.5821,,,CAN,,Cammack,Kat,,,,6408 NW 124th St,,Gainsville,FL,32653,P2024,,2023-03-28,3000.00,,Campaign Contribution,,,,H0FL03175,,,,,,H,FL,03,,,,,,,,
