form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00210526,SB29.53742,,,PAC,Adam Pugh for Senate,,,,,,4625 Spectabular Bld Ave,,Edmond,OK,73025,,,2024-01-08,750.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.54301,,,CCM,All Together Colorado,,,,,,Attn: Colin Hornsby,,,,,,,2024-02-05,1000.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53743,,,CCM,BILL COLEMAN FOR STATE SENATE 2022,,,,,,600 MICHAEL LANE,,PONCA CITY,OK,74604,,,2024-01-05,750.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53746,,,CCM,Brian Hill for the House 2024,,,,,,5320 Castleridge Dr,,Mustang,OK,73064,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.54307,,,CCM,CITIZENS FOR BILL FERGUSON,,,,,,711 W. 40th St Suite 330,,Baltimore,MD,21211,,,2024-01-08,500.00,,Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.54303,,,CCM,Colorado Way Forward,,,,,,PO BOX 100912,,DENVER,CO,80250,,,2024-02-05,1000.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53748,,,CCM,Committee to Elect Jason Lowe 2022,,,,,,228 Robert S Kerr Ste 630,,Oklahoma City,OK,73102,,,2024-01-05,500.00,,contribution,,,,,,,,,,,OK,97,,,,,,,,
SB29,C00210526,SB29.53749,,,CCM,DOSSETT FOR SENATE 2024,,,,,,1632 S EVANSTON AVE,,Tulsa,OK,74104,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53751,,,CCM,FRIENDS OF ANDY FUGATE 2024,,,,,,5120 SE 49th St.,,OKC,OK,73135,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53753,,,CCM,FRIENDS OF CHARLES MCCALL 2022,,,,,,PO BOX 731,,ATOKA,OK,74525,,,2024-01-05,1000.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53754,,,CCM,FRIENDS OF CHRIS KIDD 2024,,,,,,PO BOX 98,,WAURIKA,OK,73573,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53756,,,CCM,FRIENDS OF CYNDI MUNSON 2024,,,,,,PO BOX 3302,,OKC,OK,73101,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53758,,,CCM,FRIENDS OF DAVE RADER 2024,,,,,,8086 S. YALE AVE,#200,TULSA,OK,74136,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53760,,,CCM,FRIENDS OF DENISE CH 2024,,,,,,11937 N. MUSTANG RD,,YUKON,OK,73099,,,2024-01-16,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53762,,,CCM,FRIENDS OF DICK LOWE 2022,,,,,,115 W. MAIN ST,,AMBER,OK,73004,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53764,,,CCM,FRIENDS OF ELLYN HEFNER 2024,,,,,,4406 NW 59TH ST,,OKC,OK,73112,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53768,,,CCM,Friends of Erick Harris,,,,,,2123 Thomas Trail,,Edmond,OK,73003,,,2024-01-16,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53766,,,CCM,FRIENDS OF ERIC ROBERTS 2024,,,,,,3449 STONE BROOK CT,,OKC,OK,73120,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53769,,,CCM,Friends of Forrest 2024,,,,,,4 NE 10TH ST.,#215,OKC,OK,73104,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53771,,,CCM,Friends of Greg McCortney 2024,,,,,,1816 E. 15TH,,ADA,OK,74820,,,2024-01-05,1000.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53773,,,CCM,Friends of Jeff Boatman 2024,,,,,,9006 E 101ST ST,,TULSA,OK,74133,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53775,,,CCM,FRIENDS OF JOHN PFEIFFER 2022,,,,,,27750 N KELLEY AVE,,ORLANDO,OK,73073,,,2024-01-05,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53776,,,CCM,FRIENDS OF JOSH WEST 2024,,,,,,PO BOX 451387,,GROVE,OK,74345,,,2024-01-05,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53778,,,CCM,Friends of Julia Kirt 2022,,,,,,PO Box 2941,,Oklahoma City,OK,73101,,,2024-01-05,500.00,,contribution,,,,,,,,,,,OK,30,,,,,,,,
SB29,C00210526,SB29.53779,,,CCM,Friends of Julie Daniels 2024,,,,,,PO BOX 635,,BARTLESVILLE,OK,74005,,,2024-01-08,1000.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53781,,,CCM,FRIENDS OF KEVIN WALLACE 2024,,,,,,PO BOX 367,,WELLSTON,OK,74881,,,2024-01-05,1000.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53782,,,CCM,Friends of Kyle Hilbert 2024,,,,,,509 E Grant Pl,,Bristow,OK,74010,,,2024-01-08,1000.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53784,,,CCM,FRIENDS OF LONNIE PAXTON 2024,,,,,,PO BOX 7,,TUTTLE,OK,73089,,,2024-01-05,1000.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53786,,,CCM,FRIENDS OF MARK VANCUREN 2022,,,,,,15808 E 79TH ST N,,OWASSO,OK,74055,,,2024-01-05,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53787,,,CCM,FRIENDS OF ROSS FORD 2022,,,,,,701 NORTH NYSSA AV,,BROKEN ARROW,OK,74012,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53789,,,CCM,Friends of Steve Bashore 2024,,,,,,1025 MCKINLEY ST,,MIAMI,OK,74354,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53791,,,CCM,Friends of Tammy West 2024,,,,,,7916 NW 23RD ST,BOX 200,BETHANY,OK,73008,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53793,,,CCM,JESSICA GARVIN FOR SENATE 2024,,,,,,1206 W CEDAR AVE,,DUNCAN,OK,73533,,,2024-01-08,750.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53795,,,CCM,JETT FOR SENATE 2020,,,,,,2313 AUGUSTA DRIVE,,SHAWNEE,OK,748010531,,,2024-01-05,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53796,,,CCM,JOHNS FOR HOUSE 2024,,,,,,1424 EAST SUNRISE LANE,,ADA,OK,74820,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53798,,,CCM,Jon Echols for State House 2022,,,,,,7701 SW 104th St,,Oklahoma City,OK,73169,,,2024-01-05,1000.00,,contribution,,,,,,,,,,,OK,90,,,,,,,,
SB29,C00210526,SB29.53799,,,CCM,JOSH CANTRELL FOR STATE HOUSE 2022,,,,,,802 N MARSHALL,,KINGSTON,OK,73439,,,2024-01-05,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53800,,,CCM,MARK TEDFORD FOR STATE REPRESENTATIVE 2024,,,,,,9175 S. Yale,Suite 140,Tulsa,OK,74137,,,2024-01-05,750.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53801,,,CCM,Michael Brooks For Oklahoma 2022,,,,,,5708 S Western Ave,,Oklahoma City,OK,73109,,,2024-01-05,500.00,,contribution,,,,,,,,,,,OK,,,,,,,,,
SB29,C00210526,SB29.54305,,,CCM,NEW DAY COLORADO FUND C/O THE WESTBROOKE GROUP,,,,,,PO BOX 6139,,DENVER,CO,80206,,,2024-02-05,300.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53802,,,CCM,Paul Rosino for Senate 2024,,,,,,PO BOX 891383,,OKC,OK,73189,,,2024-01-08,750.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53804,,,CCM,PROVENZANO FOR HD 79 2024,,,,,,PO BOX 33370,,TULSA,OK,74153,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.54299,,,CCM,Republican State House Committee PAC,,,,,,PO BOX 18214,,OKLAHOMA CITY,OK,73154,,,2024-03-19,1000.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53806,,,CCM,RHONDA BAKER FOR STATE HOUSE 2024,,,,,,4116 RAMBLING ROSE DR,,YUKON,OK,73099,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.54302,,,CCM,Senate Majority Fund - CO,,,,,,c/o Westbrooke Group,,Denver,CO,80206,,,2024-02-05,300.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53808,,,CCM,SNEED FOR HOUSE 2022,,,,,,P O BOX 1653,,FORT GIBSON,OK,74434,,,2024-01-05,1000.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53809,,,CCM,Stark For House Rep 2024,,,,,,7007 NW 59TH ST,,BETHANY,OK,73008,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53811,,,CCM,STINSON FOR HOUSE 2024,,,,,,PO BOX 32048,,EDMOND,OK,73003,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53813,,,CCM,TJ MARTI FOR STATE HOUSE 2022,,,,,,2530 N ELM PL,,BROKEN ARROW,OK,74012,,,2024-01-05,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00210526,SB29.53814,,,CCM,Trey Caldwell For State House 2024,,,,,,15095 SW BASELINE RD,,FAXON,OK,73540,,,2024-01-08,500.00,,contribution,,,,,,,,,,,,,,,,,,,,
