form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB100041,,,PAC,Mark Hackel for County Executive,,,,,,"12900 Hall Rd, Suite 500",,Sterling Heights,MI,48313,,,2024-03-07,2000.00,,,011,,Mark Hackel for County Executive,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB100042,,,PAC,A Bolder Florida,,,,,,"2600 South Douglas Road, Suite 900",,Coral Gables,FL,33134,,,2024-03-08,2500.00,,,011,,A Bolder Florida,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB100044,,,PAC,Metro Council Minority Caucus PAC,,,,,,One Public Square,Suite 204,Nashville,,37211,,,2024-03-11,3000.00,,,011,,Metro Council Minority Caucus PAC,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB100046,,,PAC,Amelia for Utah,,,,,,780 E. 1150 N.,,Pleasant Grove,UT,84062,,,2024-03-12,-500.00,,Void check originally dated 1/12/24,011,,Amelia for Utah,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB100049,,,PAC,DeWayne Burns for State Representative,,,,,,703 Stonelake Dr.,,Cleburne,TX,76033,,,2024-03-12,500.00,,,011,,DeWayne Burns for State Representative,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB100047,,,PAC,Friends of Amelia Powers,,,,,,780 E. 1150 N.,,Pleasant Grove,UT,84062,,,2024-03-12,500.00,,,011,,Friends of Amelia Powers,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB100048,,,PAC,Justin Holland Campaign,,,,,,"3021 Ridge Rd., Ste. A Box 79",,Rockwall,TX,75032,,,2024-03-12,500.00,,,011,,Justin Holland Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB100045,,,PAC,Lon Shell Campaign,,,,,,1908 West McCarty Lane,,San Marcos,TX,78666,,,2024-03-12,2000.00,,,011,,Lon Shell Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB100052,,,PAC,Bill Gravell for County Judge,,,,,,PO Box 1936,,Georgetown,TX,78627,,,2024-03-18,5000.00,,,011,,Bill Gravell for County Judge,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB100054,,,PAC,Garrity for PA,,,,,,383 Gateway Industrial Park Road,,Athens,PA,18810,,,2024-03-18,1000.00,,,011,,Garrity for PA,,Committee,Non-Federal,,,,,,,,,,,,,,
