form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00877183,SB29.4186,,,COM,Bidegaray for Montana,,,,,,528 Power Street,,Helena,MT,59601,G2024,,2024-09-30,790.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4201,,,COM,Blattman for AZ,,,,,,761 E University Dr,Suite 105,Mesa,AZ,85203,G2024,,2024-09-16,2500.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4189,,,COM,DePasquale For Attorney General,,,,,,PO Box 53043,,Pittsburgh,PA,15219,G2024,,2024-09-25,2500.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4191,,,COM,Eva for Arizona,,,,,,1654 N Barcley,,Mesa,AZ,85203,G2024,,2024-09-13,2500.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4192,,,COM,Friends of Anna Payne,,,,,,346 Stratton Court,,Langhorne,PA,19047,G2024,,2024-09-27,2500.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4193,,,COM,Friends of Anna Thomas,,,,,,PO Box 21521,,Lehigh Valley,PA,18002,G2024,,2024-09-25,2500.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4195,,,COM,Keep Kyra Harris Bolden for Justice,,,,,,PO Box 215651,,West Bloomfield,MI,48325,G2024,,2024-09-13,2500.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4187,,,COM,Kelli Butler for AZ,,,,,,11 W Cheryl Dr,,Phoenix,AZ,85021,G2024,,2024-09-26,2500.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4196,,,COM,Kimberly Thomas for Michigan Supreme Court,,,,,,251 N Rose St #243,,Kalamazoo,MI,49007,G2024,,2024-09-16,2500.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4197,,,COM,Lorena for Arizona,,,,,,761 E. University Dr.,Suite 105,Mesa,AZ,85203,G2024,,2024-09-16,2500.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4194,,,COM,Lynch for Chief Justice,,,,,,PO Box 1116,,Helena,MT,59624,G2024,,2024-09-26,790.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4165,,,PAC,ONE FOR ALL COMMITTEE,,,,,,PO BOX 33079,,WASHINGTON,DC,20033,O2024,,2024-09-06,15000.00,,Contribution - Non Contribution Account,,C00752691,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4200,,,COM,Seaman for AZ,,,,,,5009 N Overfield Rd,,Casa Grande,AZ,85194,G2024,,2024-09-13,2500.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4198,,,COM,Shadia Martini for State Representative,,,,,,1717 Heron Ridge Drive,,Bloomfield Twp,MI,48302,G2024,,2024-09-30,1225.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4202,,,COM,Sharon for Senate,,,,,,101 N Colorado St #653,,Chandler,AZ,85244,G2024,,2024-09-16,2500.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
SB29,C00877183,SB29.4203,,,COM,Simacekfor AZ,,,,,,PO Box 42834,,Phoenix,AZ,85080,G2024,,2024-09-26,2500.00,,Contribution - Non Federal,,,,,,,,,,,,,,,,,,,,
