form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00786830,500076009,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-17,0.79,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076010,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-21,39.50,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076291,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-10-27,395.00,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076512,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,,New York,NY,100016708,,,2024-10-29,283.75,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076983,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2024-11-11,250.17,0.00,"Credit Card Payment, See Below",,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076986,500076983,SB29,ORG,Anytime Mailbox,,,,,,2831 Saint Rose Pkwy,Ste 244,Henderson,NV,890524840,,,2024-11-11,57.07,0.00,Subscription,,,,,,,,,,,,,,,,,,,X,* Non-Contribution Account
SB29,C00786830,500076987,500076983,SB29,ORG,Google LLC,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,940431351,,,2024-11-11,92.54,0.00,Subscription,,,,,,,,,,,,,,,,,,,X,* Non-Contribution Account
SB29,C00786830,500076985,500076983,SB29,ORG,"Squarespace, Inc.",,,,,,225 Varick St,Fl 12,New York,NY,100144383,,,2024-11-11,38.16,0.00,Website Hosting,,,,,,,,,,,,,,,,,,,X,* Non-Contribution Account
SB29,C00786830,500076007,,,ORG,Anedot,,,,,,1340 Poydras St,Ste 1770,New Orleans,LA,701125204,,,2024-10-17,4.30,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00786830,500076516,,,ORG,BlueWest Media,,,,,,5130 E 18th Ave,,Denver,CO,802201318,,,2024-10-18,-499675.00,0.00,"Media Buy, See Schedule E",,,,,,,,,,,,,,,,,,,,Non-Contribution Account
