form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00504530,SE24.202,,,ORG,ADVANTAGE INC,,,,,,9420 BONITA BEACH ROAD,SUITE 200,BONITA SPRINGS,FL,34135,P2024,,2024-03-08,350.00,2024-03-09,770127.03,PHONE CALLS,004,,S,H4OH09169,MERRIN,DEREK,,,,H,09,OH,CROSBY,CALEB,,,,2024-03-09,,
SE,C00504530,SE24.198,,,ORG,HONOLD COMMUNICATIONS,,,,,,32 WEST LAKE STREET,,SKANEATELES,NY,13152,P2024,,2024-03-05,2500.00,2024-03-05,770127.03,MEDIA PRODUCTION,004,,S,,MERRIN,DEREK,,,,H,09,OH,CROSBY,CALEB,,,,2024-03-06,,
SE,C00504530,SE24.203,,,ORG,HONOLD COMMUNICATIONS,,,,,,32 WEST LAKE STREET,,SKANEATELES,NY,13152,P2024,,2024-03-11,13000.00,2024-03-11,770127.03,MEDIA PRODUCTION,004,,S,,MERRIN,DEREK,,,,H,09,OH,CROSBY,CALEB,,,,2024-03-12,,
SE,C00504530,SE24.196,,,ORG,KAP PRINT LLC,,,,,,220 QUINN DRIVE,,DRIPPING SPRINGS,TX,78620,P2024,,2024-03-06,22169.06,2024-03-05,770127.03,DIRECT MAIL,004,,S,,MERRIN,DEREK,,,,H,09,OH,CROSBY,CALEB,,,,2024-03-07,,
SE,C00504530,SE24.197,,,ORG,KAP PRINT LLC,,,,,,220 QUINN DRIVE,,DRIPPING SPRINGS,TX,78620,P2024,,2024-03-08,11277.15,2024-03-05,770127.03,DIRECT MAIL,004,,S,,MERRIN,DEREK,,,,H,09,OH,CROSBY,CALEB,,,,2024-03-09,,
SE,C00504530,SE24.201,,,ORG,KAP PRINT LLC,,,,,,220 QUINN DRIVE,,DRIPPING SPRINGS,TX,78620,P2024,,2024-03-11,11277.15,2024-03-08,770127.03,DIRECT MAIL,004,,S,,MERRIN,DEREK,,,,H,09,OH,CROSBY,CALEB,,,,2024-03-12,,
SE,C00504530,SE24.199,,,ORG,KAP PRINT LLC,,,,,,220 QUINN DRIVE,,DRIPPING SPRINGS,TX,78620,P2024,,2024-03-13,10497.67,2024-03-08,770127.03,DIRECT MAIL,004,,S,,MERRIN,DEREK,,,,H,09,OH,CROSBY,CALEB,,,,2024-03-14,,
SE,C00504530,SE24.200,,,ORG,"RUMBLEUP, LLC",,,,,,2001 K ST NW,,WASHINGTON,DC,20006,P2024,,2024-03-08,1000.00,2024-03-08,770127.03,TEXT MESSAGES,004,,S,,MERRIN,DEREK,,,,H,09,OH,CROSBY,CALEB,,,,2024-03-09,,
SE,C00504530,SE24.213,,,ORG,"RUMBLEUP, LLC",,,,,,2001 K ST NW,,WASHINGTON,DC,20006,P2024,,2024-03-19,3500.00,2024-03-19,770127.03,TEXT MESSAGES,004,,S,,MERRIN,DEREK,,,,H,09,OH,CROSBY,CALEB,,,,2024-03-20,,
SE,C00504530,SE24.204,,,ORG,TARGETED VICTORY,,,,,,2311 WILSON BLVD,SUITE 200,ARLINGTON,VA,22201,P2024,,2024-03-30,50000.00,2024-03-29,50000.00,DIGITAL PLACEMENT,004,,S,,THERIAULT,AUSTIN,L,,,H,02,ME,CROSBY,CALEB,,,,2024-04-01,,
