form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00566851,SB23002,,,PAC,NRSC TARGETED VICTORY FUND,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2024-03-11,10000.00,,CONTRIBUTION,,C00837518,,,,,,,,,,,  ,,,,,,,
SB23,C00566851,SB23001,,,PTY,NRSC,,,,,,425 SECOND STREET NE,,WASHINGTON,DC,20002,,,2024-03-11,15000.00,,CONTRIBUTION,,C00027466,,,,,,,,,,,  ,,,,,,,
SB23,C00566851,SB23003,,,CCM,BANKS FOR SENATE,,,,,,PO BOX 11431,,FORT WAYNE,IN,46858,G2024,,2024-03-26,5000.00,,CONTRIBUTION,,C00577999,,S4IN00196,BANKS,JAMES,E,,,S,IN,00,  ,,,,,,,
SB23,C00566851,SB23013,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,G2024,,2024-03-26,5000.00,,CONTRIBUTION,,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,00,  ,,,,,,,
SB23,C00566851,SB23015,,,CCM,BERNIE MORENO FOR SENATE,,,,,,PO BOX 340797,,COLUMBUS,OH,43234,P2024,,2024-03-26,5000.00,,CONTRIBUTION,,C00837484,,S4OH00192,MORENO,BERNIE,,,,S,OH,00,  ,,,,,,,DEBT RETIREMENT
SB23,C00566851,SB23014,,,CCM,FEDORCHAK FOR ND,,,,,,PO BOX 2422,,BISMARCK,ND,58502,P2024,,2024-03-26,5000.00,,CONTRIBUTION,,C00869370,,H4ND00061,FEDORCHAK,JULIE,,,,H,ND,00,  ,,,,,,,
SB23,C00566851,SB23004,,,CCM,FRIENDS OF DAVE MCCORMICK,,,,,,5831 FORWARD AVE #1344,,PITTSBURGH,PA,15217,G2024,,2024-03-26,5000.00,,CONTRIBUTION,,C00851980,,S2PA00661,MCCORMICK,DAVE,,,,S,PA,00,  ,,,,,,,
SB23,C00566851,SB23005,,,CCM,HOVDE FOR WISCONSIN,,,,,,PO BOX 2055,,MADISON,WI,53701,P2024,,2024-03-26,5000.00,,CONTRIBUTION,,C00870139,,S4WI00256,HOVDE,ERIC,,,,S,WI,00,  ,,,,,,,
SB23,C00566851,SB23010,,,CCM,HOVDE FOR WISCONSIN,,,,,,PO BOX 2055,,MADISON,WI,53701,G2024,,2024-03-26,5000.00,,CONTRIBUTION,,C00870139,,S4WI00256,HOVDE,ERIC,,,,S,WI,00,  ,,,,,,,
SB23,C00566851,SB23012,,,CCM,JIM JUSTICE FOR U.S. SENATE,,,,,,3501 MACCORKLE AVE SE NUM 131,,CHARLESTON,WV,25304,P2024,,2024-03-26,5000.00,,CONTRIBUTION,,C00839100,,S4WV00332,JUSTIVE,JAMES,CONLEY,,II,S,WV,00,  ,,,,,,,
SB23,C00566851,SB23006,,,CCM,KARI LAKE FOR SENATE,,,,,,PO BOX 34341,,PHOENIX,AZ,85067,G2024,,2024-03-26,5000.00,,CONTRIBUTION,,C00852343,,S4AZ00220,LAKE,KARI,,,,S,AZ,00,  ,,,,,,,
SB23,C00566851,SB23007,,,CCM,NELLA FOR SENATE,,,,,,PO BOX 92918,,ALBUQUERQUE,NM,87199,P2024,,2024-03-26,5000.00,,CONTRIBUTION,,C00865956,,S4NM00183,DOMENICI,NELLA,LOUISE,,,S,NM,00,  ,,,,,,,
SB23,C00566851,SB23011,,,CCM,NELLA FOR SENATE,,,,,,PO BOX 92918,,ALBUQUERQUE,NM,87199,G2024,,2024-03-26,5000.00,,CONTRIBUTION,,C00865956,,S4NM00183,DOMENICI,NELLA,LOUISE,,,S,NM,00,  ,,,,,,,
SB23,C00566851,SB23008,,,CCM,SAM BROWN FOR NEVADA,,,,,,PO BOX 34089,,RENO,NV,89533,G2024,,2024-03-26,5000.00,,CONTRIBUTION,,C00845032,,S2NV00308,BROWN,SAM,,,,S,NV,00,  ,,,,,,,
SB23,C00566851,SB23009,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 6456,,HELENA,MT,59604,G2024,,2024-03-26,5000.00,,CONTRIBUTION,,C00844159,,S4MT00183,SHEEHY,TIM,,,,S,MT,00,  ,,,,,,,
SB23,C00566851,SB23016,,,CCM,LESLIE FOR WASHINGTON,,,,,,PO BOX 979,,CAMAS,WA,98607,P2024,,2024-03-30,3300.00,,CONTRIBUTION,,C00838417,,H4WA03122,LEWALLEN,LESLIE,,,,H,WA,03,  ,,,,,,,
