form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB96104,,,PAC,Citizens for Rick Jasperse,,,,,,89 Apple Valley Farm Lane,,Jasper,GA,30143,,,2024-01-02,2000.00,,,011,,Citizens for Rick Jasperse,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96103,,,PAC,McDonald for Georgia,,,,,,4180 Creekwood Dr.,,Cumming,GA,30041,,,2024-01-02,500.00,,,011,,McDonald for Georgia,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96883,,,PAC,Friends of Heidi Balderree,,,,,,1407 S Rocky Ridge Lane,,Saratoga Springs,UT,84045,,,2024-01-04,500.00,,,011,,Friends of Heidi Balderree,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96105,,,PAC,Vicki Lopez Campaign,,,,,,"2600 Douglas Road, Suite 800",,Coral Gables,FL,33134,,,2024-01-04,1000.00,,,011,,Vicki Lopez Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96885,,,PAC,Our Democracy,,,,,,2929 SW 3rd Avenue; 220,,Miami,FL,33129,,,2024-01-08,5000.00,,,011,,Our Democracy,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96884,,,PAC,Republican Assembly Campaign Committee,,,,,,148 East Johnson Street,,Madison,WI,53703,,,2024-01-08,2500.00,,,011,,Republican Assembly Campaign Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96891,,,PAC,Alexandra Davis Campaign,,,,,,P.O. Box 278762,,Miramar,FL,33027,,,2024-01-10,1000.00,,,011,,Alexandra Davis Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96886,,,PAC,Floridians for a Sronger Tomorrow,,,,,,"110 E Broward Blvd., Suite 1700",,Ft. Lauderdale,FL,33301,,,2024-01-10,2000.00,,,011,,Floridians for a Sronger Tomorrow,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96890,,,PAC,Hazelle Rogers Campaign,,,,,,P.O. Box 6083,,Ft. Lauderdale,FL,33310,,,2024-01-10,1000.00,,,011,,Hazelle Rogers Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96889,,,PAC,Michael Udine Campaign,,,,,,7733 Mirvanna Lane,,Parkland,FL,33076,,,2024-01-10,1000.00,,,011,,Michael Udine Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96888,,,PAC,Nan Rich for Broward County Commission District 1,,,,,,2748 Pinehurst,,Weston,FL,33332,,,2024-01-10,1000.00,,,011,,Nan Rich for Broward County Commission District 1,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96894,,,PAC,Committee to Elect Phillip DeVillier,,,,,,439 Highway 758,,Eunice,LA,70535,,,2024-01-11,1000.00,,,011,,Committee to Elect Phillip DeVillier,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96892,,,PAC,Debbie Ingalsbe Campaign,,,,,,4909 S. Old Bastrop Hwy,,San Marcos,TX,78666,,,2024-01-11,2500.00,,,011,,Debbie Ingalsbe Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96895,,,PAC,Amelia for Utah,,,,,,780 E. 1150 N.,,Pleasant Grove,UT,84062,,,2024-01-12,500.00,,,011,,Amelia for Utah,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96898,,,PAC,Kionne McGhee Campaign,,,,,,PO Box 700388,,Miami,FL,33170,,,2024-01-19,1000.00,,,011,,Kionne McGhee Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96897,,,PAC,Tara Sreekrishnan for Assembly 2024,,,,,,P.O. Box 1105 21701 Stevens Creek ,,Cupertino,CA,95014,,,2024-01-19,250.00,,,011,,Tara Sreekrishnan for Assembly 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96901,,,PAC,Blanca Rubio for Assembly 2024,,,,,,"921 11th Street, Suite 904",,Sacramento,CA,95814,,,2024-01-24,500.00,,,011,,Blanca Rubio for Assembly 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96900,,,PAC,Dustin Burrows Campaign,,,,,,P.O. Box 2569,,Lubbock,TX,79408,,,2024-01-24,500.00,,,011,,Dustin Burrows Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96902,,,PAC,"Camden County Democratic Committee, Inc.",,,,,,2240-15 Route 70 West,,Cherry Hill,NJ,08002,,,2024-01-25,1800.00,,,011,,"Camden County Democratic Committee, Inc.",,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96903,,,PAC,EFO Dyer for Commissioner,,,,,,2240-15 Route 70 West,,Cherry Hill,NJ,08002,,,2024-01-25,200.00,,,011,,EFO Dyer for Commissioner,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96905,,,PAC,HNTB Missouri PAC - Federal Committee,,,,,,"28 Liberty Ship Way, Suite 2815",,Sausalito,CA,94965,,,2024-01-26,5000.00,,,011,,HNTB Missouri PAC - Federal Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96904,,,PAC,Tim Bearden for Georgia Inc.,,,,,,1060 Powers Place,,Alpharetta,GA,30009,,,2024-01-26,250.00,,,011,,Tim Bearden for Georgia Inc.,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96906,,,PAC,Gregg Riess for Overland Park,,,,,,13004 King Street,,Overland Park,KS,66213,,,2024-01-28,-500.00,,Void Check - Not Negotiated,011,,Gregg Riess for Overland Park,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96907,,,PAC,Jemeia Haines for Overland Park,,,,,,11007 W 99th Street,,Overland Park,KS,66214,,,2024-01-28,-500.00,,Void Check - Not Negotiated,011,,Jemeia Haines for Overland Park,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB96909,,,PAC,John Bauters for County Supervisor 2024,,,,,,"1700 Tribute Road, Suite 201",,Sacramento,CA,95815,,,2024-01-30,250.00,,,011,,John Bauters for County Supervisor 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
