form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00543207,SB23.I16308,,,CCM,DAVE MCCORMICK FOR US SENATE,,,,,,PO BOX 23215,,PITTSBURGH,PA,15222,G2024,,2023-09-22,5000.00,,,,C00800623,,S2PA00661,MCCORMICK,DAVE,,,,S,PA,,  ,,,,,,,CONTRIBUTION
SB23,C00543207,SB23.I16320,,,CCM,DAVE MCCORMICK FOR US SENATE,,,,,,PO BOX 23215,,PITTSBURGH,PA,15222,P2024,,2023-09-22,5000.00,,CONTRIBUTION,,C00800623,,S2PA00661,MCCORMICK,DAVE,,,,S,PA,,  ,,,,,,,
SB23,C00543207,SB23.I16313,,,CCM,"DOUG BURGUM FOR AMERICA, INC.",,,,,,824 S MILLEDGE AVE STE 101,,ATHENS,GA,30605,P2024,,2023-07-14,5000.00,,CONTRIBUTION,,C00842302,,P40013518,BURGUM,DOUG,,,,P,ND,,  ,,,,,,,CONTRIBUTION
SB23,C00543207,SB23.I16315,,,CCM,JIM JUSTICE FOR U.S. SENATE,,,,,,3501 MACCORKLE AVE SE,NUM 131,CHARLESTON,WV,25304,G2024,,2023-09-25,5000.00,,CONTRIBUTION,,C00839100,,S4WV00332,JUSTICE,JAMES,CONLEY,,II,S,WV,,  ,,,,,,,CONTRIBUTION
SB23,C00543207,SB23.I16307,,,CCM,ROGERS FOR SENATE,,,,,,PO BOX 132,,ST. JOSEPH,MI,49085,P2024,,2023-09-21,5000.00,,CONTRIBUTION,,C00849810,,S4MI00595,ROGERS,MICHAEL,J,,,S,MI,,  ,,,,,,,CONTRIBUTION
SB23,C00543207,SB23.I16321,,,CCM,ROGERS FOR SENATE,,,,,,PO BOX 132,,ST. JOSEPH,MI,49085,G2024,,2023-09-21,5000.00,,CONTRIBUTION,,C00849810,,S4MI00595,ROGERS,MICHAEL,J,,,S,MI,,  ,,,,,,,
SB23,C00543207,SB23.I16316,,,CCM,ROMNEY FOR UTAH INC,,,,,,C/O RED CURVE SOLUTIONS,"138 CONANT STREET, 2ND FLOOR",BEVERLY,MA,01915,P2024,,2023-09-25,-5000.00,,CONTRIBUTION,,C00670695,,S8UT00176,ROMNEY,WILLARD,MITT,MR,,S,UT,,  ,,,,,,,UNCLEARED CHECK
SB23,C00543207,SB23.I16317,,,CCM,ROMNEY FOR UTAH INC,,,,,,C/O RED CURVE SOLUTIONS,"138 CONANT STREET, 2ND FLOOR",BEVERLY,MA,01915,G2024,,2023-09-25,-5000.00,,CONTRIBUTION,,C00670695,,S8UT00176,ROMNEY,WILLARD,MITT,MR,,S,UT,,  ,,,,,,,UNCLEARED CHECK
SB23,C00543207,SB23.I16319,,,CCM,SAM BROWN FOR NEVADA,,,,,,PO BOX 750844,,LAS VEGAS,NV,89136,P2024,,2023-09-29,5000.00,,CONTRIBUTION,,C00845032,,S4NV00288,BROWN,SAM,,,,S,NV,,  ,,,,,,,
SB23,C00543207,SB23.I16825,,,CCM,SCOTT ARMEY FOR CONGRESS,,,,,,1715 FALCON DRIVE,,CORINTH,TX,76210,P2024,,2023-12-27,1700.00,,CONTRIBUTION,,C00857763,,H4TX26164,ARMEY,SCOTT,,MR.,,H,TX,26,  ,,,,,,,
SB23,C00543207,SB23.I16314,,,CCM,TIM SHEEHY FOR MONTANA,,,,,,PO BOX 6456,,HELENA,MT,59604,P2024,,2023-07-14,5000.00,,CONTRIBUTION,,C00844159,,S4MT00183,SHEEHY,TIM,,,,S,MT,,  ,,,,,,,
