form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00742429,SB23.8737,,,CCM,Amanda Vincent Campaign Committee,,,,,,PO Box 226,,Romney,WV,26757,P2024,,2024-04-10,250.00,,Campaign Donation,011,,,,,,,,,,,,,,,,,,,
SB23,C00742429,SB23.8746,,,CCM,Arthena Roper for Magistrate,,,,,,PO Box 144,,Charles Town,WV,25414,P2024,,2024-04-19,250.00,,Campaign Donation,011,,,,,,,,,,,,,,,,,,,
SB23,C00742429,SB23.8729,,,CCM,Chris Smith for WV,,,,,,11 Hawkesyard Ln,,Charleston,WV,25311,P2024,,2024-04-04,250.00,,Campaign Donation,011,,,,,,,,,,,,,,,,,,,
SB23,C00742429,SB23.8720,,,CCM,Committee to Elect Christy Cardwell,,,,,,PO Box 853,,Coal City,WV,25823,P2024,,2024-04-02,250.00,,Campaign Donation,011,,,,,,,,,,,,,,,,,,,
SB23,C00742429,SB23.8739,,,CCM,Committee to Elect Courtney Williams,,,,,,401 McDowell Ave,,Dunbar,WV,25064,P2024,,2024-04-11,250.00,,Campaign Donation,010,,,,,,,,,,,,,,,,,,,
SB23,C00742429,SB23.8735,,,CCM,Committee to Elect Natalie Coots,,,,,,107 Brookwood Ln,,Beckley,WV,25801,P2024,,2024-04-08,250.00,,Campaign Donation,011,,,,,,,,,,,,,,,,,,,
SB23,C00742429,SB23.8717,,,COM,Deems for WV,,,,,,2015 Pride Ave,,Clarksburg,WV,26301,P2024,,2024-04-01,250.00,,Campaign Donation,011,,,,,,,,,,,,,,,,,,,
SB23,C00742429,SB23.8744,,,CCM,Donna Joy Campaign Committee,,,,,,PO Box 582,,Shepherdstown,WV,25443,P2024,,2024-04-16,250.00,,Campaign Donation,011,,,,,,,,,,,,,,,,,,,
SB23,C00742429,SB23.8733,,,CCM,Elect Randa D. Faulkner for WV House,,,,,,276 Mapledale Dairy Rd,,Princeton,WV,24739,P2024,,2024-04-04,250.00,,Campaign Donation,011,,,,,,,,,,,,,,,,,,,
SB23,C00742429,SB23.8726,,,CCM,Robby Parsons Campaign Committee,,,,,,1221 Wren Dr,,New Martinsville,WV,26155,P2024,,2024-04-03,250.00,,Campaign Donation,011,,,,,,,,,,,,,,,,,,,
SB23,C00742429,SB23.8724,,,CCM,Tia Rumbaugh Campaign Committee,,,,,,529 6th Ave,,Huntington,WV,25701,P2024,,2024-04-03,250.00,,Campaign Donation,011,,,,,,,,,,,,,,,,,,,
SB23,C00742429,SB23.8741,,,CCM,WES HOLDEN FOR CONGRESS,,,,,,23 HUMMINGBIRD LANE,,SISSONVILLE,WV,25320,P2024,,2024-04-15,250.00,,Campaign Donation,011,C00859868,,,,,,,,H,WV,01,,,,,,,,
