form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00563726,B-11352,,,CCM,Ciscomani for Congress,,,,,,PO Box 35103,,Tucson,AZ,85740,G2024,,2024-06-28,5000.00,5000.00,PAC Political Contribution,011,C00786194,Ciscomani for Congress,H2AZ02360,Ciscomani,Juan,,,,H,AZ,06,,,,,,,,
SB23,C00563726,B-11350,,,CCM,Jeff Crank for Congress,,,,,,9235 N Union Blvd,Ste 150-164,Colorado Springs,CO,80920,P2024,,2024-06-20,5000.00,10000.00,PAC Political Contribution,011,C00865592,Jeff Crank for Congress,H4CO05147,Crank,Jeff,,,,H,CO,05,,,,,,,,
SB23,C00563726,B-11353,,,CCM,Lawler for Congress,,,,,,PO Box 87,,South Salem,NY,10590,G2024,,2024-06-26,5000.00,5000.00,PAC Political Contribution,011,C00815415,Lawler for Congress,H2NY17162,Lawler,Michael Vincent,,,,H,NY,17,,,,,,,,
SB23,C00563726,B-11254,,,CCM,Monique for Congress,,,,,,P.o. Box 51034,,Eugene,OR,97405,G2024,,2024-06-12,2500.00,2500.00,PAC Political Contribution,011,C00856401,Monique for Congress,H4OR04125,Despain,Monique,,,,H,OR,04,,,,,,,,
SB23,C00563726,B-11354,,,CCM,Rulli for Ohio,,,,,,P.o. Box 2971,,Youngstown,OH,44511,G2024,,2024-06-26,5000.00,5000.00,PAC Political Contribution,011,C00858415,Rulli for Ohio,H4OH06165,Rulli,Michael,,,,H,OH,06,,,,,,,,
SB23,C00563726,B-11355,,,CCM,Scott Baugh for Congress,,,,,,4040 Macarthur Boulevard,Suite 200,Newport Beach,CA,92660,G2024,,2024-06-24,5000.00,5000.00,PAC Political Contribution,011,C00798322,Scott Baugh for Congress,H2CA47196,Baugh,Scott,,,,H,CA,47,,,,,,,,
SB23,C00563726,B-11356,,,CCM,Theriault for Congress,,,,,,PO Box 291,,Fort Kent,ME,04743,G2024,,2024-06-25,5000.00,5000.00,PAC Political Contribution,011,C00852061,Theriault for Congress,H4ME02291,Theriault,Austin,Leo,,,H,ME,02,,,,,,,,
SB23,C00563726,B-11252,,,CCM,Troy Downing for US Senate,,,,,,PO Box 6668,,Bozeman,MT,59771,G2024,,2024-06-12,5000.00,5000.00,PAC Political Contribution,011,C00640052,Troy Downing for Congress,H4MT02098,Downing,Troy,,,,H,MT,02,,,,,,,,
SB23,C00563726,B-11245,,,CCM,Vikram for NH,,,,,,PO Box 1376,,Concord,NH,03302,P2024,,2024-06-07,5000.00,5000.00,PAC Political Contribution,011,C00813295,Vikram for NH,S2NH00272,Mansharamani,Vikram,,,,S,NH,00,,,,,,,,
SB23,C00563726,B-11357,,,CCM,Young Kim for Congress,,,,,,PO Box 2186,,Fullerton,CA,92837,G2024,,2024-06-28,5000.00,5000.00,PAC Political Contribution,011,C00665638,Kim for Congress,H8CA39240,Kim,Young,,,,H,CA,39,,,,,,,,
