form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00324483,SB23.14299,,,COM,Ameripac:  The fund for A Greater America,,,,,,700 13tth Street NW #600,,Washington,DC,20005,O2024,NA,2024-03-19,2500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.14277,,,CCM,BOB CASEY FOR SENATE INC,,,,,,PO BOX 58746,,PHILADELPHIA,PA,19102,P2024,,2024-01-02,3000.00,,Contribution,011,C00431056,BOB CASEY FOR SENATE INC,,Casey,Bob,,,Jr,S,PA,,,,,,,,,
SB23,C00324483,SB23.14291,,,CCM,Cliff Bentz for Congress,,,,,,660 Morgan Ave,,Ontario,OR,97914,G2024,,2024-03-19,1000.00,,Contribution,011,,Cliff Bentz for Congress,,Bentz,Cliff,,,,H,OR,02,,,,,,,,
SB23,C00324483,SB23.14301,,,CCM,Friends of Jim Clyburn,,,,,,PO Box 12567,,Columbia,SC,29211,G2024,,2024-03-19,5000.00,,Contribution,011,,Friends of Jim Clyburn,,Clyburn,Jim,E.,,,H,SC,06,,,,,,,,
SB23,C00324483,SB23.14289,,,CCM,Friends of Sherrod Brown,,,,,,600 Pennsylvania Ave SE #15180,,Washington,DC,20003,G2024,,2024-03-19,2000.00,,Contribution,011,,Friends of Sherrod Brown,,Brown,Sherrod,,,,S,OH,,,,,,,,,
SB23,C00324483,SB23.14290,,,CCM,Friends of Sherrod Brown,,,,,,600 Pennsylvania Ave SE #15180,,Washington,DC,20003,P2024,,2024-03-19,500.00,,Contribution,011,,Friends of Sherrod Brown,,Brown,Sherrod,,,,S,OH,,,,,,,,,
SB23,C00324483,SB23.14297,,,CCM,Hoyer for Congress,,,,,,7905 Malcolm Road,Suite 102,Clinton,MD,20735,G2024,,2024-03-19,2500.00,,Contribution,011,,Hoyer for Congress,,Hoyer,Steny,H.,,,H,MD,05,,,,,,,,
SB23,C00324483,SB23.14298,,,PAC,JOBS OPPORTUNITY AND NEW IDEAS PAC,,,,,,PO BOX 93441,,DES MOINES,IA,50393,O2024,NA,2024-03-19,1500.00,,Contribution,011,C00566851,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.14296,,,CCM,KAINE FOR VIRGINIA,,,,,,1751 POTOMAC GREENS DRIVE,,ALEXANDRIA,VA,22314,P2024,,2024-03-19,2500.00,,Contribution,010,C00495358,KAINE FOR VIRGINIA,,Kaine,Tim,,,,S,VA,,,,,,,,,
SB23,C00324483,SB23.14300,,,PAC,LankPAC,,,,,,1119 19th ST. NW,Suite 1100,Washington,DC,20036,O2024,NA,2024-03-19,1000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.14278,,,PAC,Lead Encourage Elect PAC,,,,,,18 Hampton Hills Lane,,Richmond,VA,23226,O2024,NA,2024-01-02,2500.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.14281,,,COM,Ohio Democratic Party,,,,,,340 East Fulton St,,Columbus,OH,43215,O2024,NA,2024-01-02,3300.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
SB23,C00324483,SB23.14284,,,PAC,Transmission PAC,,,,,,c/o SC Partners,226 7th St NE Unit B,Washington,DC,20002,O2024,NA,2024-02-27,5000.00,,Contribution,011,,,,,,,,,,,,,,,,,,,
