form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00469429,SB23.I60411,,,CCM,AARON BEAN FOR CONGRESS,,,,,,2640A MITCHAM DRIVE,,TALLAHASSEE,FL,32308,P2024,,2023-09-26,2500.00,,COMMITTEE CONTRIBUTION,,C00816983,,H2FL04211,BEAN,AARON,P.,,,H,FL,04,  ,,,,,,,
SB23,C00469429,SB23.I58906,,,CCM,"ANDY BARR FOR CONGRESS, INC.",,,,,,PO BOX 2059,,LEXINGTON,KY,405882059,P2024,,2023-07-26,5000.00,,COMMITTEE CONTRIBUTION,,C00467571,,H0KY06104,BARR,GARLAND ,ANDY,,,H,KY,06,  ,,,,,,,
SB23,C00469429,SB23.I60696,,,CCM,BEN TOMA FOR CONGRESS,,,,,,8325 W HAPPY VALLEY ROAD,SUITE 120,PEORIA,AZ,85383,P2024,,2023-11-13,2000.00,,COMMITTEE CONTRIBUTION ,,C00855502,,H4AZ08140,TOMA,BEN,,,,H,AZ,08,  ,,,,,,,
SB23,C00469429,SB23.I60428,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,P2024,,2023-09-26,2500.00,,COMMITTEE CONTRIBUTION,,C00806307,,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,  ,,,,,,,
SB23,C00469429,SB23.I57841,,,CCM,CELESTE FOR CONGRESS,,,,,,1794 W. AARON TIPPETS ROAD,,CEDAR CITY,UT,84721,O2023,SPECIAL PRIMARY,2023-07-10,2500.00,,COMMITTEE CONTRIBUTION ,,C00842765,,H4UT02296,MALOY,CELESTE,,,,H,UT,02,  ,,,,,,,
SB23,C00469429,SB23.I59336,,,CCM,CELESTE FOR CONGRESS,,,,,,1794 W. AARON TIPPETS ROAD,,CEDAR CITY,UT,84721,O2023,SPECIAL GENERAL,2023-09-12,2500.00,,COMMITTEE CONTRIBUTION ,,C00842765,,H4UT02296,MALOY,CELESTE,,,,H,UT,02,  ,,,,,,,
SB23,C00469429,SB23.I60414,,,CCM,CHUCK EDWARDS FOR CONGRESS,,,,,,337 NORTH MAIN STREET,,HENDERSONVILLE,NC,28792,P2024,,2023-09-26,2500.00,,COMMITTEE CONTRIBUTION,,C00796433,,H2NC14050,EDWARDS,CHUCK,,,,H,NC,11,  ,,,,,,,
SB23,C00469429,SB23.I60408,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,857405103,P2024,,2023-09-26,2500.00,,COMMITTEE CONTRIBUTION,,C00786194,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,06,  ,,,,,,,
SB23,C00469429,SB23.I60787,,,CCM,CRAIG RIEDEL FOR OHIO,,,,,,PO BOX 141104,,TOLEDO,OH,43614,P2024,,2023-11-30,2500.00,,COMMITTEE CONTRIBUTION,,C00800003,,H2OH09189,RIEDEL,CRAIG,,,,H,OH,09,  ,,,,,,,
SB23,C00469429,SB23.I60791,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,989091949,P2024,,2023-11-30,1000.00,,COMMITTEE CONTRIBUTION,,C00559393,,H4WA04104,NEWHOUSE,DAN,,,,H,WA,04,  ,,,,,,,
SB23,C00469429,SB23.I60435,,,CCM,DANIEL WEBSTER FOR CONGRESS,,,,,,P. O. BOX 1007,,WEBSTER,FL,335971134,P2024,,2023-09-26,5000.00,,COMMITTEE CONTRIBUTION,,C00481911,,H0FL08208,WEBSTER,DANIEL,,,,H,FL,11,  ,,,,,,,
SB23,C00469429,SB23.I60790,,,CCM,"DERRICK ANDERSON FOR VA, INC.",,,,,,PO BOX 330,,FREDERICKSBURG,VA,22404,P2024,,2023-11-30,2500.00,,COMMITTEE CONTRIBUTION,,C00791574,,H2VA07170,ANDERSON,DERRICK,,,,H,VA,07,  ,,,,,,,
SB23,C00469429,SB23.I60427,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2023-09-26,2500.00,,COMMITTEE CONTRIBUTION,,C00809426,,H2NY04277,DESPOSITO,ANTHONY,P,,,H,NY,04,  ,,,,,,,
SB23,C00469429,SB23.I60422,,,CCM,FRIENDS OF MCCORMICK,,,,,,PO BOX 3043,,CUMMING,GA,30040,P2024,,2023-09-26,2500.00,,COMMITTEE CONTRIBUTION,,C00706747,,H0GA07273,MCCORMICK,RICHARD,DEAN,DR.,,H,GA,06,  ,,,,,,,
SB23,C00469429,SB23.I60418,,,CCM,FRY FOR CONGRESS,,,,,,PO BOX 14641,,SURFSIDE BEACH,SC,29587,P2024,,2023-09-26,2500.00,,COMMITTEE CONTRIBUTION,,C00786657,,H2SC07280,FRY,RUSSELL,,,,H,SC,07,  ,,,,,,,
SB23,C00469429,SB23.I60780,,,CCM,GEORGE LOGAN FOR CONGRESS,,,,,,26 CATOONAH STREET,BOX 72,RIDGEFIELD,CT,06877,P2024,,2023-11-30,2500.00,,COMMITTEE CONTRIBUTION,,C00784926,,H2CT05222,LOGAN,GEORGE,S,,,H,CT,05,  ,,,,,,,
