form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00831651,SB21B.I28,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-04-17,41.90,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I33,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-05-16,13.80,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I35,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS ST,STE 1770,NEW ORLEANS,LA,70112,,,2023-05-25,2000.30,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I23,,,ORG,CHAINBRIDGE,,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2023-05-02,25.00,,PAC BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I40,,,ORG,CHAINBRIDGE,,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2023-05-31,25.00,,PAC BANK FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I37,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22182,,,2023-05-31,500.00,,PAC SOFTWARE,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I60,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD,SUITE 400,TYSONS CORNER,VA,22182,,,2023-06-28,750.00,,PAC SOFTWARE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I43,,,ORG,"DIRECT MAIL PROCESSORS, INC",,,,,,1150 CONRAD CT,,HAGERSTOWN,MD,21740,,,2023-05-11,1700.00,,PAC DIRECT MAIL PROCESSING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I50,,,ORG,"DIRECT MAIL PROCESSORS, INC",,,,,,1150 CONRAD CT,,HAGERSTOWN,MD,21740,,,2023-05-25,870.85,,PAC DIRECT MAIL PROCESSING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I46,,,ORG,DONORBUREAU,,,,,,1900 RESTON METRO PLAZA,,RESTON,VA,20190,,,2023-05-18,261.43,,PAC DIRECT MAIL PRODUCTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I54,,,ORG,ELITE CARD PROCESSING,,,,,,13701 MAUGAR SUITE 5,,HAGERSTOWN,MD,21740,,,2023-05-31,87.36,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I74,,,ORG,ELITE CARD PROCESSING,,,,,,13701 MAUGAR SUITE 5,,HAGERSTOWN,MD,21740,,,2023-06-02,69.46,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I44,,,ORG,"FULFILLMENT SOLUTIONS, INC",,,,,,44970 FALCON PL,SUITE 400,STERLING,VA,20166,,,2023-05-18,7918.80,,PAC DIRECT MAIL PROCESSING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I47,,,ORG,HSP DIRECT,,,,,,20130 LAKEVIEW CENTER PLAZA,,ASHBURN,VA,20147,,,2023-05-18,2915.90,,PAC DIRECT MAIL PRODUCTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I75,,,ORG,HSP DIRECT,,,,,,20130 LAKEVIEW CENTER PLAZA,,ASHBURN,VA,20147,,,2023-06-29,4104.40,,PAC DIRECT MAIL PRODUCTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I52,,,ORG,INTEGRAM,,,,,,22695 COMMERCE CENTER COURT,SUITE 170,DULLES,VA,20166,,,2023-05-11,6603.65,,PAC DIRECT MAIL PRINTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I79,,,ORG,INTEGRAM,,,,,,22695 COMMERCE CENTER COURT,SUITE 170,DULLES,VA,20166,,,2023-06-07,3000.00,,PAC DIRECT MAIL PRINTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I45,,,ORG,NOVA LIST MARKETING SOLUTIONS,,,,,,20130 LAKEVIEW CENTER PLAZA,SUITE 300,ASHBURN,VA,20147,,,2023-05-18,905.94,,PAC DIRECT MAIL LIST,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I48,,,ORG,NOVA LIST MARKETING SOLUTIONS,,,,,,20130 LAKEVIEW CENTER PLAZA,SUITE 300,ASHBURN,VA,20147,,,2023-05-25,434.34,,PAC DIRECT MAIL LIST,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I49,,,ORG,"ONPOINT DATA STRATEGY, LLC",,,,,,20130 LAKEVIEW CENTER PLAZA,SUITE 300,ASHBURN,VA,20147,,,2023-05-25,816.30,,PAC DIRECT MAIL PROCESSING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I76,,,ORG,"ONPOINT DATA STRATEGY, LLC",,,,,,20130 LAKEVIEW CENTER PLAZA,SUITE 300,ASHBURN,VA,20147,,,2023-06-29,308.50,,PAC DIRECT MAIL PROCESSING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I53,,,ORG,"POSTAGE FOR DIRECT MAIL FUNDRAISING, LLC",,,,,,20130 LAKEVIEW CENTER PLAZA,SUITE 300,ASHBURN,VA,20147,,,2023-05-11,21119.82,,PAC DIRECT MAIL POSTAGE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I77,,,ORG,"POSTAGE FOR DIRECT MAIL FUNDRAISING, LLC",,,,,,20130 LAKEVIEW CENTER PLAZA,SUITE 300,ASHBURN,VA,20147,,,2023-06-22,1750.00,,PAC DIRECT MAIL POSTAGE & SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I78,,,ORG,"POSTAGE FOR DIRECT MAIL FUNDRAISING, LLC",,,,,,20130 LAKEVIEW CENTER PLAZA,SUITE 300,ASHBURN,VA,20147,,,2023-06-29,17210.20,,PAC DIRECT MAIL POSTAGE & SHIPPING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I14,,,ORG,PROFESSIONAL DATA SERVICES,,,,,,824 S MILLEDGE AVENUE,STE 101,ATHENS,GA,30605,,,2023-04-12,1597.19,,PAC COMPLIANCE CONSULTING NON-CONTRIBUTION ACCOUNT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I31,,,ORG,PROFESSIONAL DATA SERVICES,,,,,,824 S MILLEDGE AVENUE,STE 101,ATHENS,GA,30605,,,2023-05-15,1523.40,,PAC COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I55,,,ORG,PROFESSIONAL DATA SERVICES,,,,,,824 S MILLEDGE AVENUE,STE 101,ATHENS,GA,30605,,,2023-06-13,1521.00,,PAC COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I21,,,ORG,REDROCK STRATEGIES,,,,,,9500 W FLAMINGO RD #203,,LAS VEGAS,NV,89147,,,2023-04-13,881.98,,PAC FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I39,,,ORG,REDROCK STRATEGIES,,,,,,9500 W FLAMINGO RD #203,,LAS VEGAS,NV,89147,,,2023-05-31,5094.40,,PAC FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I58,,,ORG,REDROCK STRATEGIES,,,,,,9500 W FLAMINGO RD #203,,LAS VEGAS,NV,89147,,,2023-06-27,2441.40,,PAC FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I24,,,ORG,"SOUNDVIEW STRATEGIES, LLC",,,,,,50 GRAVESEND AVENUE,,MONTAUK,NY,11954,,,2023-04-12,4200.00,,PAC FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I25,,,ORG,"SOUNDVIEW STRATEGIES, LLC",,,,,,50 GRAVESEND AVENUE,,MONTAUK,NY,11954,,,2023-05-02,1588.14,,PAC FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I38,,,ORG,"SOUNDVIEW STRATEGIES, LLC",,,,,,50 GRAVESEND AVENUE,,MONTAUK,NY,11954,,,2023-05-31,1500.00,,PAC FUNDRAISING CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I1,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD.,,ARLINGTON,VA,22209,,,2023-03-07,388.42,,PAC CC TRANSACTION FEES,001,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I2,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD.,,ARLINGTON,VA,22209,,,2023-03-12,22.93,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I29,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD.,,ARLINGTON,VA,22209,,,2023-04-28,378.22,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I3,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD.,,ARLINGTON,VA,22209,,,2023-03-20,281.02,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I30,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD.,,ARLINGTON,VA,22209,,,2023-05-09,88.81,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I32,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD.,,ARLINGTON,VA,22209,,,2023-05-15,3.22,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I34,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD.,,ARLINGTON,VA,22209,,,2023-05-23,1.98,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I36,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD.,,ARLINGTON,VA,22209,,,2023-05-30,2.09,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I4,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD.,,ARLINGTON,VA,22209,,,2023-03-27,75.96,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I41,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD.,,ARLINGTON,VA,22209,,,2023-06-06,106.72,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I42,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD.,,ARLINGTON,VA,22209,,,2023-06-12,1.98,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I56,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD.,,ARLINGTON,VA,22209,,,2023-06-19,1.97,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00831651,SB21B.I57,,,ORG,WINRED TECHNICAL SERVICES,,,,,,1776 WILSON BLVD.,,ARLINGTON,VA,22209,,,2023-06-27,199.25,,PAC CC TRANSACTION FEES,,,,,,,,,,,,,  ,,,,,,,
