form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00762419,B-6492,,,ORG,Actblue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,P2024,,2023-10-30,1.69,,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6493,,,ORG,Actblue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,P2024,,2023-11-06,4.77,,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6494,,,ORG,Actblue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,P2024,,2023-11-13,5.43,,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6505,,,ORG,Actblue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,P2024,,2023-11-20,3.18,,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6506,,,ORG,Actblue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,P2024,,2023-11-27,2.19,,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6507,,,ORG,Actblue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,P2024,,2023-11-30,0.10,,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6516,,,ORG,Actblue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,P2024,,2023-12-07,4.97,,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6524,,,ORG,Actblue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,P2024,,2023-12-14,5.23,,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6533,,,ORG,Actblue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,P2024,,2023-12-21,3.18,,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6534,,,ORG,Actblue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,P2024,,2023-12-28,2.19,,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6535,,,ORG,Actblue Technical Services,,,,,,366 Summer Street,,Somerville,MA,02144,P2024,,2023-12-31,0.10,,Service Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6392,,,ORG,Amalgamated Bank,,,,,,1825 K Street Northwest,,Washington,DC,20036,P2024,,2023-07-26,80.00,,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6488,,,ORG,Amalgamated Bank,,,,,,1825 K Street Northwest,,Washington,DC,20036,P2024,,2023-08-25,80.00,,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6489,,,ORG,Amalgamated Bank,,,,,,1825 K Street Northwest,,Washington,DC,20036,P2024,,2023-09-27,65.00,,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6490,,,ORG,Amalgamated Bank,,,,,,1825 K Street Northwest,,Washington,DC,20036,P2024,,2023-10-27,80.00,,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6513,,,ORG,Amalgamated Bank,,,,,,1825 K Street Northwest,,Washington,DC,20036,P2024,,2023-11-29,80.00,,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6536,,,ORG,Amalgamated Bank,,,,,,1825 K Street Northwest,,Washington,DC,20036,P2024,,2023-12-29,65.00,,Bank Fee; IE-Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6370,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,P2024,,2023-07-05,100.00,,Serivce Fee; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6485,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,P2024,,2023-08-02,100.00,,Serivce Fee; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6486,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,P2024,,2023-09-05,100.00,,Serivce Fee; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6487,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,P2024,,2023-10-03,100.00,,Serivce Fee; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6491,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,P2024,,2023-11-02,100.00,,Serivce Fee; IE only account,,,,,,,,,,,,,,,,,,,,
SB29,C00762419,B-6515,,,ORG,Integrated Solutions: Political,,,,,,4142 Adams Avenue,Suite 103-550,San Diego,CA,92116,P2024,,2023-12-04,100.00,,Serivce Fee: IE only account,,,,,,,,,,,,,,,,,,,,
