form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00747642,SB23.4487,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 414,,SCRANTON,PA,18501,P2024,,2023-12-08,1000.00,,Contribution,,C00509968,CARTWRIGHT FOR CONGRESS,H2PA17079,CARTWRIGHT,MATTHEW A.,,,,H,PA,08,,,,,,,,
SB23,C00747642,SB23.4481,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,PO BOX 313,,MANCHESTER,NH,03105,P2024,,2023-12-08,1000.00,,Contribution,,C00660464,CHRIS PAPPAS FOR CONGRESS,H8NH01210,PAPPAS,CHRIS,,,,H,NH,01,,,,,,,,
SB23,C00747642,SB23.4470,,,CCM,DR KIM SCHRIER FOR CONGRESS,,,,,,PO BOX 2728,,ISSAQUAH,WA,98027,P2024,,2023-12-20,1000.00,,Contribution,,C00652628,DR KIM SCHRIER FOR CONGRESS,H8WA08189,SCHRIER,KIM DR.,,,,H,WA,08,,,,,,,,
SB23,C00747642,SB23.4497,,,CCM,FRIENDS OF JAHANA HAYES,,,,,,PO BOX 1487,,WATERBURY,CT,06721,C2024,Convention,2023-12-04,1000.00,,Contribution,,C00677898,FRIENDS OF JAHANA HAYES,H8CT05245,HAYES,JAHANA,,,,H,CT,05,,,,,,,,
SB23,C00747642,SB23.4486,,,CCM,GABE VASQUEZ FOR CONGRESS,,,,,,DRAWER L,,MESILLA,NM,88046,P2024,,2023-12-08,1000.00,,Contribution,,C00789404,GABE VASQUEZ FOR CONGRESS,H2NM02191,VASQUEZ,GABRIEL,,,,H,NM,02,,,,,,,,
SB23,C00747642,SB23.4474,,,CCM,KAPTUR FOR CONGRESS,,,,,,PO BOX 899,,TOLEDO,OH,43697,P2024,,2023-12-19,1000.00,,Contribution,,C00154625,KAPTUR FOR CONGRESS,H2OH09031,KAPTUR,MARCY HON. M.C.,,,,H,OH,09,,,,,,,,
SB23,C00747642,SB23.4495,,,CCM,MARIE FOR CONGRESS,,,,,,PO BOX 1164,,WASHOUGAL,WA,98671,P2024,,2023-12-07,1000.00,,Contribution,,C00806174,MARIE FOR CONGRESS,H2WA03217,GLUESENKAMP PEREZ,MARIE,,,,H,WA,03,,,,,,,,
SB23,C00747642,SB23.4479,,,CCM,MARY PELTOLA FOR ALASKA,,,,,,PO BOX 210014,,ANCHORAGE,AK,99521,P2024,,2023-12-12,1000.00,,Contribution,,C00812388,MARY PELTOLA FOR ALASKA,H2AK01158,PELTOLA,MARY,,,,H,AK,01,,,,,,,,
SB23,C00747642,SB23.4478,,,CCM,MRVAN FOR CONGRESS,,,,,,PO BOX 55,,CROWN POINT,IN,46308,P2024,,2023-12-13,1000.00,,Contribution,,C00727529,MRVAN FOR CONGRESS,H0IN01150,MRVAN,FRANK J.,,,,H,IN,01,,,,,,,,
SB23,C00747642,SB23.4491,,,CCM,SCHOLTEN FOR CONGRESS,,,,,,P.O. BOX 6233,,GRAND RAPIDS,MI,49510,P2024,,2023-12-08,1000.00,,Contribution,,C00711317,SCHOLTEN FOR CONGRESS,H0MI03316,SCHOLTEN,HILLARY,,,,H,MI,03,,,,,,,,
