form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00589309,500734450,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-11-05,5000.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500712944,,C00685297,Elect Democratic Women,,,,,,,,,,,,,,,,,
SB23,C00589309,500734451,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,G2024,,2024-11-05,1000.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500712945,,C00855353,,,ELFRETH,SARAH,KELLY,,,H,MD,03,,,,,,,,
SB23,C00589309,500734452,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-11-05,10000.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500712946,,C00000935,DCCC,,,,,,,,,,,,,,,,,
SB23,C00589309,500734453,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,G2024,,2024-11-05,3300.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500712947,,C00878454,,,GOODLANDER,MAGGIE,,,,H,NH,02,,,,,,,,
SB23,C00589309,500734454,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,G2024,,2024-11-05,2000.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500712948,,C00653816,,,Golden,Jared,,,,H,ME,02,,,,,,,,
SB23,C00589309,500734455,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,G2024,,2024-11-05,2000.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500712949,,C00793935,,,SORENSEN,ERIC,,,,H,IL,17,,,,,,,,
SB23,C00589309,500734456,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,,,2024-11-05,5000.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500712950,,C00365536,CHC BoldPAC,,,,,,,,,,,,,,,,,
SB23,C00589309,500734457,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,G2024,,2024-11-05,2000.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500719061,,C00840041,,,KERR,JOSEPH,,,,H,CA,40,,,,,,,,
SB23,C00589309,500734458,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,G2024,,2024-11-05,2000.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500719062,,C00797217,,,Vallejo,Michelle,,,,H,TX,15,,,,,,,,
SB23,C00589309,500734459,,,ORG,American Express,,,,,,2965 W Corporate Lakes Blvd,,Weston,FL,333313626,G2024,,2024-11-05,1000.00,0.00,Credit Card Payment - See Transaction ID for Memo Itemization: 500719063,,C00784371,,,Vargas,Anthony,,,,H,NE,02,,,,,,,,
