form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00767871,500040190,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-07-26,120.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040401,,,ORG,"Sazerac Company, Inc (Sazerac House)",,,,,,507 C St NE,,Washington,DC,200025809,,,2023-08-28,930.59,0.00,Event Space Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040441,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-09-11,79.00,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500039941,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2023-07-03,25.00,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040861,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,P2024,,2023-11-28,5000.00,0.00,"Credit Card Payment - Contribution, see Line 23",,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040771,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-10-27,85.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040212,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2023-08-02,25.00,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500041122,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-12-29,50.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040432,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2023-09-05,25.00,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040572,,,ORG,MBA Consulting Group,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2023-09-29,1500.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500041013,,,ORG,MBA Consulting Group,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2023-12-28,1500.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040833,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-11-29,10.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040553,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-09-27,10.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040063,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-17,49.38,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040044,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-10,29.63,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040205,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-31,9.88,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040425,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-08-25,85.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040765,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2023-11-02,25.00,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040427,,,ORG,MBA Consulting Group,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2023-09-01,1500.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040847,,,ORG,MBA Consulting Group,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2023-12-01,3000.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040587,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2023-10-02,119.75,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040308,,,ORG,American Express,,,,,,200 Vesey St,,New York,NY,102851000,P2028,,2023-08-28,351.22,0.00,Credit Card Payment - See Below if Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040310,500040308,SB21B,ORG,Whole Foods,,,,,,650 Ponce De Leon Ave NE,,Atlanta,GA,303081804,,,2023-08-28,310.94,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00767871,500040168,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-24,19.75,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040979,,,ORG,Paragon Payment Solutions,,,,,,2141 E Broadway Rd,Ste 202,Tempe,AZ,852821895,,,2023-12-04,25.00,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00767871,500040179,,,ORG,MBA Consulting Group,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2023-07-26,1500.00,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,
