form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00467837,500904261,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-12-29,40.00,0.00,Bank fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00467837,500904262,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2023-12-29,55.25,0.00,Bank fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00467837,500904248,,,ORG,"Campaign Compliance, Inc.",,,,,,946 Bandmann Trl,,Missoula,MT,598028834,,,2023-12-08,1001.26,0.00,Compliance consultant,,,,,,,,,,,,,,,,,,,,
SB21B,C00467837,500904243,,,ORG,Ed Perlmutter,,,,,,C/O Alison Wright 4000 Ramsey Dr,,Edgewater,MD,21037,,,2023-12-14,1741.44,0.00,Reimbursement(vendors that aggregate over $200 listed below),,,,,,,,,,,,,,,,,,,,
SB21B,C00467837,500904245,500904243,SB21B,ORG,Amtrak,,,,,,1 Massachusetts Ave NW,,Washington,DC,200011401,,,2023-12-04,222.00,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00467837,500904244,500904243,SB21B,ORG,Concorde Hotel,,,,,,127 E 55Th St,,New York,NY,100223502,,,2023-12-04,765.45,0.00,Travel,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00467837,500904246,500904243,SB21B,ORG,United Airlines,,,,,,1200 E Algonquin Rd,,Arlington Heights,IL,600054712,,,2023-12-04,224.62,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00467837,500904247,500904243,SB21B,ORG,United Airlines,,,,,,1200 E Algonquin Rd,,Arlington Heights,IL,600054712,,,2023-12-04,529.37,0.00,Airfare,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00467837,500904256,,,ORG,"Sebastian, The",,,,,,16 Vail Rd,,Vail,CO,816575049,,,2023-12-07,1924.32,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00467837,500904258,,,ORG,"Sebastian, The",,,,,,16 Vail Rd,,Vail,CO,816575049,,,2023-12-08,1924.32,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00467837,500904259,,,ORG,"Sebastian, The",,,,,,16 Vail Rd,,Vail,CO,816575049,,,2023-12-11,962.16,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00467837,500904260,,,ORG,"Sebastian, The",,,,,,16 Vail Rd,,Vail,CO,816575049,,,2023-12-11,962.16,0.00,Travel,,,,,,,,,,,,,,,,,,,,
SB21B,C00467837,500904255,,,ORG,Waldorf Phoenix,,,,,,2400 E Missouri Ave,,Phoenix,AZ,850163106,,,2023-12-05,948.93,0.00,Travel,,,,,,,,,,,,,,,,,,,,
