form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00364158,501162250,,,CCM,Dr. Kim Schrier for Congress,,,,,,PO Box 2728,,Issaquah,WA,980270125,P2024,,2024-04-15,2000.00,0.00,Federal Contribution,,C00652628,,,Schrier,Kim,,Dr.,,H,WA,08,,,,,,,,
SB23,C00364158,501162251,,,CCM,Sylvia Garcia for Congress,,,,,,PO Box 8530,,Houston,TX,772498530,G2024,,2024-04-15,1000.00,0.00,Federal Contribution,,C00660555,,,Garcia,Sylvia,R.,,,H,TX,29,,,,,,,,
SB23,C00364158,501162242,,,CCM,Martin Heinrich For Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,P2024,,2024-04-15,1000.00,0.00,Federal Contribution,,C00434563,,,Heinrich,Martin Trevor,,,,S,NM,00,,,,,,,,
SB23,C00364158,501162262,,,CCM,Kristin Lyerly for Congress,,,,,,1794 Allouez Ave,Ste # C,Green Bay,WI,543116281,P2024,,2024-04-15,5000.00,0.00,Federal Contribution,,C00875153,,,Lyerly,Kristin,,,,H,WI,08,,,,,,,,
SB23,C00364158,501162323,,,CCM,"Bob Casey for Senate, Inc.",,,,,,PO Box 58746,,Philadelphia,PA,191028746,P2024,,2024-04-15,1000.00,0.00,Federal Contribution,,C00431056,,,Casey,Robert,P.,,Jr.,S,PA,00,,,,,,,,
SB23,C00364158,501162243,,,PAC,The Hawkeye PAC,,,,,,PO Box 156,,Des Moines,IA,503010156,,,2024-04-15,1000.00,0.00,Federal Contribution,,C00379479,The Hawkeye PAC,,,,,,,,,,,,,,,,,
SB23,C00364158,501162245,,,PAC,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,,,2024-04-15,5000.00,0.00,Federal Contribution,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00364158,501162265,,,CCM,Kristin Lyerly for Congress,,,,,,1794 Allouez Ave,Ste # C,Green Bay,WI,543116281,G2024,,2024-04-15,5000.00,0.00,Federal Contribution,,C00875153,,,Lyerly,Kristin,,,,H,WI,08,,,,,,,,
SB23,C00364158,501162246,,,PAC,Future Forum PAC,,,,,,PO Box 83142,,Gaithersburg,MD,208833142,,,2024-04-15,2500.00,0.00,Federal Contribution,,C00625988,Future Forum PAC,,,,,,,,,,,,,,,,,
SB23,C00364158,501162248,,,CCM,Dr. Raul Ruiz For Congress,,,,,,PO Box 15096,,Washington,DC,200030096,G2024,,2024-04-15,1500.00,0.00,Federal Contribution,,C00502575,,,Ruiz,Raul,,Dr.,MD,H,CA,25,,,,,,,,
SB23,C00364158,501162258,,,CCM,Valadao for Congress,,,,,,5132 N Palm Ave,# 227,Fresno,CA,937042236,G2024,,2024-04-15,1000.00,0.00,Federal Contribution,,C00499392,,,Valadao,David,,,,H,CA,21,,,,,,,,
SB23,C00364158,501162249,,,CCM,Julia Brownley For Congress,,,,,,PO Box 2018,,Thousand Oaks,CA,913582018,G2024,,2024-04-15,1000.00,0.00,Federal Contribution,,C00513077,,,Brownley,Julia,,,,H,CA,26,,,,,,,,
SB23,C00364158,501162259,,,CCM,Debbie Wasserman Schultz for Congress,,,,,,1071 Twin Branch Ln,,Weston,FL,333262828,P2024,,2024-04-15,1000.00,0.00,Federal Contribution,,C00385773,,,Wasserman Schultz,Debbie,,,,H,FL,23,,,,,,,,Reissue of check from 1/18/17
