form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00503680,SB23.10074,,,CCM,ADRIAN SMITH FOR CONGRESS,,,,,,3321 AVENUE I,SUITE 6,SCOTTSBLUFF,NE,69361,P2024,,2023-06-26,2500.00,,Political Contribution,,C00412890,ADRIAN SMITH FOR CONGRESS,H6NE03115,SMITH,ADRIAN,,,,H,NE,03,,,,,,,,
SB23,C00503680,SB23.10094,,,CCM,AUSTIN SCOTT FOR CONGRESS INC,,,,,,PO BOX 2530,,TIFTON,GA,31793,P2024,,2023-06-26,5000.00,,Political Contribution,,C00482737,AUSTIN SCOTT FOR CONGRESS INC,H0GA08099,SCOTT,JAMES AUSTIN,,,,H,GA,08,,,,,,,,
SB23,C00503680,SB23.10096,,,CCM,AUSTIN SCOTT FOR CONGRESS INC,,,,,,PO BOX 2530,,TIFTON,GA,31793,G2024,,2023-06-26,5000.00,,Political Contribution,,C00482737,AUSTIN SCOTT FOR CONGRESS INC,H0GA08099,SCOTT,JAMES AUSTIN,,,,H,GA,08,,,,,,,,
SB23,C00503680,SB23.10099,,,CCM,BLAINE FOR CONGRESS,,,,,,PO BOX 1025,,JEFFERSON CITY,MO,65102,P2024,,2023-06-26,2000.00,,Political Contribution,,C00458679,BLAINE FOR CONGRESS,H8MO09153,LUETKEMEYER,W BLAINE,,,,H,MO,03,,,,,,,,
SB23,C00503680,SB23.10091,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,P2024,,2023-06-26,2000.00,,Political Contribution,,C00806307,BRANDON FOR CONGRESS NY22,H2NY22212,WILLIAMS,BRANDON MCDONALD,,,,H,NY,22,,,,,,,,
SB23,C00503680,SB23.10081,,,CCM,CLAUDIA TENNEY FOR CONGRESS,,,,,,8469 SENECA TPKE,STE 105,NEW HARTFORD,NY,13413,P2024,,2023-06-26,2000.00,,Political Contribution,,C00632828,CLAUDIA TENNEY FOR CONGRESS,H4NY22051,TENNEY,CLAUDIA,,,,H,NY,24,,,,,,,,
SB23,C00503680,SB23.10102,,,CCM,DAKOTA PAC,,,,,,PO BOX 3206,,BISMARCK,ND,58502,O2023,Annual,2023-06-26,3000.00,,Political Contribution,,C00493072,,,,,,,,,,,,,,,,,,
SB23,C00503680,SB23.10087,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2023-06-26,2000.00,,Political Contribution,,C00809426,DESPOSITO FOR NEW YORK,H2NY04277,DESPOSITO,ANTHONY P,,,,H,NY,04,,,,,,,,
SB23,C00503680,SB23.10085,,,COM,ELISE VICTORY FUND,,,,,,PO BOX 500,,GLEN FALLS,NY,12801,P2024,,2023-06-26,2500.00,,Political Contribution,,,,H4NY21079,STEFANIK,ELISE M.,,,,H,NY,21,,,,,,,,
SB23,C00503680,SB23.10097,,,CCM,FRIENDS OF DUSTY JOHNSON,,,,,,PO BOX 278,,MITCHELL,SD,57301,P2024,,2023-06-26,1000.00,,Political Contribution,,C00628917,FRIENDS OF DUSTY JOHNSON,H8SD01055,JOHNSON,DUSTY,,,,H,SD,00,,,,,,,,
