form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00412791,500051129,,,PAC,ACTBLUE,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-03-26,79.00,0.00,Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00412791,500051564,,,PAC,ACTBLUE,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-04-16,395.00,0.00,Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00412791,500052880,,,PAC,ACTBLUE,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2023-06-30,395.00,0.00,Processing Fee,,C00401224,,,,,,,,,,,,,,,,,,
SB21B,C00412791,500050545,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,200061245,,,2023-01-26,260.00,0.00,Bank Service Charge,,,,,,,,,,,,,,,,,,,,
SB21B,C00412791,500050771,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,200061245,,,2023-02-23,205.00,0.00,Bank Service Charge,,,,,,,,,,,,,,,,,,,,
SB21B,C00412791,500051159,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,200061245,,,2023-03-24,125.50,0.00,Bank Service Charge,,,,,,,,,,,,,,,,,,,,
SB21B,C00412791,500051714,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,200061245,,,2023-04-26,365.50,0.00,Bank Service Charge,,,,,,,,,,,,,,,,,,,,
SB21B,C00412791,500052256,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,200061245,,,2023-05-26,245.25,0.00,Bank Service Charge,,,,,,,,,,,,,,,,,,,,
SB21B,C00412791,500052677,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,Frnt 1,Washington,DC,200061245,,,2023-06-26,210.50,0.00,Bank Service Charge,,,,,,,,,,,,,,,,,,,,
SB21B,C00412791,500050366,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2023-01-18,1708.48,0.00,CREDIT CARD PAYMENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00412791,500050363,500050366,SB21B,ORG,Airlie,,,,,,6809 AIRLIE RD,,Warrenton,VA,201877110,,,2023-01-18,1278.59,0.00,Catering/Events,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00412791,500050362,500050366,SB21B,ORG,UPS Store,,,,,,1490 Quarterpath Rd,Ste 5A,Williamsburg,VA,231856544,,,2023-01-18,209.39,0.00,Postage,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00412791,500050364,500050366,SB21B,ORG,Williamsburg Chauffeur Service LLC,,,,,,3306 Craggy Oak Ct,Ste 101,Williamsburg,VA,231881064,,,2023-01-18,202.50,0.00,Transportation Services,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00412791,500050640,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2023-02-17,2338.25,0.00,CREDIT CARD PAYMENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00412791,500050639,500050640,SB21B,ORG,"NGP VAN, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2023-02-17,2300.00,0.00,Database Support,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00412791,500050638,500050640,SB21B,ORG,UPS Store,,,,,,1490 Quarterpath Rd,Ste 5A,Williamsburg,VA,231856544,,,2023-02-17,38.25,0.00,Postage,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00412791,500051058,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2023-03-17,912.17,0.00,Credit Card Payment,,,,,,,,,,,,,,,,,,,,
SB21B,C00412791,500051056,500051058,SB21B,ORG,"NGP VAN, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2023-03-17,600.00,0.00,Database Support,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00412791,500051057,500051058,SB21B,ORG,The Monocle On Capitol Hill,,,,,,107 D St NE,,Washington,DC,200025657,,,2023-03-17,312.17,0.00,Catering/Events,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00412791,500051551,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2023-04-14,25230.42,0.00,Credit Card Payment,,,,,,,,,,,,,,,,,,,,
SB21B,C00412791,500051550,500051551,SB21B,ORG,Acacia,,,,,,2363 Roux St,Ste 105,Richmond,VA,232302384,,,2023-04-14,5334.11,0.00,Catering/Events,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00412791,500051545,500051551,SB21B,ORG,Boar's Head Inn,,,,,,200 Ednam Dr,,Charlottesville,VA,229034674,,,2023-04-14,19073.10,0.00,Catering/Events,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00412791,500051548,500051551,SB21B,ORG,Hotel AKA Alexandria,,,,,,625 First St,,Alexandria,VA,223141511,,,2023-04-14,364.12,0.00,Lodging,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00412791,500051549,500051551,SB21B,ORG,The Monocle On Capitol Hill,,,,,,107 D St NE,,Washington,DC,200025657,,,2023-04-14,246.64,0.00,Meals,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00412791,500052251,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2023-05-15,1045.10,0.00,CREDIT CARD PAYMENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00412791,500052247,500052251,SB21B,ORG,Jefferson Hotel,,,,,,1200 16Th St NW,,Washington,DC,200363202,,,2023-05-15,391.94,0.00,Lodging,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00412791,500052246,500052251,SB21B,ORG,"NGP VAN, Inc.",,,,,,PO Box 392264,,Pittsburgh,PA,152519264,,,2023-05-15,450.00,0.00,Database Support,,,,,,,,,,,,,,,,,,,X,*
