form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00413948,SB23.12127,,,CCM,JOHN CURTIS FOR UTAH,,,,,,PO BOX 296,,PROVO,UT,84603,G2024,,2024-07-11,5000.00,,Contribution,,C00647339,JOHN CURTIS FOR UTAH,S4UT00282,CURTIS,JOHN,,,,S,UT,00,,,,,,,,
SB23,C00413948,SB23.12121,,,CCM,JOSH HAWLEY FOR SENATE,,,,,,PO BOX 31476,,ST. LOUIS,MO,63131,P2024,,2024-07-11,5000.00,,Contribution,,C00652727,JOSH HAWLEY FOR SENATE,S8MO00160,HAWLEY,JOSHUA,DAVID,,,S,MO,00,,,,,,,,
SB23,C00413948,SB23.12122,,,CCM,JOSH HAWLEY FOR SENATE,,,,,,PO BOX 31476,,ST. LOUIS,MO,63131,G2024,,2024-07-11,5000.00,,Contribution,,C00652727,JOSH HAWLEY FOR SENATE,S8MO00160,HAWLEY,JOSHUA,DAVID,,,S,MO,00,,,,,,,,
SB23,C00413948,SB23.12113,,,CCM,KARI LAKE FOR SENATE,,,,,,PO BOX 34341,,PHOENIX,AZ,85067,P2024,,2024-07-11,5000.00,,Contribution,,C00852343,KARI LAKE FOR SENATE,S4AZ00220,LAKE,KARI,,,,S,AZ,00,,,,,,,,
SB23,C00413948,SB23.12115,,,CCM,KARI LAKE FOR SENATE,,,,,,PO BOX 34341,,PHOENIX,AZ,85067,G2024,,2024-07-11,5000.00,,Contribution,,C00852343,KARI LAKE FOR SENATE,S4AZ00220,LAKE,KARI,,,,S,AZ,00,,,,,,,,
SB23,C00413948,SB23.12123,,,CCM,PETE RICKETTS FOR SENATE,,,,,,11235 DAVENPORT ST,STE 107,OMAHA,NE,68154,G2024,,2024-07-11,5000.00,,Contribution,,C00832436,PETE RICKETTS FOR SENATE,S6NE00129,RICKETTS,PETE,,,,S,NE,00,,,,,,,,
SB23,C00413948,SB23.12086,,,PAC,REPUBLICAN PARTY OF ARKANSAS,,,,,,1201 West 6th Street,.,Little Rock,AR,72201,O2024,Annual,2024-07-03,5000.00,,Contribution to Federal Account,,C00084954,,,,,,,,,,,,,,,,,,
SB23,C00413948,SB23.12119,,,CCM,RICK SCOTT FOR FLORIDA,,,,,,PO BOX 130708,,TAMPA,FL,33681,P2024,,2024-07-11,5000.00,,Contribution,,C00676965,RICK SCOTT FOR FLORIDA,S8FL00273,SCOTT,RICK,,SEN.,,S,FL,00,,,,,,,,
SB23,C00413948,SB23.12120,,,CCM,RICK SCOTT FOR FLORIDA,,,,,,PO BOX 130708,,TAMPA,FL,33681,G2024,,2024-07-11,5000.00,,Contribution,,C00676965,RICK SCOTT FOR FLORIDA,S8FL00273,SCOTT,RICK,,SEN.,,S,FL,00,,,,,,,,
SB23,C00413948,SB23.12128,,,COM,SENATE LEADERSHIP FUND,,,,,,6218 GEORGIA AVENUE NW,STE 1 - 595,WASHINGTON,DC,20011,O2024,Annual,2024-07-11,275000.00,,Contribution,,C00571703,,,,,,,,,,,,,,,,,,
