form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00416743,500862903,500862902,SB23,CCM,Klobuchar For Minnesota,,,,,,PO Box 4146,,Saint Paul,MN,551040146,P2024,,2023-03-31,2000.00,0.00,Contribution Made Via Capital One Credit Card on line 21b,,C00431353,,,Klobuchar,Amy,,,,,MN,,,,,,,,X,*
SB23,C00416743,500862905,500862904,SB23,CCM,FRIENDS OF MAZIE HIRONO,,,,,,PO Box 677,,Honolulu,HI,968090677,P2024,,2023-03-31,2000.00,0.00,Contribution Made Via Capital One Credit Card on Line 21b,,C00420760,,,HIRONO,MAZIE,K.,,,S,HI,00,,,,,,,X,*
SB23,C00416743,500862907,500862906,SB23,CCM,Whitehouse For Senate,,,,,,PO Box 40280,,Providence,RI,029400280,P2024,,2023-03-31,2000.00,0.00,Contribution Made via Capital One Credit Card on Line 21b,,C00410803,,,Whitehouse,Sheldon,,,II,,RI,,,,,,,,X,*
SB23,C00416743,500862826,,,CCM,Friends Of Sherrod Brown,,,,,,PO Box 15293,,Washington,DC,200030293,G2024,,2023-03-20,5000.00,0.00,Contribution,,C00264697,,,Brown,Sherrod,,,,S,OH,,,,,,,,,
SB23,C00416743,500862827,,,CCM,GILLIBRAND FOR SENATE,,,,,,PO Box 1279,,Hudson,NY,125340310,P2024,,2023-03-27,2000.00,0.00,Contribution,,C00413914,,,Gillibrand,Kirsten,E.,,,,NY,20,,,,,,,,
SB23,C00416743,500862829,,,CCM,KAINE FOR VIRGINIA,,,,,,1751 Potomac Greens Dr,,Alexandria,VA,223146233,P2024,,2023-03-31,5000.00,0.00,Contribution,,C00495358,,,KAINE,TIMOTHY,MICHAEL,,,S,VA,00,,,,,,,,
SB23,C00416743,500862834,,,CCM,Martin Heinrich For Senate,,,,,,PO Box 25763,,Albuquerque,NM,871250763,P2024,,2023-03-27,2000.00,0.00,Contribution,,C00434563,,,Heinrich,Martin Trevor,,,,,NM,,,,,,,,,
SB23,C00416743,500862835,,,CCM,Menendez For Senate,,,,,,PO Box 32248,,Newark,NJ,071020648,P2024,,2023-03-31,2500.00,0.00,Contribution,,C00264564,,,Menendez,Robert,,,,,NJ,,,,,,,,,
SB23,C00416743,500862836,,,CCM,Montanans For Tester,,,,,,PO Box 1135,,Helena,MT,596241135,P2024,,2023-03-20,5000.00,0.00,Contribution,,C00412304,,,Tester,Jon,,,,,MT,,,,,,,,,
SB23,C00416743,500862839,,,CCM,Rosen For Nevada,,,,,,PO Box 27195,,Las Vegas,NV,891261195,P2024,,2023-03-20,5000.00,0.00,Contribution,,C00606939,,,Rosen,Jacky,,,,,NV,,,,,,,,,
SB23,C00416743,500862838,,,CCM,Tammy Baldwin For Senate,,,,,,PO Box 696,,Madison,WI,537010696,P2024,,2023-03-20,2500.00,0.00,Contribution,,C00326801,,,Baldwin,Tammy,,,,,WI,,,,,,,,,
